Chr	Locus	Gene Name	CT State 1	CT State 2	CT State 3	CT State 4	CT State 5	CT State 6	CT State 7	CT State 8	EF State 1	EF State 2	EF State 3	EF State 4	EF State 5	EF State 6	EF State 7	EF State 8
DH10B	ECDH10B_3605	glgX	146.3	156.7	82.4	73.9	63.7	114.7	43.1	0	164.3	138.6	136.4	93.7	94.5	103.7	100.1	136.5
DH10B	ECDH10B_3606	glgB	146.2	359.2	189.8	245.6	145.5	161.6	155.4	45.1	241.9	274.1	211.9	154.2	167.6	201.8	280.7	252.8
DH10B	ECDH10B_3607	asd	967.2	1420.5	869	922.8	703.5	579.7	637.8	383.1	715.5	777.4	1071.7	945.1	878.6	1105.8	1095.6	1304.2
DH10B	ECDH10B_3608	yhgN	65.8	111.4	239	54.9	125.9	99.8	0	0	40.4	77.1	20.4	44.2	178.1	81.8	123.6	85.3
DH10B	ECDH10B_3609	gntU	0.7	60.8	41.9	13.1	45.1	33.9	0	0	56.2	43	21.5	25.2	24.7	28.1	28.2	20.9
DH10B	ECDH10B_3610	gntK	17.1	30.6	22.4	10.8	0	0	0	0	11.6	29	33	15.2	54.3	27.7	65.9	10.3
DH10B	ECDH10B_3611	gntR	319.1	259.6	261.3	232.7	204.5	170.9	451	0	277.9	286.7	268.8	161.5	238.5	209.7	187.7	187.2
DH10B	ECDH10B_3612	yhhW	185.8	110.6	194.1	105.8	180.6	131.7	0	0	129.9	163.3	109	71.6	99.2	156.7	137	98.4
DH10B	ECDH10B_3613	yhhX	290.7	257.2	201.4	139.7	104.3	103.9	140.4	135.8	172.8	222.5	219.2	296	296.2	326.3	229.7	273.2
DH10B	ECDH10B_3615	yhhY	143.5	129	86.7	22.2	42.3	77.2	0	0	80.9	30.7	40.3	23	29.3	57.8	44.9	70.3
DH10B	ECDH10B_3616	yhhZ	0	4.6	0	4.8	0	0	0	0	7.2	8.2	0	5	14.4	12.6	1.9	4.4
DH10B	ECDH10B_3617	yrhA	0	29.7	0	1.2	0	27.9	0	0	0	14.5	0	7.8	0	0.2	0	5.8
DH10B	ECDH10B_3618	insA-6	54.5	105.9	21.4	63.6	126.9	67	0	0	104	89.8	24.7	36.9	149.4	83.7	161.8	124.6
DH10B	ECDH10B_3619	insB-6	125.3	287	129.1	228.5	221	319.3	0	335.7	322.2	280	269.4	119.1	174.3	242	225.3	302.3
DH10B	ECDH10B_3620	yrhB	0	0	0	2.6	0	18.9	0	0	0	0	0	0	0	10.5	0	0
DH10B	ECDH10B_3621	ggt	1.2	20.3	63.9	63.4	17.3	12.4	0	0	23	22.1	43.5	51.1	16.5	30.8	22.6	40
DH10B	ECDH10B_3622	yhhA	115.9	122.1	35.8	41.5	21.7	71.6	0	0	31	63	27.5	59.6	105.7	53.8	15.4	40.4
DH10B	ECDH10B_3623	ugpQ	28.3	68.3	22.5	45.5	62	0	0	0	44.9	40.5	18.3	55.5	41	25	19.3	63.7
DH10B	ECDH10B_3624	ugpC	28.1	38.1	23	35.3	26.7	35.2	0	0	14.1	19.2	41.1	38.5	25.1	41.1	36.8	37.5
DH10B	ECDH10B_3625	ugpE	0	0	16.3	23.1	0	18.2	0	0	0	0	12.6	20.3	23.3	12.7	15.2	8.6
DH10B	ECDH10B_3626	ugpA	0	0	22.2	16.1	0	0	0	0	3.2	5.2	10.2	0	2	12.8	0	8.2
DH10B	ECDH10B_3627	ugpB	0	5.3	51.7	43.5	2.4	7.6	119.8	0	24.3	15.3	13.8	46.8	18.4	22.6	11.5	63.2
DH10B	ECDH10B_3628	livF	112.3	57.1	0	19	44.6	50.7	0	0	65.3	45.3	13.8	0	31.4	50.9	71	42.7
DH10B	ECDH10B_3629	livG	73.1	65.1	0	7.7	180.3	87.2	0	0	56.4	67.8	0	6.3	47.9	46.8	35.5	35.8
DH10B	ECDH10B_3630	livM	30.6	20.5	6.9	7.3	52.3	16.9	0	0	69.6	37.9	8.3	2.1	63.8	43	26.7	43.4
DH10B	ECDH10B_3631	livH	113.6	7.5	17	9.6	72.1	27.4	13.1	0	53.3	31.2	8.2	11	94.8	28.3	13.1	58.9
DH10B	ECDH10B_3632	livK	95.7	71.4	8	6.7	119	10.4	0	0	60.2	48.1	10.9	11.1	67	37.9	31.4	55.5
DH10B	ECDH10B_3633	yhhK	86.2	46.1	66.8	86.2	128.5	32.1	0	0	68.7	84.3	0	47.5	151.7	53.7	106.4	47.1
DH10B	ECDH10B_3634	livJ	216.1	253.7	302.8	324.1	141.3	177.9	110	38.3	188.5	161.7	346.9	257.9	120.2	113.9	54.9	123.3
DH10B	ECDH10B_3635	rpoH	1804.7	1653.3	2290.2	1975.3	2354.6	3102	1831.8	2556.1	3462.1	5162.5	1667.7	2039.9	1915.5	1574.4	2299.2	2400.4
DH10B	ECDH10B_3636	ftsX	495.1	314.6	400.3	290	232.9	390.5	183.4	253	509	375.6	322.3	364	342	267.5	167.3	228.8
DH10B	ECDH10B_3637	ftsE	197.8	243.8	59	139.6	437.7	262.5	0	231.8	514.4	286.2	95.2	149.1	146.1	198.2	151.6	239.9
DH10B	ECDH10B_3638	ftsY	633.5	433.7	337.9	369	298.3	604.1	268.2	443.6	569.7	571.4	375.2	606.5	202.8	326.5	317.2	254.9
DH10B	ECDH10B_3639	yhhF	146.1	101.8	114	94	114.6	49	0	0	83.6	55	101.6	69.2	84.1	81.2	55.8	62.2
DH10B	ECDH10B_3640	yhhL	0	31.3	0	33.9	0	0	0	0	31.4	40.3	42.1	53.6	29.9	37.8	33.6	27.9
DH10B	ECDH10B_3641	yhhM	47.3	0	32.9	11.7	0	17.1	0	0	5.2	62.3	35.8	16.4	0	51.6	4.2	49.5
DH10B	ECDH10B_3642	yhhN	151.9	321.5	75.5	117.4	111.7	121.6	387.3	0	226.7	165.1	88.3	85.5	127.2	128.5	65.2	92.4
DH10B	ECDH10B_3643	zntA	47	34.6	61.9	60	51.4	80.5	5.5	173.1	148.1	122.4	115.9	121.4	81.1	62.2	53.4	60.1
DH10B	ECDH10B_3644	sirA	114.1	46.9	0	13.1	0	47	0	229.3	15.3	26.3	3.1	0	0	15.9	116.9	84.6
DH10B	ECDH10B_3645	yhhQ	9	46.2	44.4	89.4	86	65.9	565.1	296.4	85.5	166.1	71.7	61.2	66	146.6	156.8	131.8
DH10B	ECDH10B_3646	dcrB	837.3	711.6	314.5	418.9	276.7	451.3	369.9	50.5	302.9	506.9	473	682.2	551	877.2	788.1	588.9
DH10B	ECDH10B_3647	yhhS	57.6	67	162.7	86.4	54.9	89.8	229.3	0	180.9	106.8	57.3	70.4	55.9	82.9	96.9	88.2
DH10B	ECDH10B_3648	yhhT	25.8	11	13.1	17.9	0	13.2	0	0	13.9	28.4	14.4	36.3	3.4	10.1	41.8	31.6
DH10B	ECDH10B_3649	acpT	78.4	130.9	127.4	100.9	83.9	68.1	0	0	155.3	178.8	51.6	116.7	152.5	44.9	0	81.1
DH10B	ECDH10B_3650	nikA	222.8	215.9	0	9.6	12.1	38.6	0	0	60.4	63.3	0	17	4.6	5.6	6.7	3.8
DH10B	ECDH10B_3651	nikB	60.5	169.4	0	3.1	0	45.6	0	0	94.6	80.8	0	17.6	11.4	5.9	0	3.8
DH10B	ECDH10B_3652	nikC	84.2	147.6	0	6.2	0	32.3	0	0	56.4	83.3	0	0	0	2.6	5.4	6.2
DH10B	ECDH10B_3653	nikD	194	146.9	1.3	4.5	0	51.3	301.5	0	90.5	112.4	9.9	0	0	7.1	14.8	7.1
DH10B	ECDH10B_3654	nikE	91.9	93.4	15.9	8	19.7	53.4	0	0	50.7	106.6	0	0	0	25.7	17.8	4.5
DH10B	ECDH10B_3655	nikR	174.6	126.3	58.9	5.5	51.5	46	151	0	149.9	122.5	35.8	64	71.4	105.7	114.9	154.6
DH10B	ECDH10B_3656	rhsB	33.1	45	35.1	51.1	54.5	49.4	169.1	30	100.9	70.1	48	34	54.8	48.7	57	44
DH10B	ECDH10B_3657	yhhH	28.7	0	12.8	19.9	4.1	26.1	0	0	19.6	17.7	25.7	20.9	53.7	15.9	102.5	7.1
DH10B	ECDH10B_3658	yrhC	0	0	0	0	116.4	0	0	0	0	0	46.2	0	0	0	0	0
DH10B	ECDH10B_3659	yhhI	9.7	10.2	47.7	38.7	68.6	23.7	0	0	14.9	34	10	26.9	32.3	24.5	73.9	21.5
DH10B	ECDH10B_3660	yhhJ	92.7	49.9	0	13	34	76.7	43.2	0	69.9	54.4	12.8	25.7	36.7	38	18.2	36.5
DH10B	ECDH10B_3661	rbbA	86.5	52.9	31.4	24	5.8	105.3	39.9	0	93.4	74.2	29.7	29.6	20.3	26.1	40.1	17.6
DH10B	ECDH10B_3663	yhiJ	0	0	6.7	15.2	34.3	16.1	0	0	12.2	13.3	10.7	9.9	0	14.7	17.7	6.9
DH10B	ECDH10B_3666	yhiL	0	0	15.3	4.8	8.9	7.7	0	0	9.1	11.4	0	4.3	0	1.2	2.8	5.3
DH10B	ECDH10B_3667	yhiM	10.5	27	15.9	47.2	119.4	2.9	0	160.7	18.3	41.8	44.7	5.6	25.5	16.5	9.3	2.3
DH10B	ECDH10B_3668	yhiN	138.3	71	66.4	115.4	115.1	148.5	0	46.9	209.4	145.6	168.3	79.3	117	82.1	70.5	47.7
DH10B	ECDH10B_3669	pitA	669.1	627.9	728.3	675.9	598.4	815.8	113.3	310.2	1170.9	1041.9	502.6	581.9	355	332.9	258.4	279.4
DH10B	ECDH10B_3670	uspB	0	0	0	12.5	0	9.2	0	0	25.2	42.7	0	0	0	14.7	6.8	0
DH10B	ECDH10B_3671	uspA	1475.1	1517.7	627.8	384.5	622	596.6	279.1	583.4	889.5	497.4	371.4	653.2	692.4	1212.8	1339.9	1370.6
DH10B	ECDH10B_3672	yhiP	43	47.1	28.2	37	29.2	17.8	57.8	0	66	37.8	22.2	27.4	64.6	47	33.5	71
DH10B	ECDH10B_3673	yhiQ	95.9	53.1	68.1	58.7	61.3	58.3	129	0	50.6	67.9	57.4	17.8	45.2	49.3	32.2	48.1
DH10B	ECDH10B_3674	prlC	324.4	408.7	115.3	159.8	156.6	153	267.4	82.8	174.9	143	154.4	150.1	175.5	255.5	190.8	263.6
DH10B	ECDH10B_3675	yhiR	297.3	203.6	200	199.9	228.4	260.4	0	234.2	260.8	270.5	227.6	256.9	325.4	259.5	221.8	189.3
DH10B	ECDH10B_3676	gor	340.9	235.4	184.4	237.8	221.1	253.3	341	0	321.1	213.9	260.1	201.7	292.8	297.8	172.3	258
DH10B	ECDH10B_3677	arsR	39.7	0	0	0	107.9	39.2	0	0	6.6	5.4	30	22.7	0	11.4	0	18.8
DH10B	ECDH10B_3678	arsB	12.4	1.2	29	10.7	25.9	7.2	0	0	39.8	14.1	21.8	8.3	6.3	8	2.9	21.3
DH10B	ECDH10B_3679	arsC	16.5	0	0	11	85.9	0	0	0	0	5.6	0	0	0	14.5	0	7.1
DH10B	ECDH10B_3680	yhiS	12.8	26.5	23.9	4.7	18.3	17.7	0	0	0	15.9	10.7	0	3.4	9.4	0	3.1
DH10B	ECDH10B_3681	insH-11	446.6	378.3	211.3	302.2	225.3	297.6	286.5	263.4	454.5	363.2	391.5	374.3	305	305.4	351.3	351.9
DH10B	ECDH10B_3682	slp	51.3	184.6	0	5.7	39.3	29.9	0	0	21.6	50.9	13.4	42.6	3.2	20.7	22.7	12.2
DH10B	ECDH10B_3683	yhiF	37.8	166.6	65	26.1	42	1.5	0	0	5.3	41.3	44.3	0	0	8.7	31.4	19.9
DH10B	ECDH10B_3684	yhiD	21.7	290.9	50.2	9.2	27	11.9	0	0	26.9	29.5	12.9	13.2	0	6.7	24.5	0
DH10B	ECDH10B_3685	hdeB	21.5	442.4	42.2	33.2	0	23.6	0	0	30.2	94.6	0	37.7	0	11	0	0
DH10B	ECDH10B_3686	hdeA	225.8	949.7	0	51.2	0	32.4	0	0	86.2	91.5	100.2	0	0	11.5	0	4.5
DH10B	ECDH10B_3687	hdeD	50.7	624.4	0	29.8	0	10.8	0	0	17.3	67.2	0	12.2	0	9.9	0	14.7
DH10B	ECDH10B_3688	gadE	30.4	600.4	0	64.1	0	62.7	0	0	8.9	99.2	7.2	25.4	0	2.7	22.9	0
DH10B	ECDH10B_3689	mdtE	40.7	172.1	16.2	14.5	48.1	8.6	0	0	33.7	29.8	5.9	10.6	0	21.8	14.4	28.9
DH10B	ECDH10B_3690	mdtF	31.9	159.6	14.9	23.6	0	34.6	39	0	33.4	48.8	32.1	11.4	10.9	22	26.7	17.3
DH10B	ECDH10B_3691	gadW	44	82.3	21.6	27.5	17.5	31.7	0	0	19.4	78.2	2.1	22.1	0	18.7	18.7	13.2
DH10B	ECDH10B_3693	gadX	136.1	212.7	23.9	18.6	17.4	155.9	161.9	0	196.9	158.4	17.5	0	19.6	7.8	37.6	6.2
DH10B	ECDH10B_3694	gadA	24.3	178	70.4	26.3	48.8	8.8	0	0	44.4	38	8.1	21	28.8	15.7	14.6	26.7
DH10B	ECDH10B_3695	yhjA	22.2	37.4	6.3	4.9	0	10.5	0	0	34.3	33.8	11.9	11.9	27.6	17.7	25.4	24.2
DH10B	ECDH10B_3696	treF	32.8	74.6	8.4	31.3	13.5	22.9	0	239.3	46.5	34.7	40	25.7	17.4	38.1	62.4	35.7
DH10B	ECDH10B_3697	yhjB	74.8	17.9	32.7	9	0	0	0	0	0.8	42.1	0	0	17.8	6.5	0	11.5
DH10B	ECDH10B_3698	yhjC	32	49.9	0	4.1	11.5	13.5	0	0	15.5	20.5	0	0	0	5.7	12.5	7.1
DH10B	ECDH10B_3699	yhjD	18.8	9.1	0	31.4	28.3	0	0	0	18.6	18.1	5.2	11.1	4.4	21.9	44	34.5
DH10B	ECDH10B_3700	yhjE	19.7	23.3	68.6	48.9	31.3	32.6	165.2	181.2	59.8	49	43	52.7	61	29.3	28.6	33.1
DH10B	ECDH10B_3701	yhjG	37.7	28.2	16.1	28.4	13	13.4	0	0	5.7	10	12.4	25.6	20.7	30.9	33.9	37.5
DH10B	ECDH10B_3702	yhjH	15.7	0	0	0	0	0	0	0	9.2	8	39.5	3.5	9.3	1.6	7.9	0
DH10B	ECDH10B_3703	kdgK	52.8	119.1	33.9	36.1	59.9	62.9	0	0	66.8	64.7	69.3	22.5	82.9	112.3	87.9	49
DH10B	ECDH10B_3704	yhjJ	152	109	373.4	282.2	229.6	168.2	251.4	150.7	165.7	187.4	150	236.4	201.8	160.5	243.2	221.7
DH10B	ECDH10B_3706	yhjK	156.8	91.5	106.7	98.6	235.9	131.9	274	0	136.9	150.8	67.3	171.3	82.3	156.6	110.6	116.7
DH10B	ECDH10B_3707	bcsC	33.8	37.4	43.4	28.7	43.5	32.6	90.9	0	29	37	36	29.8	26.1	30	36.2	26.1
DH10B	ECDH10B_3708	bcsZ	10.9	14.6	18.7	13.2	18.7	39.7	0	0	20	20.5	15.1	7.3	1.6	5.3	0	12
DH10B	ECDH10B_3709	bcsB	6.4	22.4	2.9	15.3	19	26.7	0	0	11.1	27.5	6.8	18.8	11.9	14.6	16.5	15.7
DH10B	ECDH10B_3710	bcsA	39.8	47.6	55.3	8.6	0	16.5	0	0	38.3	33.2	12.5	19.4	41.8	13.3	10.7	11.8
DH10B	ECDH10B_3711	yhjQ	111.4	63.3	0	27.1	0	83.5	0	0	85.2	60.2	34.3	53.7	11.1	15.7	30.1	12
DH10B	ECDH10B_3712	yhjR	0	0	0	6.5	0	0	0	0	0	12.5	0	0	0	1.6	0	0
DH10B	ECDH10B_3714	bcsF	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1	0	0
DH10B	ECDH10B_3715	bcsG	176.1	229.5	89.2	64.1	116.5	79.3	79.5	0	89.9	95.9	48.3	39.6	25.1	30.2	12.2	35.9
DH10B	ECDH10B_3716	ldrD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_3718	yhjV	55.2	49.6	479.8	393.9	249	247	105	199.5	277.9	260.2	353.6	409.3	219.2	223.1	93.4	146.6
DH10B	ECDH10B_3719	dppF	160.6	262.6	1002.6	867.4	559	514.9	217.5	252.5	639.4	448.2	968.2	690.9	652	497.4	308	361.5
DH10B	ECDH10B_3720	dppD	170.2	264.3	689.4	781.9	313.8	379.6	209.8	214.9	383.7	331.2	884.1	789.5	586.7	405.4	383.9	363.1
DH10B	ECDH10B_3721	dppC	220.9	354.5	813.4	665.5	521.7	353.1	94.1	0	342	277.7	462	505.3	432.8	376.3	355.4	251.9
DH10B	ECDH10B_3722	dppB	169.1	258.8	455.3	671.5	408.8	255.2	380.9	248.8	223.4	328.8	583.7	404.2	347.1	273	222.6	266.2
DH10B	ECDH10B_3723	dppA	1453.4	1898.8	2563.6	3137	1768.6	1537.3	1653.5	911.9	1104.6	1457.1	2732.9	3466.3	2302.4	2639.7	1693.2	2540.5
DH10B	ECDH10B_3725	eptB	222.2	208.7	305.3	355.2	498.5	331.8	78.9	91.7	293.8	297.7	229.5	225	275	197.2	200.4	359.9
DH10B	ECDH10B_3726	yhjX	4807.3	1661.8	31.8	11.6	13.2	45.2	0	0	77.9	60.7	28.9	17.7	40.8	30.6	9.4	23.2
DH10B	ECDH10B_3727	yhjY	47.3	62.7	0	23.3	27.3	43	0	0	27.6	37.3	11.9	23	25.6	35.1	44.4	49.6
DH10B	ECDH10B_3728	tag	17.8	135.1	21	49.5	16.9	195.3	0	0	125.2	112.8	40.3	73.2	36.6	40.6	20.1	80.2
DH10B	ECDH10B_3729	yiaC	63.7	31.4	0	22.4	32.5	24.4	0	0	131.3	72.3	60.2	32.8	0	26.7	0	60.9
DH10B	ECDH10B_3730	bisC	106.4	112.7	11.7	31.6	20.9	53	101.2	0	85.3	104.7	52.6	36.2	26.7	25.2	8	10.9
DH10B	ECDH10B_3731	yiaD	164.1	74.6	131.5	114.2	60.3	101.5	0	0	57.1	62.2	83.9	46.3	25.8	39.4	52.8	22.9
DH10B	ECDH10B_3732	tiaE	225.2	354.4	233.6	283.1	230.2	292.2	174.3	0	401.7	290.6	210	221.1	297	314.2	194.1	245.4
DH10B	ECDH10B_3733	yiaF	772.7	526	276	322.2	241.7	275.1	0	218.1	598.5	574.1	283.7	252.6	175.3	318.1	251.2	266.1
DH10B	ECDH10B_3734	yiaG	3.4	169.2	0	23.8	0	105.9	0	0	6.5	18.4	18.2	59	83.2	53.5	23.4	131.7
DH10B	ECDH10B_3735	cspA	2508.9	1650.9	3365.2	2534.7	3930.1	3980.6	4674	595.8	6508.7	3371.5	2652.8	1875.3	2175.8	1298.7	1737.8	981.7
DH10B	ECDH10B_3736	hokA	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0
DH10B	ECDH10B_3737	insJ	347.6	126.8	221	345.5	182.9	274.4	0	378.2	310.2	230.4	174.4	269.1	721.3	678.6	1184.7	950.9
DH10B	ECDH10B_3738	insK	211.8	105.7	225.7	216.6	171.9	228.7	0	49.6	160.8	239.2	282.2	273.7	391.4	514.5	732.1	692.3
DH10B	ECDH10B_3739	glyS	558.5	958.3	794.5	755.1	825.7	855.3	674.5	674.3	821.2	883.5	670.5	810.4	726.7	825.5	477.2	590
DH10B	ECDH10B_3741	ysaB	0	28.2	0	19.8	0	0	0	0	20.4	10	0	64.3	0	0.7	0	3
DH10B	ECDH10B_3742	yiaH	40.3	6.2	51.5	9.7	9.6	9.3	0	0	9.9	16.3	0	0	0	9.4	0	3.3
DH10B	ECDH10B_3743	yiaA	0	0	11.3	29.3	0	0	0	0	15	6.8	27.7	19.6	0	9.7	24.2	6.9
DH10B	ECDH10B_3744	yiaB	0	0	11.5	44.8	0	0	0	0	0	14.3	0	42.3	23.6	2.7	46.5	0
DH10B	ECDH10B_3745	xylB	40	28.6	23	26.2	18.6	7.9	0	0	43	17	4.2	7	154	160	133.2	172.3
DH10B	ECDH10B_3746	xylA	12.1	29.1	17.9	16.1	20.4	8.7	0	0	27.4	19.3	17.8	15	349	430.3	367.3	361.7
DH10B	ECDH10B_3747	xylF	0	13.2	6	9.5	70.5	51.2	146.7	0	11.9	5.6	9.9	25.9	2110.6	3208.8	3589.6	6268
DH10B	ECDH10B_3748	xylG	25.4	19.5	7.7	29.6	165.1	41.5	0	9.1	21.4	16.8	26.1	29.2	1414.4	2395.8	2823.6	3833.1
DH10B	ECDH10B_3749	xylH	26.3	13.7	0	16.3	121.2	43.7	0	0	17.5	17	48.8	38.1	1384.8	1589.3	2400.2	2740.1
DH10B	ECDH10B_3750	xylR	58.7	48.9	20.9	49	95.8	83	0	0	62.3	105.6	27	65.9	469.1	624.9	890.5	785.9
DH10B	ECDH10B_3751	bax	323.3	190.3	487.6	476.8	536.3	603	132.4	837.4	764	692.9	679.4	584.2	316.2	426.9	467	413.3
DH10B	ECDH10B_3752	malS	13.3	31.1	34	21.2	18.8	19.3	41.8	0	25.5	21	23.5	14.3	38.8	20.3	61.1	70.3
DH10B	ECDH10B_3753	avtA	257.4	318.5	303.5	439	161.2	354.3	367.9	0	382.2	321.6	251.6	391.2	195.2	266.3	198.6	209.8
DH10B	ECDH10B_3754	ysaA	46.5	164	56.2	63.6	87.3	264.8	0	0	124.1	224.1	52.8	72.4	3.8	73.4	39.9	49
DH10B	ECDH10B_3755	yiaJ	73.2	113.3	58.1	35.8	78.7	105.2	14.3	315.5	114.8	67.5	105.4	70.7	113	148	112.3	140.7
DH10B	ECDH10B_3756	yiaK	0	0.8	4.9	9.6	0	14.6	0	0	4.2	2.5	4.6	0	26.9	3.8	0	9.1
DH10B	ECDH10B_3757	yiaL	0	0	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0
DH10B	ECDH10B_3758	yiaM	0	0	0	7.8	0	0	0	0	0	1.3	0	0	0	0	0	0
DH10B	ECDH10B_3759	yiaN	2.4	0	0	0	0	0	0	253.8	4.4	2.6	5.9	8.8	0	4	5.9	0
DH10B	ECDH10B_3760	yiaO	0	0	0	2.3	25.8	0	0	0	0	0	2.3	0	12.7	1.6	0	0
DH10B	ECDH10B_3761	lyxK	8.7	4.1	11.9	0	0	6.2	0	0	11.9	9.3	7.1	4.3	0	3	0	14.5
DH10B	ECDH10B_3762	sgbH	13.6	20.9	17.8	0	0	0	0	0	4.3	0	6.9	12.9	0	4.4	0	0
DH10B	ECDH10B_3763	sgbU	41.9	4.5	0	0	0	0	0	0	27.9	4.6	10.6	0	0	7	0	10.5
DH10B	ECDH10B_3764	sgbE	23	28.7	0	0	0	0	0	0	2	7.7	0	3.1	3.9	13.9	0	24.3
DH10B	ECDH10B_3765	yiaT	0	0	0	1.3	0	0	0	0	0	12.1	0	18.8	1.2	9.2	0	14.3
DH10B	ECDH10B_3766	yiaU	11.3	54.5	0	7.9	0	15.8	0	0	14.5	49.9	14	12.1	0	2.9	0	2.2
DH10B	ECDH10B_3767	yiaV	4.4	12.2	7.8	13.5	0	16.9	0	0	34	9.2	8.7	15.1	16.6	6.4	0	7.7
DH10B	ECDH10B_3768	yiaW	0	0	0	0	68.8	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_3769	aldB	0	8	18.6	24.7	7.2	0.5	0	0	10.7	4.7	18.7	47.7	5.2	34.9	82.6	121.2
DH10B	ECDH10B_3770	yiaY	0	8	0	1.5	8.3	9.4	0	0	15.5	5.8	0	0	7	3.9	0	5
DH10B	ECDH10B_3771	selB	603.7	489.6	109.6	103.1	134.6	215.8	85.5	0	277.9	234.6	172.2	159.2	85.5	143.2	83.7	89.3
DH10B	ECDH10B_3773	yibF	265.1	163	194.3	100.2	120.2	158.1	0	254.7	133	75.7	99.6	75.7	35.3	70.5	87	79.8
DH10B	ECDH10B_3775	yibA	21.4	18.3	55	40.2	20.8	16.4	0	0	17.3	28.1	55.8	26.7	17	28.3	0	2.1
DH10B	ECDH10B_3776	yibJ	25.7	95.4	29.5	27.8	31.7	15.4	0	0	55.7	31.5	32.4	13.7	8.9	22.8	21.6	16.8
DH10B	ECDH10B_3777	yibG	26	55	0	20.9	0	63.3	0	0	0	3.8	0	36	0	20.5	42.6	9.1
DH10B	ECDH10B_3778	yibH	6.2	3.4	8.7	16.5	0	6.1	0	161.2	12	15.1	43.4	5.2	40.2	18	4	20.4
DH10B	ECDH10B_3779	yibI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1
DH10B	ECDH10B_3780	mtlA	181.2	195.4	29.9	78	63.2	63.6	38.1	22.1	52.6	76.9	55.5	68.6	110.5	98	96.5	123.8
DH10B	ECDH10B_3781	mtlD	203.3	135.3	53.2	100.6	92.8	124.7	274.7	122.7	96.7	120.5	95.7	99.4	104.5	116.7	141.6	101.4
DH10B	ECDH10B_3782	mtlR	85.3	263	189.5	176.9	105.6	163.7	392.3	407.6	129.7	213.4	156.1	147.7	53.4	130.4	91.4	148.8
DH10B	ECDH10B_3783	yibT	19.1	33	0	8.2	0	0	0	0	9	0	32.5	12.8	0	7.4	0	0
DH10B	ECDH10B_3784	yibL	154.7	275.6	100.5	149.1	192.9	190.9	0	0	121.9	238.7	121.2	314.6	153.1	97.2	68.8	44.9
DH10B	ECDH10B_3785	lldP	43.6	22.8	113.1	98.3	96.1	60.5	0	102.2	109.2	49.2	59.1	43.4	43.8	55.7	42.1	97.1
DH10B	ECDH10B_3786	lldR	18.1	9.9	36.8	74.4	81.9	51.5	0	0	47.9	55	43.9	58	18.5	52.2	58.5	59
DH10B	ECDH10B_3787	lldD	48.8	43.9	57.1	116.6	26.7	50.4	0	165.7	95.7	62	96.2	73.4	68.5	72.4	127.7	62.1
DH10B	ECDH10B_3788	yibK	69.8	87.7	39.5	106.3	265.2	56.9	0	0	142	199.8	70.4	107.5	215.6	128.7	59.1	138.1
DH10B	ECDH10B_3789	cysE	359.8	215.3	296.3	311.1	369.8	284.8	177.2	274.5	282.3	284.2	296.2	294.2	393.7	317.2	282.7	287
DH10B	ECDH10B_3790	gpsA	564.2	673.7	362.5	474.3	352.6	451.5	107.1	0	611.5	643.5	410.5	489.9	369.1	396.1	211.5	281
DH10B	ECDH10B_3791	secB	1041.2	1042.4	964.9	921.3	1044	585.8	492.9	482	972.7	830	792.5	932.5	1111	1117.4	742.4	804
DH10B	ECDH10B_3792	grxC	0	58	0	29.4	195.8	107	0	0	24.3	58.9	63.2	36.2	163.6	78.6	54.1	106.6
DH10B	ECDH10B_3793	yibN	355.1	391.9	687	355.2	346.3	452.8	0	0	513.2	488.1	572.3	626.8	813.4	373.3	382	380.7
DH10B	ECDH10B_3794	gpmI	1953.3	2339.8	410.3	668.7	632.5	702.8	589.4	246.4	1177.9	1180.9	628.8	765.9	763.6	1026.8	488.5	717.3
DH10B	ECDH10B_3795	envC	237.1	440.9	324.7	305.9	301.9	350.2	154.2	201.4	356.4	451.4	313	496.2	235.5	321.9	292	298.1
DH10B	ECDH10B_3796	yibQ	142	137.9	94.5	179.9	240.4	198.1	139.1	396.6	186.8	249.1	121.7	150.8	136.3	156	138.8	119.4
DH10B	ECDH10B_3797	yibD	0	34.2	78.1	122.7	110.7	94.5	176	340.6	34.1	51.5	49.8	37.8	37.2	53.2	29.3	60.6
DH10B	ECDH10B_3798	tdh	550.2	601.5	160.5	240.3	465.3	301	248.5	288.6	416.6	395.2	296.4	224.7	243.8	453.9	216.9	346.4
DH10B	ECDH10B_3799	kbl	864.4	584.3	193.6	239.9	341.7	402.7	172.4	483	648.1	437	434	266.5	194	442	235.9	352.4
DH10B	ECDH10B_3800	htrL	289.8	278	70.1	46.7	11.1	294.4	0	0	438.9	360.7	58.3	42.5	10.4	20.4	18.5	19
DH10B	ECDH10B_3801	rfaD	395.5	558.3	378.3	374.5	264.4	416.8	325.3	0	340.6	486.5	243.9	308.6	373.8	459.6	305	417.8
DH10B	ECDH10B_3802	rfaF	94.8	339.5	245.8	264.1	323.8	289.1	81.2	296.3	302.1	334.4	259.3	314.9	250.9	324.7	197.4	276.7
