gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
cueR_locusTag_BN877_I0925	14	20	21	746	31	4	39	41	0	0
cutC_locusTag_BN877_I2678	0	0	11	50	0	16	45	118	0	0
cvrA_locusTag_BN877_II0686	5	12	310	1410	122	83	449	959	0	0
cyaA_locusTag_BN877_II1139	94	34	1028	1968	951	111	147	484	0	0
cya_locusTag_BN877_I1141	15	0	220	478	59	23	108	221	0	0
cya_locusTag_BN877_I1142	6	0	1	36	2	0	0	18	0	0
cycG1_locusTag_BN877_I0866	25	13	26	155	111	46	623	1304	0	0
cycG1_locusTag_BN877_I0867	0	0	6	2	0	0	0	0	0	0
cycG2_locusTag_BN877_II1847	0	0	8	50	13	0	0	16	0	0
cycH_locusTag_BN877_I0958	27	58	449	1684	826	104	954	2619	0	0
cycJ_locusTag_BN877_I0959	12	4	78	358	232	16	294	513	0	0
cycK_locusTag_BN877_I0960	67	32	458	896	624	56	1260	2899	0	0
cycL_locusTag_BN877_I0961	0	0	42	97	34	6	304	388	0	0
cycX_locusTag_BN877_I2775	0	1	1	2	6	0	0	0	0	0
cydA_locusTag_BN877_II1219	179	53	438	876	1355	247	2876	6208	0	0
cydB_locusTag_BN877_II1220	172	98	340	653	1292	125	2239	5000	0	0
cyoA_locusTag_BN877_I0140	95	49	1128	2698	828	163	714	1240	0	0
cyoB_locusTag_BN877_I0139	116	36	1194	1868	738	163	1764	3536	0	0
cyoC_locusTag_BN877_I0138	28	9	360	692	293	63	517	608	0	0
cyoD_locusTag_BN877_I0137	38	20	106	271	135	17	314	661	0	0
cyp127A_locusTag_BN877_p0289	0	0	13	71	14	10	67	27	0	0
cysA1_locusTag_BN877_I0803	0	0	65	136	11	11	242	465	0	0
cysA2_locusTag_BN877_II0517	6	0	42	80	14	13	26	153	0	0
cysB_locusTag_BN877_I1200	29	6	832	894	263	51	135	403	0	0
cysD_locusTag_BN877_I0796	0	4	3	708	17	86	909	2820	0	0
cysG1_locusTag_BN877_I1505	21	7	112	3994	89	52	802	1802	0	0
cysG1_locusTag_BN877_I1506	0	0	0	23	0	0	0	14	0	0
cysG2_locusTag_BN877_II1000	4	4	54	450	31	2	24	77	0	0
cysH_locusTag_BN877_I0797	0	9	67	1997	18	16	918	1563	0	0
cysJ_locusTag_BN877_I0144	0	0	0	39	1	11	38	110	0	0
cysK_locusTag_BN877_I0312	20	11	161	1563	235	82	453	1185	0	0
cysN_locusTag_BN877_I0795	15	13	6	801	14	184	1281	2863	0	0
cysQ_locusTag_BN877_I2506	50	34	344	1155	327	116	346	767	0	0
cysS_locusTag_BN877_I1060	14	0	291	1806	259	88	298	983	0	0
cysT1_locusTag_BN877_I0801	9	6	33	300	114	48	413	1045	0	0
cysT2_locusTag_BN877_II0519	3	0	28	120	9	16	42	73	0	0
cysW1_locusTag_BN877_I0802	0	0	20	72	9	33	263	462	0	0
cysW2_locusTag_BN877_II0518	0	0	18	75	6	0	9	91	0	0
cytR_locusTag_BN877_II0391	0	0	33	49	20	7	1	36	0	0
dadA_locusTag_BN877_II1551	60	83	482	1119	1405	84	2682	7115	0	0
dadB_locusTag_BN877_II1552	84	75	969	3008	1165	98	865	3014	0	0
dapA1_locusTag_BN877_I0884	8	18	263	559	83	10	187	564	0	0
dapA2_locusTag_BN877_I1011	8	31	496	1054	373	92	384	1041	0	0
dapA3_locusTag_BN877_I2585	9	1	24	165	4	14	4	227	0	0
dapA4_locusTag_BN877_II1053	8	0	0	23	3	3	7	25	0	0
dapA5_locusTag_BN877_II1370	99	100	662	4206	182	91	33	342	0	0
dapA5_locusTag_BN877_II1371	14	4	153	735	130	51	36	250	0	0
dapA6_locusTag_BN877_II1770	10	19	75	393	70	50	125	360	0	0
dapA7_locusTag_BN877_II1806	0	0	23	26	6	0	0	48	0	0
dapA8_locusTag_BN877_p0254	0	0	2	47	3	0	0	128	0	0
dapA9_locusTag_BN877_p0260	0	0	0	34	0	0	9	45	0	0
dapB_locusTag_BN877_I0180	13	5	88	319	214	42	254	671	0	0
dapD_locusTag_BN877_I0372	2	15	891	1111	476	70	198	574	0	0
dapE_locusTag_BN877_I0371	0	18	183	398	162	18	77	232	0	0
dapF_locusTag_BN877_I2782	49	30	535	1914	218	15	256	341	0	0
dcd_locusTag_BN877_I0438	0	1	100	410	156	17	70	188	0	0
dcp_locusTag_BN877_I2748	45	14	387	862	497	72	577	1200	0	0
dctA1_locusTag_BN877_II1546	51	5	543	1420	466	83	1768	3175	0	0
dctA2_locusTag_BN877_p0290	0	0	0	57	8	6	25	28	0	0
dctB1_locusTag_BN877_I0111	7	10	159	636	47	32	78	370	0	0
dctB2_locusTag_BN877_II1547	18	12	207	580	132	46	171	443	0	0
dctD1_locusTag_BN877_I0112	13	0	30	167	4	4	109	211	0	0
dctD2_locusTag_BN877_II1548	3	0	18	113	53	29	67	213	0	0
dctM_locusTag_BN877_I2614	5	20	954	1624	51	112	18	210	0	0
dctP_locusTag_BN877_I2615	0	0	9	27	0	0	13	5	0	0
ddl_locusTag_BN877_I2165	29	6	151	629	251	133	945	2012	0	0
ddpA_locusTag_BN877_p0426	10	1	43	151	143	29	115	138	0	0
ddpB1_locusTag_BN877_II1707	0	0	0	10	0	0	12	13	0	0
ddpB2_locusTag_BN877_p0425	1	0	51	48	24	4	70	116	0	0
ddpC1_locusTag_BN877_II1706	0	0	18	29	0	2	21	17	0	0
ddpC2_locusTag_BN877_p0424	5	0	0	30	11	4	17	13	0	0
ddpD1_locusTag_BN877_II1705	0	0	0	0	0	0	15	26	0	0
ddpD2_locusTag_BN877_p0423	0	0	31	44	22	0	48	53	0	0
ddpF1_locusTag_BN877_II1704	0	0	0	35	4	0	0	0	0	0
ddpF2_locusTag_BN877_p0422	1	0	1	6	6	2	31	37	0	0
def_locusTag_BN877_I0367	0	1	265	969	142	28	138	388	0	0
degP_locusTag_BN877_I0962	3027	877	2091	4610	16159	231	544	1080	0	0
deoA_locusTag_BN877_I0131	0	0	74	145	27	32	43	172	0	0
deoA_locusTag_BN877_I0132	3	0	34	128	30	9	80	182	0	0
deoB_locusTag_BN877_I0135	16	0	167	543	127	32	101	223	0	0
deoC_locusTag_BN877_I0130	12	0	125	332	108	41	56	245	0	0
der_locusTag_BN877_I2384	24	17	749	1451	358	83	654	772	0	0
dgdA_locusTag_BN877_II1367	0	2	39	76	15	4	60	224	0	0
dgdR_locusTag_BN877_II1366	0	0	53	141	34	4	13	39	0	0
dgkA_locusTag_BN877_I1999	0	0	26	99	23	1	0	88	0	0
dgkA_locusTag_BN877_I2000	0	0	9	14	9	16	34	55	0	0
dgoA_locusTag_BN877_I0679	0	2	25	63	58	0	0	41	0	0
dgoK_locusTag_BN877_I0680	11	7	33	24	42	6	13	44	0	0
dgoK_locusTag_BN877_I0681	0	0	38	86	40	10	15	81	0	0
dht_locusTag_BN877_I2463	17	0	366	241	133	71	33	197	0	0
dinB_locusTag_BN877_II0818	0	6	30	250	46	28	39	122	0	0
dinB_locusTag_BN877_II0819	0	0	0	20	0	0	0	0	0	0
dinP_locusTag_BN877_I1273	27	9	103	312	92	31	132	273	0	0
dksA_locusTag_BN877_I1342	63	36	788	1601	494	133	631	1711	0	0
dme_locusTag_BN877_I1612	40	14	504	1011	324	83	391	715	0	0
dnaA_locusTag_BN877_I0325	10	39	515	3867	300	151	1369	4211	0	0
dnaE1_locusTag_BN877_I1271	458	182	1188	6047	3492	519	2315	5647	0	0
dnaE2_locusTag_BN877_p0572	0	0	0	0	0	0	0	0	0	0
dnaE2_locusTag_BN877_p0573	0	0	0	3	0	0	0	9	0	0
dnaG_locusTag_BN877_I2237	36	41	724	1560	399	115	723	1473	0	0
dnaJ_locusTag_BN877_I0118	122	22	3699	6106	1238	232	246	800	0	0
dnaK_locusTag_BN877_I0119	878	457	28098	34205	10776	1410	1389	4522	0	0
dnaK_locusTag_BN877_I0120	0	0	17	77	17	7	10	38	0	0
dnaN_locusTag_BN877_I0300	38	2	509	836	333	48	256	672	0	0
dnaQ_locusTag_BN877_I0006	0	11	177	326	75	45	114	513	0	0
dpe_locusTag_BN877_II0941	2	0	11	38	0	8	0	0	0	0
dppA1_locusTag_BN877_I2600	25	8	155	148	210	4	153	398	0	0
dppA2_locusTag_BN877_II0318	59	42	1022	1674	523	190	1158	3158	0	0
dppA3_locusTag_BN877_II1241	22	12	525	1437	384	151	730	1590	0	0
dppB1_locusTag_BN877_I2599	10	0	49	75	17	0	68	111	0	0
dppB2_locusTag_BN877_II0317	0	12	113	177	10	27	120	206	0	0
dppB3_locusTag_BN877_II1242	0	9	68	175	18	11	71	230	0	0
dppC1_locusTag_BN877_I2598	6	0	78	48	11	4	61	71	0	0
dppC2_locusTag_BN877_II0316	3	0	99	254	16	13	92	129	0	0
dppC3_locusTag_BN877_II1243	11	0	59	235	9	41	42	167	0	0
dppD1_locusTag_BN877_I2597	0	0	16	9	17	24	30	67	0	0
dppD2_locusTag_BN877_II0315	0	0	35	89	15	9	15	37	0	0
dppD3_locusTag_BN877_II1244	0	8	43	175	9	32	53	55	0	0
dppD_locusTag_BN877_II0473	0	0	0	15	25	4	25	45	0	0
dppF1_locusTag_BN877_I2596	0	0	43	86	13	0	3	26	0	0
dppF2_locusTag_BN877_II0314	2	11	69	198	6	26	84	239	0	0
dppF3_locusTag_BN877_II1245	0	0	113	140	21	15	52	267	0	0
dps_locusTag_BN877_I2556	10	13	100	122	176	25	484	1138	0	0
drrA_locusTag_BN877_II1382	7	0	37	157	12	19	63	117	0	0
dusA_locusTag_BN877_I1428	12	0	219	680	70	45	169	626	0	0
dut_locusTag_BN877_I0314	0	0	37	37	20	0	13	73	0	0
dxr_locusTag_BN877_I2697	4	0	199	532	115	32	100	351	0	0
dxs_locusTag_BN877_I0720	80	2	881	1454	438	55	1291	2558	0	0
eamA_locusTag_BN877_I1971	42	32	355	1282	268	49	101	203	0	0
eda_locusTag_BN877_II0258	19	7	398	846	299	36	208	599	0	0
edd_locusTag_BN877_I0573	19	31	403	857	392	37	497	1033	0	0
efp_locusTag_BN877_I2639	9	9	649	1818	256	74	906	1796	0	0
eno_locusTag_BN877_I1385	48	18	710	1266	560	113	801	2037	0	0
enosf_locusTag_BN877_I2899	4	0	0	60	27	0	45	126	0	0
entA_locusTag_BN877_II0350	0	0	14	60	13	8	8	109	0	0
entB_locusTag_BN877_II0349	0	0	22	27	10	0	65	190	0	0
entC_locusTag_BN877_II0347	0	0	26	218	12	8	294	946	0	0
entE_locusTag_BN877_II0348	0	0	1	58	0	0	108	434	0	0
era_locusTag_BN877_I1023	38	19	203	1555	139	49	365	763	0	0
etfA_locusTag_BN877_II0599	22	8	394	557	317	83	448	1143	0	0
etfB_locusTag_BN877_II0598	16	36	536	780	450	121	571	2422	0	0
exbB_locusTag_BN877_I0159	38	33	564	1415	81	106	840	2032	0	0
exbD_locusTag_BN877_I0160	4	9	151	118	7	10	80	387	0	0
exbD_locusTag_BN877_I0161	0	6	123	123	21	12	632	1709	0	0
exoA_locusTag_BN877_II1181	25	16	147	275	166	37	810	1667	0	0
exoB_locusTag_BN877_II1296	35	16	172	540	174	49	425	592	0	0
exoD_locusTag_BN877_I1210	13	0	92	188	84	57	318	490	0	0
exoF_locusTag_BN877_II1519	116	25	438	1786	597	60	2172	4728	0	0
exoH_locusTag_BN877_II1184	40	31	260	853	338	19	2008	3480	0	0
exoK_locusTag_BN877_II1183	69	15	171	445	366	33	950	2255	0	0
exoL_locusTag_BN877_II1182	8	16	152	323	355	12	1126	2478	0	0
exoM_locusTag_BN877_II1180	29	28	297	1002	204	18	1233	2434	0	0
exoN_locusTag_BN877_II1178	42	50	337	742	617	58	2654	6476	0	0
exoO_locusTag_BN877_II1179	42	4	116	377	169	6	639	2003	0	0
exoP_locusTag_BN877_II1177	65	34	421	803	478	67	3057	7160	0	0
exoQ_locusTag_BN877_II1520	6	5	210	493	159	16	649	1075	0	0
exoQ_locusTag_BN877_II1521	33	0	42	171	33	32	148	343	0	0
exoR_locusTag_BN877_I1677	21	49	422	2581	259	73	1044	2686	0	0
exoT_locusTag_BN877_II1185	25	32	97	379	147	35	298	814	0	0
exoU_locusTag_BN877_II1188	47	27	424	1191	279	93	1177	3151	0	0
exoV_locusTag_BN877_II1187	15	18	150	272	190	51	685	2281	0	0
exoW_locusTag_BN877_II1186	35	15	404	538	440	87	1655	3011	0	0
exoX_locusTag_BN877_II1189	108	51	352	1204	283	31	207	657	0	0
exoY_locusTag_BN877_II1518	198	36	894	2163	1085	20	5111	12141	0	0
exsH_locusTag_BN877_II0568	55	1	156	187	226	21	631	1512	0	0
fabA_locusTag_BN877_I0149	39	23	961	1266	389	101	332	926	0	0
fabB_locusTag_BN877_I0148	50	19	1271	2196	867	115	562	1707	0	0
fabD_locusTag_BN877_I1082	6	4	411	1186	176	69	282	380	0	0
fabF1_locusTag_BN877_I1086	40	21	671	1488	330	116	605	1157	0	0
fabF2_locusTag_BN877_I1561	16	14	1163	1864	364	59	285	626	0	0
fabF3_locusTag_BN877_I1562	7	23	880	2287	216	40	276	510	0	0
fabF3_locusTag_BN877_I1563	0	4	0	61	1	0	0	9	0	0
fabG1_locusTag_BN877_I1083	1	6	368	719	226	30	213	437	0	0
fabG1_locusTag_BN877_I1084	6	0	0	17	0	0	0	0	0	0
fabG2_locusTag_BN877_II0823	0	0	43	65	26	21	0	28	0	0
fabG3_locusTag_BN877_II1504	1	0	9	71	18	4	21	106	0	0
fabH1_locusTag_BN877_I1173	18	32	490	988	135	32	250	706	0	0
fabH2_locusTag_BN877_II1130	0	4	28	98	25	2	137	393	0	0
fabI1_locusTag_BN877_I0147	0	5	371	407	163	27	130	321	0	0
fabI2_locusTag_BN877_I0733	83	6	1264	2506	145	89	310	572	0	0
fabZ1_locusTag_BN877_I1369	18	0	185	599	55	32	42	137	0	0
fabZ2_locusTag_BN877_I1564	9	0	306	984	196	6	219	550	0	0
fadB_locusTag_BN877_I0480	50	40	568	337	406	193	299	886	0	0
fadD_locusTag_BN877_I0410	16	13	202	439	273	124	323	721	0	0
fbpA_locusTag_BN877_I2092	0	0	9	72	4	0	18	27	0	0
fbpB_locusTag_BN877_I2091	6	0	16	52	18	1	19	30	0	0
fbpC_locusTag_BN877_I2090	0	0	14	63	6	4	0	6	0	0
fdhA_locusTag_BN877_I1535	0	0	17	93	16	51	20	85	0	0
fdhD_locusTag_BN877_I2704	8	14	101	277	150	12	136	473	0	0
fdh_locusTag_BN877_II1838	0	0	0	21	0	0	13	106	0	0
fdsA_locusTag_BN877_II1803	3	0	107	272	23	23	312	801	0	0
fdsB_locusTag_BN877_II1802	0	18	48	84	20	5	127	326	0	0
fdsG_locusTag_BN877_II1801	0	0	30	46	10	3	65	111	0	0
fdxA_locusTag_BN877_I2835	3	2	204	1299	226	18	268	516	0	0
fdxB_locusTag_BN877_I1333	83	16	412	1097	348	42	330	915	0	0
fdxN_locusTag_BN877_p0303	0	0	0	0	0	0	0	0	0	0
fegA_locusTag_BN877_I0415	0	0	38	79	31	22	90	263	0	0
fepC_locusTag_BN877_II1731	0	0	10	19	0	11	0	37	0	0
fepD_locusTag_BN877_II1729	0	0	2	31	15	0	0	39	0	0
fepG_locusTag_BN877_II1730	0	0	13	50	0	0	7	18	0	0
feuN_locusTag_BN877_I0954	80	84	1683	14011	647	114	458	914	0	0
feuP_locusTag_BN877_I0955	42	59	715	9753	400	58	286	566	0	0
feuQ_locusTag_BN877_I0956	55	38	358	4312	191	61	294	737	0	0
ffh_locusTag_BN877_I2784	7	1	1858	3609	269	73	240	434	0	0
fghA_locusTag_BN877_I1482	0	5	76	206	78	7	71	145	0	0
fhuB_locusTag_BN877_II1151	16	0	110	157	21	2	68	140	0	0
fhuC_locusTag_BN877_II1152	0	0	30	55	12	0	32	157	0	0
fixA_locusTag_BN877_p0298	0	0	0	0	0	0	0	0	0	0
fixB_locusTag_BN877_p0299	0	0	0	0	0	0	0	0	0	0
fixC_locusTag_BN877_p0300	0	0	0	0	0	0	0	0	0	0
fixG_locusTag_BN877_I1412	224	109	350	660	2288	165	4608	11172	0	0
fixH_locusTag_BN877_I1413	39	38	108	110	618	28	944	3139	0	0
fixI_locusTag_BN877_I1414	351	142	662	934	3112	191	10186	24476	0	0
fixN_locusTag_BN877_I1512	544	266	1239	1829	5054	371	7776	16579	0	0
fixO_locusTag_BN877_I1511	408	78	529	1059	2467	102	4753	11081	0	0
fixP_locusTag_BN877_I1509	545	180	814	1473	3414	95	12517	27658	0	0
fixQ_locusTag_BN877_I1510	1	0	9	13	13	0	47	63	0	0
fixR_locusTag_BN877_II1543	106	14	186	446	800	107	859	2889	0	0
fixS_locusTag_BN877_I1415	0	19	3	0	47	1	111	507	0	0
fixU_locusTag_BN877_p0306	0	0	0	0	0	0	0	0	0	0
fixX_locusTag_BN877_p0301	0	0	0	0	0	0	0	0	0	0
flaA_locusTag_BN877_I0521	9650	1433	16062	19996	12706	2698	3467	8299	0	0
flaB_locusTag_BN877_I0519	185	59	2993	4429	1049	542	1682	3686	0	0
flaD1_locusTag_BN877_I0518	7	12	377	787	402	46	1144	1695	0	0
flaD2_locusTag_BN877_I0542	40	4	284	701	365	38	605	1241	0	0
flaF_locusTag_BN877_I0552	1	0	40	87	9	6	68	248	0	0
flbT_locusTag_BN877_I0553	8	0	89	113	84	16	95	264	0	0
flgA_locusTag_BN877_I0527	4	0	61	95	45	18	74	220	0	0
flgB_locusTag_BN877_I0531	0	18	106	136	150	33	249	949	0	0
flgC_locusTag_BN877_I0530	0	0	20	33	43	9	79	197	0	0
flgD_locusTag_BN877_I0554	0	10	134	239	189	45	295	730	0	0
flgE_locusTag_BN877_I0549	11	26	425	845	718	80	2604	3626	0	0
flgF_locusTag_BN877_I0534	2	0	55	96	40	16	127	181	0	0
flgG_locusTag_BN877_I0528	0	0	143	179	92	29	201	613	0	0
flgH_locusTag_BN877_I0524	2	0	126	134	33	19	202	377	0	0
flgH_locusTag_BN877_I0525	0	0	45	67	54	7	148	210	0	0
flgI_locusTag_BN877_I0526	0	13	109	171	130	26	298	511	0	0
flgK_locusTag_BN877_I0550	5	0	126	306	242	42	1051	2371	0	0
flgL_locusTag_BN877_I0551	21	24	201	482	312	70	885	1792	0	0
flhA_locusTag_BN877_I0556	3	0	115	370	239	27	475	1154	0	0
flhB_locusTag_BN877_I0540	0	0	35	54	0	6	30	74	0	0
fliE_locusTag_BN877_I0529	0	2	37	58	53	21	85	118	0	0
fliF_locusTag_BN877_I0500	26	2	142	363	271	65	850	1931	0	0
fliG_locusTag_BN877_I0539	0	0	174	267	95	27	453	825	0	0
fliI_locusTag_BN877_I0533	0	0	105	115	58	47	243	485	0	0
fliM_locusTag_BN877_I0537	15	0	66	171	71	33	217	524	0	0
fliN_locusTag_BN877_I0538	1	0	117	277	184	58	322	592	0	0
fliP_locusTag_BN877_I0522	0	11	108	249	48	20	215	645	0	0
fliP_locusTag_BN877_I0523	0	0	20	10	39	0	148	416	0	0
fliQ_locusTag_BN877_I0555	0	0	30	96	26	6	148	263	0	0
fliR_locusTag_BN877_I0557	8	0	8	39	31	1	143	153	0	0
fmt_locusTag_BN877_I0368	11	4	307	1093	105	6	75	350	0	0
fnrN_locusTag_BN877_I1567	69	42	359	850	943	190	650	1267	0	0
folA_locusTag_BN877_I2123	1	5	59	83	31	0	27	384	0	0
folB_locusTag_BN877_I1336	2	3	3	118	44	13	8	111	0	0
folD_locusTag_BN877_I0564	30	2	154	396	182	54	218	551	0	0
folE_locusTag_BN877_I1712	141	157	3285	7492	1202	206	935	2436	0	0
folK_locusTag_BN877_I1337	0	0	29	75	17	0	11	84	0	0
folP_locusTag_BN877_I1335	0	0	31	340	32	2	83	202	0	0
fpr_locusTag_BN877_I1501	134	71	1633	5901	1281	199	4722	11660	0	0
frr_locusTag_BN877_I1363	9	10	229	526	187	39	255	500	0	0
fsr_locusTag_BN877_II0140	6	0	23	97	0	24	0	2	0	0
ftcR_locusTag_BN877_I0548	16	3	237	423	345	61	886	1741	0	0
ftsA_locusTag_BN877_I2163	88	59	361	977	503	117	881	2010	0	0
ftsE_locusTag_BN877_II0610	54	12	434	1473	348	24	1050	2402	0	0
ftsH_locusTag_BN877_II0657	314	198	6985	8837	2881	546	1791	3758	0	0
ftsH_locusTag_BN877_II0658	0	0	0	0	0	0	0	0	0	0
ftsI_locusTag_BN877_I2175	45	24	238	588	454	55	2216	4649	0	0
ftsI_locusTag_BN877_I2176	9	5	141	317	199	29	545	1293	0	0
ftsJ_locusTag_BN877_I0591	0	0	296	1002	81	15	161	569	0	0
ftsK_locusTag_BN877_I2843	235	22	523	995	457	96	1382	2809	0	0
ftsQ_locusTag_BN877_I2164	105	14	234	828	393	48	498	1154	0	0
ftsW_locusTag_BN877_I2170	16	6	207	457	100	40	788	1247	0	0
ftsX_locusTag_BN877_II0611	11	9	171	591	128	25	491	1019	0	0
ftsY_locusTag_BN877_I2780	31	16	350	760	167	27	258	433	0	0
ftsZ1_locusTag_BN877_II1768	24	14	490	1641	225	104	1020	2906	0	0
ftsZ2_locusTag_BN877_I2162	719	103	2657	4577	1929	602	4291	10183	0	0
fumC_locusTag_BN877_I1584	30	4	913	1900	486	127	816	1288	0	0
fusA_locusTag_BN877_I2051	365	315	19757	37010	4867	1731	3924	9586	0	0
futA_locusTag_BN877_I0199	19	0	80	130	74	0	264	571	0	0
gabD1_locusTag_BN877_II0382	12	0	137	302	85	23	29	190	0	0
gabD2_locusTag_BN877_II1101	4	0	0	147	29	0	25	0	0	0
gabD3_locusTag_BN877_II1409	2	6	40	18	18	4	63	100	0	0
gabD4_locusTag_BN877_p0361	2	0	40	161	24	11	0	50	0	0
gabD5_locusTag_BN877_p0595	0	0	61	214	30	6	11	86	0	0
galE1_locusTag_BN877_I0507	228	39	255	619	529	55	480	885	0	0
galE2_locusTag_BN877_II1531	0	0	3	44	2	0	0	7	0	0
galU_locusTag_BN877_II0730	169	21	849	1637	667	246	741	1714	0	0
garR_locusTag_BN877_II1213	0	0	8	46	39	9	0	46	0	0
gatA_locusTag_BN877_I1298	35	52	336	843	228	71	369	679	0	0
gatA_locusTag_BN877_I1299	0	6	32	35	18	0	24	14	0	0
gatB_locusTag_BN877_I1303	40	16	868	1501	380	81	576	1525	0	0
gatC_locusTag_BN877_I1297	31	4	140	278	51	36	110	266	0	0
gbpR_locusTag_BN877_I2436	8	35	118	674	108	3	199	548	0	0
gcdH_locusTag_BN877_II0333	55	16	195	584	315	134	9000	23361	0	0
gcd_locusTag_BN877_II1262	68	39	154	435	251	84	302	802	0	0
gcp_locusTag_BN877_I2735	4	13	240	354	104	12	127	275	0	0
gcvA_locusTag_BN877_p0591	1	0	40	93	43	10	95	319	0	0
gcvH_locusTag_BN877_I1495	0	0	13	132	16	32	141	322	0	0
gcvP_locusTag_BN877_I1496	32	23	267	487	179	112	890	2187	0	0
gcvT_locusTag_BN877_I1494	32	1	167	719	92	96	308	934	0	0
ggt_locusTag_BN877_II1819	21	0	32	103	11	28	39	50	0	0
gguC_locusTag_BN877_p0417	9	0	10	43	4	19	0	9	0	0
gidA1_locusTag_BN877_I1629	9	9	319	2877	209	78	191	603	0	0
gidA2_locusTag_BN877_I2920	36	10	493	966	274	54	347	785	0	0
gidB_locusTag_BN877_I2919	0	0	52	119	11	3	43	158	0	0
glcB_locusTag_BN877_I0050	29	25	165	875	167	74	315	575	0	0
glcD_locusTag_BN877_I0635	36	21	144	819	228	94	868	2274	0	0
glcE_locusTag_BN877_I0636	0	0	53	125	41	14	191	325	0	0
glcF_locusTag_BN877_I0637	0	0	63	93	28	41	191	442	0	0
glgA1_locusTag_BN877_II1205	5	19	128	342	88	29	566	1017	0	0
glgA2_locusTag_BN877_II1857	7	0	10	69	15	0	50	115	0	0
glgB1_locusTag_BN877_II1207	6	11	164	202	240	30	511	1529	0	0
glgB_locusTag_BN877_II1855	0	0	16	46	7	0	34	20	0	0
glgC_locusTag_BN877_II1206	0	4	58	138	95	19	281	587	0	0
glgP_locusTag_BN877_II1208	76	59	573	633	737	154	1071	2471	0	0
glgX_locusTag_BN877_II1203	8	0	60	82	57	11	171	231	0	0
glk_locusTag_BN877_I0181	3	0	127	206	103	17	119	215	0	0
glmM_locusTag_BN877_II0656	182	33	2193	8827	501	159	673	1411	0	0
glmS_locusTag_BN877_I1752	71	10	586	1186	171	64	184	521	0	0
glmU_locusTag_BN877_I1753	59	13	784	2037	226	88	508	701	0	0
glnA_locusTag_BN877_I1736	120	48	1862	3775	972	311	1220	2454	0	0
glnB_locusTag_BN877_I1735	80	61	529	1988	530	218	735	1586	0	0
glnD_locusTag_BN877_I0346	34	8	373	970	123	49	518	913	0	0
glnE_locusTag_BN877_I0966	11	11	165	472	110	40	76	311	0	0
glnII_locusTag_BN877_I2494	276	188	3345	6727	1772	471	234	530	0	0
gloA_locusTag_BN877_I1815	0	8	14	71	50	0	120	210	0	0
glpD1_locusTag_BN877_II1002	23	29	369	578	253	55	205	769	0	0
glpD2_locusTag_BN877_II0583	8	9	396	254	158	36	275	570	0	0
glpD3_locusTag_BN877_II1027	0	1	15	26	4	0	0	20	0	0
glpD3_locusTag_BN877_II1028	0	0	0	11	2	0	12	30	0	0
glpK_locusTag_BN877_II1010	0	10	93	134	52	1	134	196	0	0
glpQ_locusTag_BN877_p0129	9	0	0	12	9	5	0	0	0	0
glpQ_locusTag_BN877_p0130	0	0	0	19	7	0	6	0	0	0
glpR_locusTag_BN877_II1001	16	17	64	114	39	0	53	162	0	0
gltA_locusTag_BN877_I1373	75	21	633	1448	645	132	953	1832	0	0
gltA_locusTag_BN877_I1374	7	0	0	38	7	0	61	76	0	0
gltB_locusTag_BN877_II0737	96	58	698	2328	834	298	1416	2820	0	0
gltD_locusTag_BN877_II0736	5	0	147	299	153	100	372	767	0	0
gltX_locusTag_BN877_II0277	19	35	621	1397	248	112	363	1011	0	0
glxR1_locusTag_BN877_I2821	0	0	8	39	5	11	26	76	0	0
glxR1_locusTag_BN877_I2822	9	0	6	40	19	0	0	38	0	0
glxR2_locusTag_BN877_p0651	0	0	13	47	3	0	21	90	0	0
glyA_locusTag_BN877_I1160	32	13	561	1374	501	224	970	1423	0	0
glyQ_locusTag_BN877_I0607	20	2	398	1023	191	68	365	670	0	0
glyS_locusTag_BN877_I0612	5	19	668	1596	355	143	383	977	0	0
gmk_locusTag_BN877_I1089	53	19	58	253	86	16	171	328	0	0
gnd_locusTag_BN877_I1416	75	41	1256	1938	996	185	1848	4846	0	0
gno_locusTag_BN877_I2495	9	0	35	138	31	15	14	88	0	0
gor_locusTag_BN877_I1578	27	33	1196	2664	668	74	167	756	0	0
gpmI_locusTag_BN877_II0486	41	47	325	482	460	37	345	907	0	0
gpsA_locusTag_BN877_I2734	2	0	139	254	78	22	117	144	0	0
greA_locusTag_BN877_I2253	45	1	753	1993	687	124	1175	2851	0	0
groEL1_locusTag_BN877_I0656	926	466	30758	28073	15161	2292	2073	5029	0	0
groEL2_locusTag_BN877_p0222	158	31	2199	5229	1836	304	374	1306	0	0
groES1_locusTag_BN877_I0657	94	27	4654	5065	2188	163	116	578	0	0
groES2_locusTag_BN877_p0221	31	8	969	2026	528	149	64	156	0	0
grpE_locusTag_BN877_I0330	22	18	1855	3794	619	52	266	568	0	0
grxC_locusTag_BN877_II0527	13	6	372	408	191	29	27	46	0	0
gshA_locusTag_BN877_I0626	18	2	164	181	163	15	211	507	0	0
gshB_locusTag_BN877_I0310	16	12	333	800	136	32	191	473	0	0
gsiA_locusTag_BN877_II1820	1	0	35	26	0	3	22	10	0	0
gsiA_locusTag_BN877_p0653	15	0	21	7	7	0	32	60	0	0
gsiB_locusTag_BN877_II1816	0	0	93	35	14	9	5	83	0	0
