tss_id	locus_id	gene_name	tss_bp	dir	5utr_len
tss-1469	ECDH10B_1497	ynaE	1521677	rev	0
tss-1470	ECDH10B_1499	uspF	1524238	rev	0
tss-1471	ECDH10B_1500	ompN	1525512	rev	0
tss-1472	ECDH10B_1501	micC	1525740	fwd	0
tss-1473	ECDH10B_1502	ydbK	1529403	rev	0
tss-1474	ECDH10B_1503	ydbJ	1529677	fwd	0
tss-1475	ECDH10B_1504	hslJ	1530362	rev	0
tss-1476	ECDH10B_1505	ldhA	1531462	rev	0
tss-1477	ECDH10B_1506	ydbH	1531670	fwd	0
tss-1478	ECDH10B_1507	ynbE	1534306	fwd	0
tss-1479	ECDH10B_1508	ydbL	1534499	fwd	0
tss-1480	ECDH10B_1509	feaR	1535902	rev	0
tss-1481	ECDH10B_1510	feaB	1536138	fwd	0
tss-1482	ECDH10B_1511	tynA	1539968	rev	0
tss-1483	ECDH10B_1512	maoC	1542261	rev	0
tss-1484	ECDH10B_1513	paaA	1542546	fwd	0
tss-1485	ECDH10B_1514	paaB	1543487	fwd	0
tss-1486	ECDH10B_1515	paaC	1543783	fwd	0
tss-1487	ECDH10B_1516	paaD	1544544	fwd	0
tss-1488	ECDH10B_1517	paaE	1545049	fwd	0
tss-1489	ECDH10B_1518	paaF	1546116	fwd	0
tss-1490	ECDH10B_1519	paaG	1546883	fwd	0
tss-1491	ECDH10B_1520	paaH	1547673	fwd	0
tss-1492	ECDH10B_1521	paaI	1549090	fwd	0
tss-1493	ECDH10B_1522	paaJ	1549512	fwd	0
tss-1494	ECDH10B_1523	paaK	1550744	fwd	0
tss-1495	ECDH10B_1524	paaX	1552158	fwd	0
tss-1496	ECDH10B_1525	paaY	1553090	fwd	0
tss-1497	ECDH10B_1527	ydbA	1554011	fwd	0
tss-1498	ECDH10B_1528	insD-2	1557445	rev	0
tss-1499	ECDH10B_1529	insC-2	1557813	rev	0
tss-1500	ECDH10B_1530	insI-2	1557977	fwd	0
tss-1501	ECDH10B_1532	ydbC	1562840	fwd	0
tss-1502	ECDH10B_1533	ydbD	1563763	fwd	0
tss-1503	ECDH10B_1534	ynbA	1566240	fwd	0
tss-1504	ECDH10B_1535	ynbB	1566845	fwd	0
tss-1505	ECDH10B_1536	ynbC	1567757	fwd	0
tss-1506	ECDH10B_1537	ynbD	1569528	fwd	0
tss-1507	ECDH10B_1538	azoR	1571479	rev	0
tss-1508	ECDH10B_1539	hrpA	1571680	fwd	0
tss-1509	ECDH10B_1540	ydcF	1575854	fwd	0
tss-1510	ECDH10B_1541	aldA	1576851	fwd	0
tss-1511	ECDH10B_1543	gapC	1579332	rev	0
tss-1512	ECDH10B_1544	cybB	1579521	fwd	0
tss-1513	ECDH10B_1545	ydcA	1580296	fwd	0
tss-1514	ECDH10B_1546	hokB	1580690	rev	0
tss-1515	ECDH10B_1547	mokB	1580748	rev	0
tss-1516	ECDH10B_1548	sokB	1580738	fwd	0
tss-1517	ECDH10B_1549	trg	1581089	fwd	0
tss-1518	ECDH10B_1550	ydcI	1583690	rev	0
tss-1519	ECDH10B_1551	ydcJ	1583907	fwd	0
tss-1520	ECDH10B_1552	mdoD	1585475	fwd	0
tss-1521	ECDH10B_1553	ydcH	1587270	fwd	0
tss-1522	ECDH10B_1554	rimL	1587557	fwd	0
tss-1523	ECDH10B_1555	ydcK	1589068	rev	0
tss-1524	ECDH10B_1556	tehA	1589192	fwd	0
tss-1525	ECDH10B_1557	tehB	1590181	fwd	0
tss-1526	ECDH10B_1558	ydcL	1591076	fwd	0
tss-1527	ECDH10B_1560	yncK	1592268	rev	0
tss-1528	ECDH10B_1562	ydcM	1592276	fwd	0
tss-1529	ECDH10B_1563	ydcO	1594699	rev	0
tss-1530	ECDH10B_1564	ydcN	1594791	fwd	0
tss-1531	ECDH10B_1565	ydcP	1595400	fwd	0
tss-1532	ECDH10B_1566	yncJ	1597683	rev	0
tss-1533	ECDH10B_1567	yncN	1597905	fwd	0
tss-1534	ECDH10B_1568	ydcQ	1598106	fwd	0
tss-1535	ECDH10B_1569	ydcR	1598622	fwd	0
tss-1536	ECDH10B_1570	ydcS	1600273	fwd	0
tss-1537	ECDH10B_1571	ydcT	1601436	fwd	0
tss-1538	ECDH10B_1572	ydcU	1602450	fwd	0
tss-1539	ECDH10B_1573	ydcV	1603381	fwd	0
tss-1540	ECDH10B_1574	ydcW	1604197	fwd	0
tss-1541	ECDH10B_1575	ydcX	1606008	fwd	0
tss-1542	ECDH10B_1576	ydcY	1606267	fwd	0
tss-1543	ECDH10B_1577	ydcZ	1606950	rev	0
tss-1544	ECDH10B_1578	yncA	1607465	rev	0
tss-1545	ECDH10B_1579	yncB	1607646	fwd	0
tss-1546	ECDH10B_1580	yncC	1608881	fwd	0
tss-1547	ECDH10B_1581	yncD	1611684	rev	0
tss-1548	ECDH10B_1582	yncE	1611926	fwd	0
tss-1549	ECDH10B_1583	ansP	1614599	rev	0
tss-1550	ECDH10B_1584	yncG	1614866	fwd	0
tss-1551	ECDH10B_1585	yncH	1615559	fwd	0
tss-1552	ECDH10B_1586	rhsE	1616509	fwd	0
tss-1553	ECDH10B_1587	ydcD	1618541	fwd	0
tss-1554	ECDH10B_1589	yncI	1619205	fwd	0
tss-1555	ECDH10B_1591	ydcC	1620435	fwd	0
tss-1556	ECDH10B_1592	pptA	1621671	fwd	0
tss-1557	ECDH10B_1593	yddH	1622470	rev	0
tss-1558	ECDH10B_1594	nhoA	1622643	fwd	0
tss-1559	ECDH10B_1595	yddE	1624477	rev	0
tss-1560	ECDH10B_1596	narV	1625236	rev	0
tss-1561	ECDH10B_1597	narW	1625928	rev	0
tss-1562	ECDH10B_1598	narY	1627472	rev	0
tss-1563	ECDH10B_1599	narZ	1631209	rev	0
tss-1564	ECDH10B_1600	narU	1632679	rev	0
tss-1565	ECDH10B_1601	yddJ	1633338	rev	0
tss-1566	ECDH10B_1602	yddK	1634333	rev	0
tss-1567	ECDH10B_1603	yddL	1634647	rev	0
tss-1568	ECDH10B_1604	yddG	1635788	rev	0
tss-1569	ECDH10B_1605	fdnG	1636020	fwd	0
tss-1570	ECDH10B_1606	fdnH	1639080	fwd	0
tss-1571	ECDH10B_1607	fdnI	1639957	fwd	0
tss-1572	ECDH10B_1608	yddM	1641301	rev	0
tss-1573	ECDH10B_1609	adhP	1642457	rev	0
tss-1574	ECDH10B_1610	maeA	1644288	rev	0
tss-1575	ECDH10B_1611	sra	1644582	rev	0
tss-1576	ECDH10B_1612	bdm	1644899	rev	0
tss-1577	ECDH10B_1613	osmC	1645244	fwd	0
tss-1578	ECDH10B_1614	ddpF	1646657	rev	0
tss-1579	ECDH10B_1615	ddpD	1647636	rev	0
tss-1580	ECDH10B_1616	ddpC	1648529	rev	0
tss-1581	ECDH10B_1617	ddpB	1649548	rev	0
tss-1582	ECDH10B_1618	ddpA	1651100	rev	0
tss-1583	ECDH10B_1619	ddpX	1651695	rev	0
tss-1584	ECDH10B_1620	dos	1654352	rev	0
tss-1585	ECDH10B_1621	yddV	1655759	rev	0
tss-1586	ECDH10B_1622	yddW	1657442	rev	0
tss-1587	ECDH10B_1623	gadC	1659108	rev	0
tss-1588	ECDH10B_1624	gadB	1660664	rev	0
tss-1589	ECDH10B_1625	pqqL	1663821	rev	0
tss-1590	ECDH10B_1626	yddB	1666238	rev	0
tss-1591	ECDH10B_1627	yddA	1667961	rev	0
tss-1592	ECDH10B_1628	ydeM	1669409	rev	0
tss-1593	ECDH10B_1629	ydeN	1671143	rev	0
tss-1594	ECDH10B_1630	ydeO	1672306	rev	0
tss-1595	ECDH10B_1631	ydeP	1675105	rev	0
tss-1596	ECDH10B_1632	ydeQ	1676353	rev	0
tss-1597	ECDH10B_1633	ydeR	1676915	rev	0
tss-1598	ECDH10B_1636	yneL	1678185	rev	0
tss-1599	ECDH10B_1638	hipA	1679825	rev	0
tss-1600	ECDH10B_1639	hipB	1680091	rev	0
tss-1601	ECDH10B_1640	ydeU	1681714	rev	0
tss-1602	ECDH10B_1641	ydeK	1685735	rev	0
tss-1603	ECDH10B_1642	lsrK	1687858	rev	0
tss-1604	ECDH10B_1643	lsrR	1688890	rev	0
tss-1605	ECDH10B_1644	lsrA	1689139	fwd	0
tss-1606	ECDH10B_1645	lsrC	1690668	fwd	0
tss-1607	ECDH10B_1646	lsrD	1691696	fwd	0
tss-1608	ECDH10B_1647	lsrB	1692700	fwd	0
tss-1609	ECDH10B_1648	lsrF	1693749	fwd	0
tss-1610	ECDH10B_1649	lsrG	1694648	fwd	0
tss-1611	ECDH10B_1650	tam	1694995	fwd	0
tss-1612	ECDH10B_1651	yneE	1696671	rev	0
tss-1613	ECDH10B_1653	yneF	1699503	rev	0
tss-1614	ECDH10B_1654	yneG	1699974	rev	0
tss-1615	ECDH10B_1655	yneH	1700900	rev	0
tss-1616	ECDH10B_1656	yneI	1702352	rev	0
tss-1617	ECDH10B_1657	yneJ	1702453	fwd	0
tss-1618	ECDH10B_1658	yneK	1703412	fwd	0
tss-1619	ECDH10B_1659	ydeA	1704677	fwd	0
tss-1620	ECDH10B_1660	marC	1706557	rev	0
tss-1621	ECDH10B_1661	marR	1706769	fwd	0
tss-1622	ECDH10B_1662	marA	1707223	fwd	0
tss-1623	ECDH10B_1663	marB	1707638	fwd	0
tss-1624	ECDH10B_1664	eamA	1708786	rev	0
tss-1625	ECDH10B_1665	ydeE	1708981	fwd	0
tss-1626	ECDH10B_1666	ydeH	1711499	rev	0
tss-1627	ECDH10B_1667	ydeI	1712146	rev	0
tss-1628	ECDH10B_1668	ydeJ	1712422	fwd	0
tss-1629	ECDH10B_1669	dcp	1715029	rev	0
tss-1630	ECDH10B_1670	ydfG	1715166	fwd	0
tss-1631	ECDH10B_1671	ydfH	1716001	fwd	0
tss-1632	ECDH10B_1672	ydfZ	1716864	fwd	0
tss-1633	ECDH10B_1673	ydfI	1718562	rev	0
tss-1634	ECDH10B_1674	ydfJ	1719934	rev	0
tss-1635	ECDH10B_1675	ydfK	1720688	fwd	0
tss-1636	ECDH10B_1676	pinQ	1721271	fwd	0
tss-1637	ECDH10B_1677	tfaQ	1722534	rev	0
tss-1638	ECDH10B_1678	stfQ	1723496	rev	0
tss-1639	ECDH10B_1679	nohA	1724016	rev	0
tss-1640	ECDH10B_1680	ynfO	1724405	fwd	0
tss-1641	ECDH10B_1681	ydfO	1724696	fwd	0
tss-1642	ECDH10B_1682	gnsB	1725431	rev	0
tss-1643	ECDH10B_1683	ynfN	1725758	rev	0
tss-1644	ECDH10B_1684	cspI	1726316	rev	0
tss-1645	ECDH10B_1685	ydfP	1727176	rev	0
tss-1646	ECDH10B_1686	ydfQ	1727706	rev	0
tss-1647	ECDH10B_1687	ydfR	1728014	rev	0
tss-1648	ECDH10B_1688	essQ	1728234	rev	0
tss-1649	ECDH10B_1689	cspB	1729203	rev	0
tss-1650	ECDH10B_1690	cspF	1729504	fwd	0
tss-1651	ECDH10B_1691	ydfT	1730890	rev	0
tss-1652	ECDH10B_1693	rem	1732551	rev	0
tss-1653	ECDH10B_1694	hokD	1732923	rev	0
tss-1654	ECDH10B_1695	relE	1733282	rev	0
tss-1655	ECDH10B_1696	relB	1733521	rev	0
tss-1656	ECDH10B_1697	ydfV	1733546	fwd	0
tss-1657	ECDH10B_1698	flxA	1734054	fwd	0
tss-1658	ECDH10B_1699	ydfW	1734972	rev	0
tss-1659	ECDH10B_1700	ydfX	1735285	rev	0
tss-1660	ECDH10B_1701	dicC	1735499	rev	0
tss-1661	ECDH10B_1702	dicA	1735583	fwd	0
tss-1662	ECDH10B_1703	ydfA	1736157	fwd	0
tss-1663	ECDH10B_1704	ydfB	1736314	fwd	0
tss-1664	ECDH10B_1705	ydfC	1736472	fwd	0
tss-1665	ECDH10B_1706	dicF	1737031	fwd	0
tss-1666	ECDH10B_1707	dicB	1737258	fwd	0
tss-1667	ECDH10B_1708	ydfD	1737443	fwd	0
tss-1668	ECDH10B_1709	ydfE	1737727	fwd	0
tss-1669	ECDH10B_1710	insD-7	1738530	fwd	0
tss-1670	ECDH10B_1713	rspB	1742900	rev	0
tss-1671	ECDH10B_1714	rspA	1744126	rev	0
tss-1672	ECDH10B_1715	ynfA	1744658	rev	0
tss-1673	ECDH10B_1716	ynfB	1744793	fwd	0
tss-1674	ECDH10B_1717	speG	1745169	fwd	0
tss-1675	ECDH10B_1718	ynfC	1746442	rev	0
tss-1676	ECDH10B_1719	ynfD	1746550	fwd	0
tss-1677	ECDH10B_1720	ynfE	1747054	fwd	0
tss-1678	ECDH10B_1721	ynfF	1749541	fwd	0
tss-1679	ECDH10B_1722	ynfG	1751975	fwd	0
tss-1680	ECDH10B_1723	ynfH	1752594	fwd	0
tss-1681	ECDH10B_1724	dmsD	1753491	fwd	0
tss-1682	ECDH10B_1725	clcB	1754300	fwd	0
tss-1683	ECDH10B_1726	ynfK	1756204	rev	0
tss-1684	ECDH10B_1727	dgsA	1757549	rev	0
tss-1685	ECDH10B_1728	ynfL	1758577	rev	0
tss-1686	ECDH10B_1729	ynfM	1758684	fwd	0
tss-1687	ECDH10B_1730	asr	1760361	fwd	0
tss-1688	ECDH10B_1731	ydgD	1760945	fwd	0
tss-1689	ECDH10B_1732	mdtI	1762134	rev	0
tss-1690	ECDH10B_1733	mdtJ	1762486	rev	0
tss-1691	ECDH10B_1734	tqsA	1762898	fwd	0
tss-1692	ECDH10B_1735	pntB	1765345	rev	0
tss-1693	ECDH10B_1736	pntA	1766888	rev	0
tss-1694	ECDH10B_1737	ydgH	1767412	fwd	0
tss-1695	ECDH10B_1738	ydgI	1768542	fwd	0
tss-1696	ECDH10B_1739	folM	1769961	fwd	0
tss-1697	ECDH10B_1740	ydgC	1771015	rev	0
tss-1698	ECDH10B_1741	rstA	1771135	fwd	0
tss-1699	ECDH10B_1742	rstB	1771867	fwd	0
tss-1700	ECDH10B_1743	tus	1773244	fwd	0
tss-1701	ECDH10B_1744	fumC	1775573	rev	0
tss-1702	ECDH10B_1745	fumA	1777362	rev	0
tss-1703	ECDH10B_1746	manA	1777561	fwd	0
tss-1704	ECDH10B_1747	ydgA	1778837	fwd	0
tss-1705	ECDH10B_1748	uidC	1781836	rev	0
tss-1706	ECDH10B_1749	uidB	1783248	rev	0
tss-1707	ECDH10B_1750	uidA	1785056	rev	0
tss-1708	ECDH10B_1751	uidR	1786037	rev	0
tss-1709	ECDH10B_1752	hdhA	1787025	rev	0
tss-1710	ECDH10B_1753	malI	1788165	rev	0
tss-1711	ECDH10B_1754	malX	1788340	fwd	0
tss-1712	ECDH10B_1755	malY	1789942	fwd	0
tss-1713	ECDH10B_1756	add	1791218	fwd	0
tss-1714	ECDH10B_1757	ydgJ	1793293	rev	0
tss-1715	ECDH10B_1759	ydgT	1793544	fwd	0
tss-1716	ECDH10B_1760	ydgK	1793845	fwd	0
tss-1717	ECDH10B_1761	rsxA	1794362	fwd	0
tss-1718	ECDH10B_1762	rsxB	1794943	fwd	0
tss-1719	ECDH10B_1763	rsxC	1795514	fwd	0
tss-1720	ECDH10B_1764	rsxD	1797737	fwd	0
tss-1721	ECDH10B_1765	rsxG	1798799	fwd	0
tss-1722	ECDH10B_1766	rsxE	1799423	fwd	0
tss-1723	ECDH10B_1767	nth	1800118	fwd	0
tss-1724	ECDH10B_1768	tppB	1801364	fwd	0
tss-1725	ECDH10B_1769	gst	1802972	fwd	0
tss-1726	ECDH10B_1770	pdxY	1804484	rev	0
tss-1727	ECDH10B_1771	tyrS	1805817	rev	0
tss-1728	ECDH10B_1772	pdxH	1806602	rev	0
tss-1729	ECDH10B_1773	ydhA	1806990	rev	0
tss-1730	ECDH10B_1774	anmK	1808197	rev	0
tss-1731	ECDH10B_1775	slyB	1808471	fwd	0
tss-1732	ECDH10B_1776	slyA	1809419	rev	0
tss-1733	ECDH10B_1778	ydhJ	1809859	fwd	0
tss-1734	ECDH10B_1779	ydhK	1810716	fwd	0
tss-1735	ECDH10B_1780	sodC	1813250	rev	0
tss-1736	ECDH10B_1781	ydhF	1814227	rev	0
tss-1737	ECDH10B_1782	ydhL	1814515	rev	0
tss-1738	ECDH10B_1783	ydhM	1814702	fwd	0
tss-1739	ECDH10B_1784	nemA	1815254	fwd	0
tss-1740	ECDH10B_1785	gloA	1816432	fwd	0
tss-1741	ECDH10B_1786	rnt	1816942	fwd	0
tss-1742	ECDH10B_1787	lhr	1817682	fwd	0
tss-1743	ECDH10B_1788	grxD	1822696	rev	0
tss-1744	ECDH10B_1789	ydhO	1823030	fwd	0
tss-1745	ECDH10B_1790	sodB	1823973	fwd	0
tss-1746	ECDH10B_1791	ydhP	1825885	rev	0
tss-1747	ECDH10B_1793	ydhB	1828393	rev	0
tss-1748	ECDH10B_1794	ydhC	1828506	fwd	0
tss-1749	ECDH10B_1795	cfa	1830008	fwd	0
tss-1750	ECDH10B_1796	ribC	1831837	rev	0
tss-1751	ECDH10B_1797	mdtK	1832052	fwd	0
tss-1752	ECDH10B_1798	ydhQ	1834722	rev	0
tss-1753	ECDH10B_1799	valV	1835030	fwd	0
tss-1754	ECDH10B_1800	valW	1835111	fwd	0
tss-1755	ECDH10B_1801	ydhR	1835295	fwd	0
tss-1756	ECDH10B_1802	ydhS	1835726	fwd	0
tss-1757	ECDH10B_1803	ydhT	1838154	rev	0
tss-1758	ECDH10B_1804	ydhU	1838943	rev	0
tss-1759	ECDH10B_1805	ydhX	1839608	rev	0
tss-1760	ECDH10B_1806	ydhW	1840319	rev	0
tss-1761	ECDH10B_1807	ydhV	1842425	rev	0
tss-1762	ECDH10B_1808	ydhY	1843072	rev	0
tss-1763	ECDH10B_1809	ydhZ	1843736	rev	0
tss-1764	ECDH10B_1810	pykF	1844293	fwd	0
tss-1765	ECDH10B_1811	lpp	1846016	fwd	0
tss-1766	ECDH10B_1812	ynhG	1847320	rev	0
tss-1767	ECDH10B_1813	sufE	1847885	rev	0
tss-1768	ECDH10B_1814	sufS	1849118	rev	0
tss-1769	ECDH10B_1815	sufD	1850386	rev	0
tss-1770	ECDH10B_1816	sufC	1851107	rev	0
tss-1771	ECDH10B_1817	sufB	1852604	rev	0
tss-1772	ECDH10B_1818	sufA	1852981	rev	0
tss-1773	ECDH10B_1819	rydB	1853375	rev	0
tss-1774	ECDH10B_1820	ydiH	1853798	rev	0
tss-1775	ECDH10B_1821	ydiI	1854227	rev	0
tss-1776	ECDH10B_1822	ydiJ	1857280	rev	0
tss-1777	ECDH10B_1823	ydiK	1857669	fwd	0
tss-1778	ECDH10B_1824	rprA	1858967	fwd	0
tss-1779	ECDH10B_1825	ydiL	1859210	fwd	0
tss-1780	ECDH10B_1826	ydiM	1859666	fwd	0
tss-1781	ECDH10B_1827	ydiN	1861107	fwd	0
tss-1782	ECDH10B_1828	ydiB	1862384	fwd	0
tss-1783	ECDH10B_1829	aroD	1863281	fwd	0
tss-1784	ECDH10B_1831	ydiO	1865791	fwd	0
tss-1785	ECDH10B_1832	ydiP	1867896	rev	0
tss-1786	ECDH10B_1833	ydiQ	1868212	fwd	0
tss-1787	ECDH10B_1834	ydiR	1868996	fwd	0
tss-1788	ECDH10B_1835	ydiS	1869990	fwd	0
tss-1789	ECDH10B_1836	ydiT	1871276	fwd	0
tss-1790	ECDH10B_1837	ydiD	1871572	fwd	0
tss-1791	ECDH10B_1838	pps	1875707	rev	0
tss-1792	ECDH10B_1839	ydiA	1876040	fwd	0
tss-1793	ECDH10B_1840	aroH	1877030	fwd	0
tss-1794	ECDH10B_1841	ydiE	1878208	fwd	0
tss-1795	ECDH10B_1842	ydiU	1879839	rev	0
tss-1796	ECDH10B_1843	ydiV	1880615	rev	0
tss-1797	ECDH10B_1844	nlpC	1881326	rev	0
tss-1798	ECDH10B_1845	btuD	1882153	rev	0
tss-1799	ECDH10B_1846	btuE	1882704	rev	0
tss-1800	ECDH10B_1847	btuC	1883747	rev	0
tss-1801	ECDH10B_1848	ihfA	1884147	rev	0
tss-1802	ECDH10B_1849	pheT	1886539	rev	0
tss-1803	ECDH10B_1850	pheS	1887537	rev	0
tss-1804	ECDH10B_1851	pheM	1887865	rev	0
tss-1805	ECDH10B_1852	rplT	1888344	rev	0
tss-1806	ECDH10B_1853	rpmI	1888594	rev	0
tss-1807	ECDH10B_1855	thrS	1891165	rev	0
tss-1808	ECDH10B_1859	yniD	1893745	fwd	0
tss-1809	ECDH10B_1860	ydiY	1894678	rev	0
tss-1810	ECDH10B_1861	pfkB	1894965	fwd	0
tss-1811	ECDH10B_1862	ydiZ	1895995	fwd	0
tss-1812	ECDH10B_1863	yniA	1896391	fwd	0
tss-1813	ECDH10B_1864	yniB	1897828	rev	0
tss-1814	ECDH10B_1865	yniC	1897975	fwd	0
tss-1815	ECDH10B_1866	ydjM	1898806	fwd	0
tss-1816	ECDH10B_1867	ydjN	1899529	fwd	0
tss-1817	ECDH10B_1868	ydjO	1901739	rev	0
tss-1818	ECDH10B_1869	cedA	1902279	rev	0
tss-1819	ECDH10B_1870	katE	1902462	fwd	0
tss-1820	ECDH10B_1871	chbG	1905730	rev	0
tss-1821	ECDH10B_1872	chbF	1907095	rev	0
tss-1822	ECDH10B_1873	chbR	1908042	rev	0
tss-1823	ECDH10B_1874	chbA	1908400	rev	0
tss-1824	ECDH10B_1875	chbC	1909809	rev	0
tss-1825	ECDH10B_1876	chbB	1910214	rev	0
tss-1826	ECDH10B_1877	osmE	1910851	rev	0
tss-1827	ECDH10B_1878	nadE	1911053	fwd	0
tss-1828	ECDH10B_1879	cho	1912110	fwd	0
tss-1829	ECDH10B_1880	ydjR	1913532	rev	0
tss-1830	ECDH10B_1881	spy	1914220	rev	0
tss-1831	ECDH10B_1882	astE	1915518	rev	0
tss-1832	ECDH10B_1883	astB	1916854	rev	0
tss-1833	ECDH10B_1884	astD	1918329	rev	0
tss-1834	ECDH10B_1885	astA	1919360	rev	0
tss-1835	ECDH10B_1886	astC	1920577	rev	0
tss-1836	ECDH10B_1887	xthA	1921023	fwd	0
tss-1837	ECDH10B_1888	ydjX	1921996	fwd	0
tss-1838	ECDH10B_1889	ydjY	1922711	fwd	0
tss-1839	ECDH10B_1890	ydjZ	1923403	fwd	0
tss-1840	ECDH10B_1891	ynjA	1924110	fwd	0
tss-1841	ECDH10B_1892	ynjB	1924668	fwd	0
tss-1842	ECDH10B_1893	ynjC	1925852	fwd	0
tss-1843	ECDH10B_1894	ynjD	1927342	fwd	0
tss-1844	ECDH10B_1895	ynjE	1928062	fwd	0
tss-1845	ECDH10B_1896	ynjF	1929998	rev	0
tss-1846	ECDH10B_1897	nudG	1930085	fwd	0
tss-1847	ECDH10B_1898	ynjH	1930730	rev	0
tss-1848	ECDH10B_1899	gdhA	1930966	fwd	0
tss-1849	ECDH10B_1900	ynjI	1933466	rev	0
tss-1850	ECDH10B_1901	topB	1935555	rev	0
tss-1851	ECDH10B_1902	selD	1936603	rev	0
tss-1852	ECDH10B_1903	ydjA	1937271	rev	0
tss-1853	ECDH10B_1904	sppA	1937432	fwd	0
tss-1854	ECDH10B_1905	ansA	1939455	fwd	0
tss-1855	ECDH10B_1906	pncA	1940482	fwd	0
tss-1856	ECDH10B_1907	ydjE	1942574	rev	0
tss-1857	ECDH10B_1908	ydjF	1943449	rev	0
tss-1858	ECDH10B_1909	ydjG	1944566	rev	0
tss-1859	ECDH10B_1910	ydjH	1945523	rev	0
tss-1860	ECDH10B_1912	ydjJ	1947428	rev	0
tss-1861	ECDH10B_1913	ydjK	1948824	rev	0
tss-1862	ECDH10B_1914	ydjL	1949927	rev	0
tss-1863	ECDH10B_1915	yeaC	1950569	rev	0
tss-1864	ECDH10B_1916	msrB	1951024	rev	0
tss-1865	ECDH10B_1917	gapA	1951366	fwd	0
tss-1866	ECDH10B_1918	yeaD	1952445	fwd	0
tss-1867	ECDH10B_1919	yeaE	1954231	rev	0
tss-1868	ECDH10B_1920	mipA	1955067	rev	0
tss-1869	ECDH10B_1921	yeaG	1955503	fwd	0
tss-1870	ECDH10B_1922	yeaH	1957550	fwd	0
tss-1871	ECDH10B_1923	yeaI	1958980	fwd	0
tss-1872	ECDH10B_1924	yeaJ	1960636	fwd	0
tss-1873	ECDH10B_1925	yeaK	1962169	fwd	0
tss-1874	ECDH10B_1926	yoaI	1962777	rev	0
tss-1875	ECDH10B_1927	yeaL	1962947	fwd	0
tss-1876	ECDH10B_1928	yeaM	1964171	rev	0
tss-1877	ECDH10B_1929	yeaN	1964268	fwd	0
tss-1878	ECDH10B_1930	yeaO	1965504	fwd	0
tss-1879	ECDH10B_1931	yoaF	1966127	rev	0
tss-1880	ECDH10B_1932	yeaP	1966310	fwd	0
tss-1881	ECDH10B_1933	yeaQ	1967850	rev	0
tss-1882	ECDH10B_1934	yoaG	1968180	rev	0
tss-1883	ECDH10B_1935	yeaR	1968543	rev	0
tss-1884	ECDH10B_1936	yeaS	1969354	rev	0
tss-1885	ECDH10B_1937	yeaT	1970404	rev	0
tss-1886	ECDH10B_1938	yeaU	1970507	fwd	0
tss-1887	ECDH10B_1939	yeaV	1971783	fwd	0
tss-1888	ECDH10B_1940	yeaW	1973260	fwd	0
tss-1889	ECDH10B_1941	yeaX	1974440	fwd	0
tss-1890	ECDH10B_1942	rnd	1976586	rev	0
tss-1891	ECDH10B_1943	fadD	1978341	rev	0
tss-1892	ECDH10B_1944	yeaY	1979127	rev	0
tss-1893	ECDH10B_1945	yeaZ	1979862	rev	0
tss-1894	ECDH10B_1946	yoaA	1981830	rev	0
tss-1895	ECDH10B_1947	yoaB	1981962	fwd	0
tss-1896	ECDH10B_1948	yoaC	1982668	fwd	0
tss-1897	ECDH10B_1949	yoaH	1983326	rev	0
tss-1898	ECDH10B_1951	yeaB	1984765	fwd	0
tss-1899	ECDH10B_1952	sdaA	1985527	fwd	0
tss-1900	ECDH10B_1953	yoaD	1987022	fwd	0
tss-1901	ECDH10B_1954	yoaE	1990180	rev	0
tss-1902	ECDH10B_1955	manX	1990643	fwd	0
tss-1903	ECDH10B_1956	manY	1991677	fwd	0
tss-1904	ECDH10B_1957	manZ	1992481	fwd	0
tss-1905	ECDH10B_1958	yobD	1993396	fwd	0
tss-1906	ECDH10B_1959	yebN	1994283	fwd	0
tss-1907	ECDH10B_1960	rrmA	1995655	rev	0
tss-1908	ECDH10B_1961	cspC	1996030	rev	0
tss-1909	ECDH10B_1962	yobF	1996186	rev	0
tss-1910	ECDH10B_1963	yebO	1997143	rev	0
tss-1911	ECDH10B_1964	yobG	1997361	rev	0
tss-1912	ECDH10B_1965	yobH	1997520	fwd	0
tss-1913	ECDH10B_1966	kdgR	1998694	rev	0
tss-1914	ECDH10B_1967	yebQ	1998871	fwd	0
tss-1915	ECDH10B_1968	htpX	2001171	rev	0
tss-1916	ECDH10B_1969	prc	2003411	rev	0
tss-1917	ECDH10B_1970	proQ	2004129	rev	0
tss-1918	ECDH10B_1971	yebR	2004777	rev	0
tss-1919	ECDH10B_1972	yebS	2004853	fwd	0
tss-1920	ECDH10B_1973	yebT	2006105	fwd	0
tss-1921	ECDH10B_1974	yebU	2008818	fwd	0
tss-1922	ECDH10B_1975	yebV	2010375	fwd	0
tss-1923	ECDH10B_1976	yebW	2010716	fwd	0
tss-1924	ECDH10B_1977	pphA	2011564	rev	0
tss-1925	ECDH10B_1978	ryeA	2011661	fwd	0
tss-1926	ECDH10B_1979	ryeB	2011879	rev	0
tss-1927	ECDH10B_1980	yebY	2012301	rev	0
tss-1928	ECDH10B_1981	yebZ	2013186	rev	0
tss-1929	ECDH10B_1982	yobA	2013564	rev	0
tss-1930	ECDH10B_1983	holE	2013703	fwd	0
tss-1931	ECDH10B_1984	yobB	2014035	fwd	0
tss-1932	ECDH10B_1985	exoX	2014715	fwd	0
tss-1933	ECDH10B_1986	ptrB	2017434	rev	0
