gene_name	N6	N7
AZC_4579	75	122
AZC_4580	5	12
AZC_4583	10	0
AZC_4584	1	1
AZC_4585	13	36
AZC_4586	0	0
AZC_4587	7	9
AZC_4588	8	9
AZC_4589	0	0
AZC_4591	4	12
AZC_4592	2	0
AZC_4593	0	0
AZC_4594	8	5
AZC_4595	0	0
AZC_4596	0	4
AZC_4597	8	10
AZC_4598	7	0
AZC_4599	0	7
AZC_4600	107	134
AZC_4601	3	15
AZC_4602	0	1
AZC_4603	0	0
AZC_4604	0	33
AZC_4605	3	109
AZC_4606	78	59
AZC_4607	0	0
AZC_4608	0	1
AZC_4609	0	1
AZC_4610	60	24
AZC_4613	17	63
AZC_4614	7	0
AZC_4615	28	11
AZC_4617	17	0
AZC_4618	3	1
AZC_4619	19	1
AZC_4620	8	2
AZC_4621	0	6
AZC_4622	10	0
AZC_4623	0	0
AZC_4624	22	0
AZC_4625	0	0
AZC_4626	8	0
AZC_4627	16	11
AZC_4628	2	10
AZC_4629	31	41
AZC_4630	15	6
AZC_4631	39	44
AZC_4632	5	8
AZC_4633	0	0
AZC_4634	0	0
AZC_4635	0	249
AZC_4636	7	1
AZC_4637	2	2
AZC_4638	0	2
AZC_4640	6	0
AZC_4641	5	6
AZC_4643	111	106
AZC_4644	35	16
AZC_4645	5	15
AZC_4646	15	15
AZC_4647	0	0
AZC_4648	108	73
AZC_4649	5	5
AZC_4650	12	24
AZC_4651	0	0
AZC_4656	127	108
AZC_4657	70	59
AZC_4658	17	0
AZC_4659	1	5
AZC_4660	10	0
AZC_4661	0	0
AZC_4662	2	0
AZC_4663	11	23
AZC_4664	62	35
AZC_4665	57	4
AZC_4666	61	35
AZC_4669	72	32
AZC_4670	9	32
AZC_4671	42	27
AZC_4673	5	34
AZC_4675	13	1
AZC_4676	3	11
AZC_4677	0	0
AZC_4678	5	6
AZC_4679	0	0
AZC_4681	0	0
AZC_4682	0	1
AZC_4683	0	0
AZC_4684	0	0
AZC_4686	18	0
AZC_4687	2	4
AZC_4688	0	0
AZC_4689	6	0
AZC_4690	6	9
AZC_4691	8	7
AZC_4692	18	46
AZC_4693	41	21
AZC_4694	0	0
AZC_4695	1	5
AZC_4697	327	216
AZC_4700	0	0
AZC_4701	227	442
AZC_4702	0	0
AZC_4704	13	12
AZC_4705	0	0
AZC_4706	30	74
AZC_4707	16	6
AZC_4709	0	4
AZC_4713	2	0
AZC_4716	21	0
AZC_5r01	0	0
AZC_5r02	0	0
AZC_5r03	0	0
AZC_tmRNA01	0	0
abrB	58	31
acpP	69	48
acpS	0	0
acr	8	20
adk	43	44
agaF	17	16
agaG	32	0
ahpD	0	0
ahs1	0	0
alaS	32	20
algI	4	5
amiC	0	2
amiR	0	0
amtB	85	6
anmK	30	4
apaG	13	42
araC	105	138
araJ	0	0
argC	0	1
argJ	4	24
argK	7	5
argS	71	107
aroM	0	0
arsC	0	0
arsH	0	0
arsR	19	9
asmA	28	3
asnC	26	13
aspS	15	10
atpC	21	2
azlC	20	5
bacA	0	0
bcpB	39	29
bioY	12	0
bolA	2	0
caiB	0	0
carD	419	584
cbiA	16	0
cbiD	0	6
cbiG	0	0
ccmA	15	17
ccmB	0	3
ccmC	0	12
ccmD	0	0
ccmF	68	34
chaA	0	0
chaC	0	0
cheA	22	86
cheW	0	0
cheY	20	32
cheY2	5	33
chrA	0	0
chrR	0	0
cinA	0	0
clpS	51	130
clpX	660	761
cmk	0	0
cobG	1	0
cobH	0	0
cobK	0	0
cobN	11	10
cobQ	0	0
cobS	236	148
cobT	38	28
cobW	59	184
coxE	0	0
coxF	0	0
cpaA	4	5
crcB	0	0
creA	69	84
csaA	83	173
cutA	11	4
cycH	12	59
cycJ	22	12
cycL	0	12
cydA	54	29
cydD	23	2
cysA	1	10
cysS	45	25
cysT	0	16
cysW	12	8
dacC	90	85
dadA	0	0
dctM	25	5
dctP	34	34
dctQ	3	7
ddl	58	104
dedA	13	25
deoR	4	13
dnaA	53	12
dnaB	0	0
dnaE	24	27
dnaG	35	93
dnaJ	256	344
dnaK	1098	2439
doxX	0	0
dsbE	11	0
dszA	0	0
dut	0	0
engA	32	4
engB	17	8
eno	14	10
ethD	0	0
exbB	0	4
exbD	0	0
exoD	37	8
expC	6	2
expD1	0	0
expD2	2	0
expE1	0	0
expE2	0	0
expE3	0	0
expE4	0	0
expE5	0	0
expE6	0	0
expE7	0	0
expG	3	0
exsB	20	0
fabA	23	32
fabZ	0	9
fdhD	56	114
fdxB	0	0
fdxN	0	0
fecI	0	0
fecR	7	19
fef-1	0	0
fepC	5	0
fhaC	35	18
fis	12	24
fixA	0	0
fixB	6	0
fixC	0	0
fixG	332	563
fixH	47	36
fixJ	2	2
fixK	439	287
fixL	7	12
fixN	1563	1965
fixO	465	1071
fixP	757	1337
fixQ	0	0
fixU	0	0
fixX	0	0
fkbM	88	104
flaF	0	14
flbT	0	3
flgA	0	3
flgB	0	0
flgC	0	11
flgD	11	0
flgE	6	53
flgF	14	11
flgG	15	0
flgI	0	1
flgK	8	9
flgL	11	14
flhA	7	7
flhB	23	13
fliE	0	0
fliF	0	0
fliG	50	0
fliI	0	0
fliL	0	0
fliM	13	16
fliN	15	19
fliP	0	0
fliQ	12	17
fliR	0	0
fmdB	0	0
fmu	38	14
folE	5	18
frr	4	0
ftrB	0	1
ftsA	48	37
ftsE	16	24
ftsH	1098	2013
ftsJ	14	36
ftsK	125	114
ftsQ	37	52
ftsX	17	0
ftsY	4	0
ftsZ	515	1034
fumC	37	46
gatA	8	2
gatC	10	10
gidB	0	0
glcD	6	56
glcE	23	0
glmM	47	39
glnA	102	66
glnB	84	31
glnK	74	9
glpX	17	0
gltA	205	64
gltD	6	7
gltX	23	0
glyQ	8	11
gmk	1	0
gntR	194	184
gntT	5	4
gpI	0	0
gpsA	4	2
greA	88	73
groEL	553	626
groES	48	155
grxC	15	0
guaA	1	5
hae1	86	40
hemK	0	6
hemN	41	91
hemY	24	26
hflC	48	116
hflK	65	172
hisB	5	0
hisD	49	38
hisE	1	0
hisF	0	3
hisG	19	2
hisH	6	0
hisS	11	0
hisZ	0	0
hlyD	260	206
hmuT	1	3
holA	0	0
hoxA	9	2
hpa2	0	0
hppA	248	272
hrcA	52	43
hrpB	12	0
hslO	23	30
hslU	26	48
hsp20	600	1483
htpG	16	29
hupC	0	0
hupD	36	83
hupE	11	13
hupF	0	4
hupG	0	3
hupH	0	8
hupJ	0	16
hupK	0	0
hupL	0	57
hupS	0	9
hupT	12	24
hupU	16	8
hupV	0	0
hypA	0	0
hypB	6	32
hypC	9	0
hypD	0	23
hypE	9	28
hypF	0	0
iclR	102	190
ihfA	78	57
ihfB	47	9
ileS	33	5
imcF	97	14
impA	21	13
infA	0	6
infB	122	55
infC	68	51
ispG	4	9
ispH	49	54
ksgA	0	0
lacI	26	12
lacY	2	0
lamB	10	0
lemA	0	0
lepA	18	18
leuD	81	75
leuS	35	12
lexA	59	42
lipA	30	20
lnt	0	0
lolC	28	36
lolD	19	7
lpdA	203	76
lpxB	3	0
lpxC	128	116
lpxD	20	16
lpxK	10	0
lrgA	475	410
lrgB	422	449
lrp	0	10
luxC	0	10
luxE	0	0
luxR	3	2
lysE	27	42
lysK	11	3
lysR	259	391
maoC	51	57
marR	279	353
matE	22	9
mauG	21	12
mazG	0	0
mepA	13	24
merR	260	409
mesJ	16	6
metH	54	33
metN	15	0
metW	3	0
metX	47	40
mgtC	0	0
mhpA	0	0
miaA	0	0
mipA	82	105
mnmA	47	34
moaC	37	14
modC	12	0
modD	0	8
mogA	1	0
mopB	6	5
motA	53	45
motB	74	53
motC	68	92
motD	54	60
mraW	12	5
mraY	13	28
mraZ	23	71
mrp	140	121
mscS	0	4
mucR	177	261
murB	27	6
murC	2	18
murD	0	3
murG	27	3
mutL	6	3
mutS	4	2
mutY	6	6
nac	6	0
ndk	9	10
ndvA	3	5
nfrB	0	6
nhaD	15	13
nifA	39	11
nifB	0	0
nifD	12	0
nifE	0	0
nifH	3	0
nifK	1	0
nifN	0	0
nifQ	0	0
nifR3	23	3
nifS	0	0
nifU	36	153
nifW	0	0
nifX	0	0
nifZ	0	4
nirA	0	0
nlp	0	0
nnrS	0	7
nodA	0	0
nodB	0	0
nodC	0	0
nodD	61	34
nodI	0	0
nodJ	0	0
nodS	0	0
nodT	0	0
nodU	5	0
nodW	7	0
nodZ	0	1
noeC	0	15
npd	0	0
nptA	18	0
nrtA	8	0
nrtB	12	0
ntrB	19	8
ntrC	0	0
ntrX	12	28
ntrY	0	2
nusA	40	35
nusB	0	0
nusG	32	22
oac1	5	15
oac2	0	0
oac3	12	3
ocd2	16	13
ompA	237	221
osmC	91	61
padR	4	156
panC	12	2
parA	4	21
parB	19	35
pdhA	20	85
pdhB	37	50
pdhC	25	24
pdxJ	8	1
pepN	6	30
phaR	322	113
phbC	100	174
phnC	0	0
phnG	0	0
phnH	0	0
phnK	10	5
phnL	0	0
phnN	4	0
phoB	2	6
phoU	7	0
plsX	14	5
prfA	2	0
proA	26	40
prtD	35	6
pstC	0	0
ptsN	69	25
purH	19	2
purS	26	7
purU	5	0
pvdS	0	0
pyrB	32	0
pyrE	5	3
pyrG	51	12
pyrH	3	0
queA	0	0
radA	0	15
radC	5	7
rbfA	0	0
rebB	9	7
recA	90	67
recF	0	0
recJ	8	21
recN	13	1
recO	0	0
recQ	3	12
recR	7	17
relB	15	0
rfaE	2	29
rgpF	3	4
rho	53	60
ribD	4	7
ribH	4	0
rimM	13	4
rimO	8	0
ripX	53	35
rluD	13	8
rnhB	50	42
rph	12	0
rpiR	0	2
rplA	30	60
rplB	22	15
rplC	69	29
rplD	52	9
rplE	26	0
rplF	65	16
rplJ	71	109
rplK	40	21
rplL	138	131
rplM	64	23
rplO	12	33
rplP	35	15
rplQ	13	27
rplR	9	0
rplT	32	10
rplW	5	15
rplX	11	12
rpmA	11	2
rpmB	43	7
rpmE	17	0
rpmF	23	11
rpmG	23	11
rpmJ	2	12
rpoB	260	111
rpsA	81	74
rpsB	29	4
rpsD	76	50
rpsE	11	4
rpsF	53	9
rpsH	6	8
rpsI	31	15
rpsJ	26	9
rpsL	19	26
rpsN	7	17
rpsO	44	61
rpsP	27	28
rpsQ	8	22
rpsR	9	0
rpsT	18	6
ruvA	7	1
ruvB	9	0
ruvC	5	9
sbcD	0	0
scpA	0	7
scpB	3	8
sdhA	118	60
secA	80	49
secB	14	5
secD	17	10
secE	75	19
secF	14	16
secG	27	17
secY	84	39
serB	2	0
sixA	7	12
smc	0	20
smpB	26	6
sppA	0	7
ssr_1	0	0
ssr_2	0	0
sucA	178	120
sufB	114	101
sufC	21	2
sufD	17	34
sufE	0	0
sufS	43	0
surE	11	0
surF1	3	0
tadD	6	7
tatA	86	200
tatB	61	80
tatD	15	34
tauA	5	3
tauC	0	0
terC	72	15
tetR	243	406
tfoX	0	2
thiC	30	135
thiE	0	14
thiG	9	26
thiS	0	14
thrB	0	0
thrS	27	8
thyX	27	18
tig	90	69
tolA	4	3
tolC	101	68
tolQ	16	22
tolR	0	0
trbB	1	0
trbC	0	0
trbD	0	0
trbE	0	0
trbF	0	0
trbG	0	0
trbI	0	0
trbJ	0	0
trbL	0	0
trkA	32	67
trkH	10	8
trmB	0	0
trmE	3	0
trmH	26	11
trnA	55	8
trnC	1	0
trnD	0	1
trnE	0	0
trnF	0	0
trnG	38	5
trnH	0	0
trnI	0	0
trnK	0	0
trnL	3	6
trnM	5	3
trnN	0	0
trnP	6	7
trnQ	2	0
trnR	0	16
trnS	8	17
trnSec	0	0
trnT	0	0
trnV	5	4
trnW	0	0
trnY	0	6
trpA	35	2
trpC	2	4
trpD	1	0
truA	0	0
tsf	6	0
ubiE	62	43
ureC	7	19
ureE	25	41
ureF	0	16
ureG	0	0
uspA	204	196
valS	45	14
wbpY	7	0
wcbD	45	66
wrbA	4	4
wzt	9	33
xerD	0	1
xseA	13	7
yaeC	8	11
yajC	0	0
ybaK	3	0
yceI	19	0
ydeS	0	0
yjbN	5	0
yjgF	0	0
yqgF	0	2
