gene_name	EcoliMG1655_LBWB_1	EcoliMG1655_LBWB_2	EcoliMG1655_synnifI4_1	EcoliMG1655_synnifI4_2	N1	N2
mdtC_locusTag_b2076	120	60	708	293	0	54
mdtD_locusTag_b2077	22	17	120	152	0	40
mdtE_locusTag_b3513	344	123	3120	1109	0	16
mdtF_locusTag_b3514	476	206	4599	2059	0	23
mdtG_locusTag_b1053	123	12	246	95	19	149
mdtH_locusTag_b1065	121	91	165	77	12	287
mdtI_locusTag_b1599	76	18	56	14	2	13
mdtJ_locusTag_b1600	347	158	227	82	7	39
mdtK_locusTag_b1663	197	142	522	179	20	527
mdtL_locusTag_b3710	12	7	45	34	0	7
mdtM_locusTag_b4337	217	139	514	228	4	464
mdtN_locusTag_b4082	20	0	13	0	0	0
mdtO_locusTag_b4081	9	10	18	20	0	6
mdtP_locusTag_b4080	23	0	27	17	0	0
mdtQ_locusTag_b2139	43	0	0	0	0	4
melA_locusTag_b4119	91	14	208	142	16	32
melB_locusTag_b4120	104	46	39	111	5	42
melR_locusTag_b4118	21	0	43	39	3	3
menA_locusTag_b3930	221	78	158	36	15	104
menB_locusTag_b2262	223	62	581	296	5	132
menC_locusTag_b2261	299	108	915	400	11	47
menD_locusTag_b2264	464	269	846	437	8	107
menE_locusTag_b2260	220	94	656	323	0	24
menF_locusTag_b2265	549	203	2138	802	3	137
menH_locusTag_b2263	47	31	57	56	0	0
menI_locusTag_b1686	665	149	552	228	0	40
mepA_locusTag_b2328	424	168	684	180	0	154
mepH_locusTag_b1655	225	96	192	46	0	38
mepM_locusTag_b1856	2278	998	2190	1028	33	377
mepS_locusTag_b2175	3584	1159	3844	1393	15	517
metA_locusTag_b4013	165	72	312	75	4	172
metB_locusTag_b3939	221	85	447	140	0	190
metC_locusTag_b3008	353	154	602	149	19	81
metE_locusTag_b3829	3869	1784	13436	2597	3	35
metF_locusTag_b3941	439	214	1003	197	0	291
metG_locusTag_b2114	1604	500	2348	752	26	726
metH_locusTag_b4019	2455	1128	2933	1396	33	929
metI_locusTag_b0198	300	86	612	193	15	166
metJ_locusTag_b3938	559	176	1049	649	0	315
metK_locusTag_b2942	791	283	2468	473	0	404
metL_locusTag_b3940	987	242	2174	697	31	420
metN_locusTag_b0199	383	148	502	175	2	126
metQ_locusTag_b0197	485	389	2302	532	36	403
metR_locusTag_b3828	149	98	536	105	0	222
metT_locusTag_b0673	289	98	133	121	2	758
metU_locusTag_b0666	8	0	2	0	0	7
metV_locusTag_b2816	59	25	30	0	0	4
metW_locusTag_b2815	18	14	12	0	0	7
metY_locusTag_b3171	3654	1298	2374	848	17	596
metZ_locusTag_b2814	5	0	24	0	0	0
mfd_locusTag_b1114	4103	1684	3946	1980	12	598
mglA_locusTag_b2149	0	0	0	0	0	0
mglB_locusTag_b2150	29	0	13	11	0	9
mglC_locusTag_b2148	11	0	10	0	0	9
mgrB_locusTag_b1826	133	36	74	30	9	48
mgrR_locusTag_b4698	9	0	0	0	0	0
mgsA_locusTag_b0963	436	190	524	277	1	291
mgtA_locusTag_b4242	1524	493	2654	1135	31	1724
mgtL_locusTag_b4702	245	62	365	101	14	277
mhpA_locusTag_b0347	0	0	0	2	0	0
mhpB_locusTag_b0348	0	0	0	0	0	0
mhpC_locusTag_b0349	0	0	0	0	0	5
mhpD_locusTag_b0350	0	0	28	11	0	0
mhpE_locusTag_b0352	8	0	33	6	0	5
mhpF_locusTag_b0351	41	6	11	21	2	0
mhpR_locusTag_b0346	0	0	57	26	17	0
mhpT_locusTag_b0353	7	20	73	62	0	45
miaA_locusTag_b4171	2460	832	3470	1927	159	1718
miaB_locusTag_b0661	738	298	1216	504	30	305
micA_locusTag_b4442	42	39	11	10	0	5
micC_locusTag_b4427	0	0	0	0	0	0
micF_locusTag_b4439	8	0	24	7	1	0
minC_locusTag_b1176	769	331	1385	635	50	585
minD_locusTag_b1175	1175	481	1555	841	7	526
minE_locusTag_b1174	355	216	359	78	10	145
mioC_locusTag_b3742	681	115	868	410	43	361
mipA_locusTag_b1782	529	274	935	346	36	386
mlaA_locusTag_b2346	558	199	663	382	33	193
mlaB_locusTag_b3191	100	84	537	105	6	63
mlaC_locusTag_b3192	412	134	692	319	25	279
mlaD_locusTag_b3193	94	52	124	113	12	33
mlaE_locusTag_b3194	318	186	569	458	20	227
mlaF_locusTag_b3195	471	191	638	397	66	227
mlc_locusTag_b1594	492	155	228	127	25	197
mliC_locusTag_b1639	64	25	146	57	27	60
mlrA_locusTag_b2127	229	28	1117	635	0	31
mltA_locusTag_b2813	692	310	840	451	22	157
mltB_locusTag_b2701	157	81	774	397	4	77
mltC_locusTag_b2963	242	148	259	108	0	49
mltD_locusTag_b0211	7771	3264	6652	4047	87	1016
mltF_locusTag_b2558	130	64	165	136	0	6
mmuM_locusTag_b0261	224	101	372	253	0	80
mmuP_locusTag_b0260	66	10	207	73	0	89
mnaT_locusTag_b1448	270	76	348	199	43	230
mngA_locusTag_b0731	0	0	3	0	0	15
mngB_locusTag_b0732	291	21	321	246	0	93
mngR_locusTag_b0730	151	117	291	175	0	64
mnmA_locusTag_b1133	1207	602	986	492	36	278
mnmC_locusTag_b2324	804	503	802	549	10	113
mnmE_locusTag_b3706	413	121	1069	356	0	134
mnmG_locusTag_b3741	1315	355	1271	678	41	711
mnmH_locusTag_b0503	164	103	122	81	0	34
mntH_locusTag_b2392	316	103	896	646	12	56
mntP_locusTag_b1821	54	49	17	36	3	16
mntR_locusTag_b0817	347	119	448	438	0	119
mntS_locusTag_b4705	410	93	3327	2202	102	1024
moaA_locusTag_b0781	720	472	1334	771	65	586
moaB_locusTag_b0782	148	54	366	78	10	186
moaC_locusTag_b0783	146	44	196	68	9	100
moaD_locusTag_b0784	0	0	22	2	0	0
moaE_locusTag_b0785	252	102	307	113	0	95
mobA_locusTag_b3857	202	1	150	104	33	117
mobB_locusTag_b3856	24	16	74	79	0	29
mocA_locusTag_b2877	16	0	100	13	12	50
modA_locusTag_b0763	173	48	147	41	3	50
modB_locusTag_b0764	32	50	137	43	15	72
modC_locusTag_b0765	255	126	248	115	0	25
modE_locusTag_b0761	289	107	339	89	15	260
modF_locusTag_b0760	365	133	352	82	4	148
moeA_locusTag_b0827	294	91	584	283	46	388
moeB_locusTag_b0826	254	61	521	260	15	209
mog_locusTag_b0009	391	183	250	176	3	149
mokA_locusTag_b4647	0	0	0	0	0	0
mokB_locusTag_b1420	1	9	0	0	0	5
mokC_locusTag_b0018	6	0	16	0	0	0
motA_locusTag_b1890	0	12	0	21	0	19
motB_locusTag_b1889	24	0	55	12	7	0
mpaA_locusTag_b1326	365	135	748	240	7	180
mpl_locusTag_b4233	1246	446	1893	1147	95	430
mppA_locusTag_b1329	314	180	759	218	31	165
mprA_locusTag_b2684	485	234	482	118	5	69
mqo_locusTag_b2210	93	41	287	70	0	36
mqsA_locusTag_b3021	312	195	253	63	106	605
mqsR_locusTag_b3022	321	67	179	166	325	1066
mraY_locusTag_b0087	663	429	1278	873	27	35
mraZ_locusTag_b0081	825	226	1348	751	11	273
mrcA_locusTag_b3396	1306	441	1080	719	18	188
mrcB_locusTag_b0149	1273	424	1724	950	59	485
mrdA_locusTag_b0635	976	281	722	359	21	100
mrdB_locusTag_b0634	422	128	440	344	13	145
mreB_locusTag_b3251	2252	917	3561	1585	46	931
mreC_locusTag_b3250	981	399	1645	440	12	133
mreD_locusTag_b3249	153	79	145	174	0	31
mrp_locusTag_b2113	1507	500	1519	876	87	734
mrr_locusTag_b4351	214	71	249	91	61	97
msbA_locusTag_b0914	1712	673	1422	744	101	507
mscK_locusTag_b0465	1373	656	2064	1026	24	611
mscL_locusTag_b3291	304	83	1068	294	13	258
mscM_locusTag_b4159	976	485	1302	712	2	66
mscS_locusTag_b2924	1208	469	4821	1678	107	600
msrA_locusTag_b4219	234	82	1273	190	41	519
msrB_locusTag_b1778	9	61	233	115	0	4
msrC_locusTag_b1832	656	221	733	711	7	192
msyB_locusTag_b1051	232	116	1623	1083	18	125
mtfA_locusTag_b1976	394	101	331	161	0	84
mtgA_locusTag_b3208	196	69	277	96	5	47
mtlA_locusTag_b3599	312	99	469	199	8	86
mtlD_locusTag_b3600	353	173	639	196	17	86
mtlR_locusTag_b3601	107	59	141	138	0	45
mtn_locusTag_b0159	443	203	891	423	59	387
mtr_locusTag_b3161	276	192	1725	914	468	866
mug_locusTag_b3068	1967	731	673	470	9	67
mukB_locusTag_b0924	3892	1733	6365	3438	100	1269
mukE_locusTag_b0923	306	82	434	150	27	258
mukF_locusTag_b0922	518	354	1167	409	45	440
murA_locusTag_b3189	1531	640	2372	1162	60	473
murB_locusTag_b3972	629	366	919	658	69	297
murC_locusTag_b0091	1430	536	1936	1103	36	103
murD_locusTag_b0088	1279	469	1936	921	18	169
murE_locusTag_b0085	967	521	1916	894	12	108
murF_locusTag_b0086	1069	397	1948	779	3	120
murG_locusTag_b0090	850	395	1442	693	12	141
murI_locusTag_b3967	545	178	627	348	22	113
murJ_locusTag_b1069	348	91	468	204	27	120
murP_locusTag_b2429	12	0	60	0	7	9
murQ_locusTag_b2428	0	0	18	30	0	29
murR_locusTag_b2427	17	6	37	9	0	23
mutH_locusTag_b2831	273	40	277	116	5	48
mutL_locusTag_b4170	574	342	1238	534	17	290
mutM_locusTag_b3635	32	64	41	37	6	23
mutS_locusTag_b2733	740	190	642	305	8	263
mutT_locusTag_b0099	58	49	97	52	0	9
mutY_locusTag_b2961	239	103	525	131	0	31
mzrA_locusTag_b3096	260	47	365	147	2	74
nac_locusTag_b1988	18225	9217	40870	21270	2680	31076
nadA_locusTag_b0750	3850	1348	3696	2512	284	1545
nadB_locusTag_b2574	5957	2282	6371	3427	166	1380
nadC_locusTag_b0109	588	299	1214	349	6	226
nadD_locusTag_b0639	236	107	257	99	0	50
nadE_locusTag_b1740	1604	801	4210	1998	125	1285
nadK_locusTag_b2615	425	134	623	271	22	204
nadR_locusTag_b4390	776	236	1723	922	30	176
nagA_locusTag_b0677	164	120	513	211	6	173
nagB_locusTag_b0678	164	43	479	163	17	56
nagC_locusTag_b0676	883	239	1070	399	39	269
nagE_locusTag_b0679	1262	526	1294	447	113	1682
nagK_locusTag_b1119	997	598	1540	916	14	279
nagZ_locusTag_b1107	624	249	734	484	13	284
nanA_locusTag_b3225	78	35	221	55	0	4
nanC_locusTag_b4311	0	0	0	0	0	0
nanE_locusTag_b3223	79	21	139	91	1	3
nanK_locusTag_b3222	74	44	538	240	23	3
nanM_locusTag_b4310	26	6	157	92	16	44
nanR_locusTag_b3226	828	245	911	678	49	282
nanS_locusTag_b4309	31	14	134	64	0	1
nanT_locusTag_b3224	61	15	214	95	4	10
napA_locusTag_b2206	184	46	173	57	0	42
napB_locusTag_b2203	7	0	14	1	0	0
napC_locusTag_b2202	21	55	71	21	1	52
napD_locusTag_b2207	0	0	0	0	10	0
napF_locusTag_b2208	41	12	62	0	0	0
napG_locusTag_b2205	3	7	15	16	0	0
napH_locusTag_b2204	64	14	25	2	0	8
narG_locusTag_b1224	711	390	2635	1651	13	505
narH_locusTag_b1225	429	171	1791	959	22	344
narI_locusTag_b1227	67	60	394	267	7	59
narJ_locusTag_b1226	136	36	363	222	5	42
narK_locusTag_b1223	119	72	276	158	4	65
narL_locusTag_b1221	241	48	501	132	5	268
narP_locusTag_b2193	437	238	591	394	4	204
narQ_locusTag_b2469	654	219	752	458	14	405
narU_locusTag_b1469	77	12	1333	464	7	6
narV_locusTag_b1465	40	34	728	487	0	43
narW_locusTag_b1466	43	13	662	318	0	8
narX_locusTag_b1222	295	144	504	217	49	248
narY_locusTag_b1467	155	85	1950	1006	0	55
narZ_locusTag_b1468	418	174	4615	1975	13	154
ndh_locusTag_b1109	945	501	1425	843	74	677
ndk_locusTag_b2518	141	50	157	27	0	15
nei_locusTag_b0714	208	130	284	228	10	46
nemA_locusTag_b1650	345	241	1008	486	77	1255
nemR_locusTag_b1649	98	93	128	90	8	235
nepI_locusTag_b3662	102	60	99	103	0	21
nfi_locusTag_b3998	344	128	891	300	18	74
nfo_locusTag_b2159	147	103	441	218	20	174
nfrA_locusTag_b0568	205	110	400	128	10	68
nfrB_locusTag_b0569	68	24	171	90	0	28
nfsA_locusTag_b0851	81	54	155	81	15	112
nfsB_locusTag_b0578	646	243	847	173	40	220
nfuA_locusTag_b3414	530	174	759	245	24	333
nhaA_locusTag_b0019	633	295	3506	2152	42	452
nhaB_locusTag_b1186	893	523	588	251	17	448
nhaR_locusTag_b0020	648	278	1711	795	27	165
nhoA_locusTag_b1463	81	27	160	89	9	43
nifA	0	0	0	0	11554	188129
nifB	758115	220492	41647	11323	7425	108653
nifD	2733830	951195	141265	50241	44909	915928
nifE	1789103	594468	75379	29759	20566	218710
nifF	262709	73774	52650	21388	33514	458610
nifH	2447770	947204	122657	88796	67451	1622075
nifJ	3097508	931284	130973	45252	24601	451384
nifK	1998024	661980	91639	29160	20477	635519
nifL	0	0	0	0	33732	294319
nifM	592686	158087	53127	16389	4068	68114
nifN	1292089	339494	54439	14242	14425	148087
nifQ	237904	61306	82498	59114	804	15133
nifS	854429	243362	129592	38677	38662	577518
nifT	0	0	0	0	301	8028
nifU	787447	217782	134970	53196	18181	305792
nifV	884618	254855	85431	28727	14652	212965
nifW	256753	55069	18226	5311	375	9698
nifX	0	0	0	0	3158	33193
nifY	654466	204703	32250	6966	1748	61719
nifZ	250315	70272	18269	3858	2545	50746
nikA_locusTag_b3476	85	28	80	0	0	0
nikB_locusTag_b3477	18	29	44	28	12	0
nikC_locusTag_b3478	17	30	31	0	0	0
nikD_locusTag_b3479	40	5	3	22	0	8
nikE_locusTag_b3480	28	0	16	5	0	0
nikR_locusTag_b3481	79	40	148	17	24	32
ninE_locusTag_b0548	0	0	0	0	0	0
nirB_locusTag_b3365	1319	589	515	379	29	721
nirC_locusTag_b3367	94	22	0	0	0	74
nirD_locusTag_b3366	155	14	25	14	0	40
nlpA_locusTag_b3661	300	88	388	102	12	206
nlpC_locusTag_b1708	261	144	572	225	11	97
nlpD_locusTag_b2742	2197	998	5978	2415	202	1380
nlpE_locusTag_b0192	429	167	987	460	20	214
nlpI_locusTag_b3163	8333	3708	11445	7003	187	2336
nmpC_locusTag_b0553_1	530	123	39	0	0	19
nmpC_locusTag_b0553_2	18	14	56	0	0	9
nnr_locusTag_b4167	450	119	1659	1106	25	159
nohD_locusTag_b0560	25	9	21	0	0	31
nohQ_locusTag_b1548	0	0	6	34	6	28
norR_locusTag_b2709	43	16	159	175	14	42
norV_locusTag_b2710	25	23	168	180	30	210
norW_locusTag_b2711	14	0	82	56	3	83
npr_locusTag_b3206	207	42	214	195	0	34
nrdA_locusTag_b2234	515	149	2135	552	12	113
nrdB_locusTag_b2235	297	148	1124	338	15	176
nrdD_locusTag_b4238	428	137	2967	1134	23	238
nrdE_locusTag_b2675	110	50	61	9	0	21
nrdF_locusTag_b2676	67	54	33	0	0	9
nrdG_locusTag_b4237	109	38	468	182	0	33
nrdH_locusTag_b2673	41	0	13	15	0	0
nrdI_locusTag_b2674	7	0	0	0	0	23
nrdR_locusTag_b0413	335	180	374	247	79	295
nrfA_locusTag_b4070	390	162	289	164	0	93
nrfB_locusTag_b4071	99	59	31	5	0	10
nrfC_locusTag_b4072	82	7	9	33	0	6
nrfD_locusTag_b4073	61	34	19	11	0	23
nrfE_locusTag_b4074	76	20	14	25	5	23
nrfF_locusTag_b4075	4	0	0	19	0	0
nrfG_locusTag_b4076	20	13	19	9	0	6
nsrR_locusTag_b4178	872	543	1237	575	29	465
nth_locusTag_b1633	73	67	70	37	0	26
nudB_locusTag_b1865	1463	649	1855	942	38	737
nudC_locusTag_b3996	374	115	1324	540	6	56
nudE_locusTag_b3397	440	137	787	348	10	146
nudF_locusTag_b3034	253	166	744	481	2	159
nudG_locusTag_b1759	29	24	52	37	1	33
nudI_locusTag_b2251	143	64	76	23	17	21
nudJ_locusTag_b1134	123	88	187	71	0	15
nudK_locusTag_b2467	108	35	274	197	0	75
nudL_locusTag_b1813	122	83	271	60	7	51
nuoA_locusTag_b2288	591	338	1255	485	40	325
nuoB_locusTag_b2287	375	157	478	273	35	146
nuoC_locusTag_b2286	1352	468	2034	757	13	336
nuoE_locusTag_b2285	337	145	431	147	0	71
nuoF_locusTag_b2284	562	214	1300	371	0	95
nuoG_locusTag_b2283	1553	708	3428	1073	7	315
nuoH_locusTag_b2282	164	79	569	114	0	21
nuoI_locusTag_b2281	64	28	346	60	2	52
nuoJ_locusTag_b2280	81	24	274	114	0	13
nuoK_locusTag_b2279	9	0	40	31	0	8
nuoL_locusTag_b2278	801	409	2192	1059	48	108
nuoM_locusTag_b2277	422	131	791	369	2	73
nuoN_locusTag_b2276	680	189	1116	517	6	92
nupC_locusTag_b2393	1037	596	698	306	6	14
nupG_locusTag_b2964	57	12	114	17	10	23
nupX_locusTag_b2161	16	0	36	27	0	3
nusA_locusTag_b3169	3388	1205	4225	2515	84	1798
nusB_locusTag_b0416	967	278	1036	745	37	352
nusG_locusTag_b3982	1154	350	1541	915	93	553
obgE_locusTag_b3183	988	360	1189	727	47	463
ogrK_locusTag_b2082	1	0	26	0	0	39
ogt_locusTag_b1335	124	196	172	67	22	93
ohsC_locusTag_b4608	0	0	0	0	0	0
ompA_locusTag_b0957	31625	12767	67175	18067	4055	31446
ompC_locusTag_b2215	13886	6579	45460	16092	3273	18329
ompF_locusTag_b0929	9892	3512	2603	1363	234	1594
ompG_locusTag_b1319	0	10	0	15	9	19
ompL_locusTag_b3875	0	0	0	2	0	0
ompN_locusTag_b1377	2	0	21	0	0	11
ompR_locusTag_b3405	446	95	682	396	75	479
ompT_locusTag_b0565	3941	1621	3111	960	56	667
ompW_locusTag_b1256	898	267	1879	799	0	96
ompX_locusTag_b0814	6011	2872	17210	4733	671	4186
omrA_locusTag_b4444	0	0	0	0	0	9
omrB_locusTag_b4445	4	0	11	0	0	0
opgB_locusTag_b4359	308	78	544	164	6	56
opgC_locusTag_b1047	9	16	25	53	0	9
opgD_locusTag_b1424	677	282	956	569	35	191
opgG_locusTag_b1048	935	408	1318	573	27	482
opgH_locusTag_b1049	1322	630	2020	1022	10	529
oppA_locusTag_b1243	50174	21609	31250	20968	2672	30192
oppB_locusTag_b1244	3513	1737	2052	1257	143	1466
oppC_locusTag_b1245	4273	2649	2505	2218	113	1234
oppD_locusTag_b1246	8135	3451	4133	3339	28	1293
oppF_locusTag_b1247	6850	2783	3796	2469	115	978
orn_locusTag_b4162	104	53	191	168	23	99
osmB_locusTag_b1283	284	144	1290	624	16	148
osmC_locusTag_b1482	939	462	11859	9150	100	486
osmE_locusTag_b1739	570	247	2761	1690	42	199
osmF_locusTag_b2131	146	33	1014	361	0	50
osmY_locusTag_b4376	266	49	3003	681	0	13
otsA_locusTag_b1896	1013	396	8523	3853	9	164
otsB_locusTag_b1897	465	220	6383	3325	5	50
oweE_locusTag_b4692	0	0	0	0	0	0
oweS_locusTag_b2358	8	0	0	0	0	0
oxc_locusTag_b2373	36	0	88	11	0	27
oxyR_locusTag_b3961	906	395	804	660	118	550
oxyS_locusTag_b4458	0	0	0	0	0	0
paaA_locusTag_b1388	0	8	0	17	0	2
paaB_locusTag_b1389	0	0	8	0	0	0
paaC_locusTag_b1390	0	0	0	2	0	0
paaD_locusTag_b1391	9	0	0	0	0	0
paaE_locusTag_b1392	13	3	49	0	0	14
paaF_locusTag_b1393	9	0	8	0	0	0
paaG_locusTag_b1394	4	12	0	10	0	0
paaH_locusTag_b1395	49	12	94	30	0	1
paaI_locusTag_b1396	0	0	11	0	0	0
paaJ_locusTag_b1397	34	9	94	20	3	17
paaK_locusTag_b1398	89	79	218	75	2	29
paaX_locusTag_b1399	198	43	253	201	13	114
paaY_locusTag_b1400	127	52	236	69	7	106
paaZ_locusTag_b1387	4	0	24	16	0	3
pabA_locusTag_b3360	32	49	338	270	0	16
pabB_locusTag_b1812	220	45	334	129	12	35
pabC_locusTag_b1096	285	98	277	211	14	220
pagP_locusTag_b0622	76	41	279	199	0	21
pal_locusTag_b0741	3219	1464	3504	1157	75	1163
panB_locusTag_b0134	624	235	1042	525	35	584
panC_locusTag_b0133	1211	462	2291	975	30	541
panD_locusTag_b0131	808	248	661	237	5	461
panE_locusTag_b0425	124	61	397	86	30	167
panF_locusTag_b3258	160	1	290	140	8	28
panM_locusTag_b3459	168	39	257	170	0	37
paoA_locusTag_b0286	45	11	331	52	0	18
paoB_locusTag_b0285	16	15	398	73	0	12
paoC_locusTag_b0284	147	56	1374	893	9	21
paoD_locusTag_b0283	21	0	451	261	0	8
parC_locusTag_b3019	1285	630	1846	1122	19	388
parE_locusTag_b3030	1157	578	1277	909	61	388
patA_locusTag_b3073	3328	1627	16004	6097	299	727
patD_locusTag_b1444	274	123	2803	1268	0	34
pauD_locusTag_b4635	25	0	8	27	0	2
pawZ_locusTag_b4643	5	0	0	0	0	8
pbl_locusTag_b2854	0	0	5	0	0	7
pbpC_locusTag_b2519	265	189	405	200	0	17
pbpG_locusTag_b2134	315	211	628	245	9	195
pck_locusTag_b3403	460	207	349	118	9	112
pcm_locusTag_b2743	358	164	397	215	23	100
pcnB_locusTag_b0143	1562	463	1368	495	20	262
pdhR_locusTag_b0113	833	297	2701	732	24	141
pdxA_locusTag_b0052	1061	472	1229	454	5	46
pdxB_locusTag_b2320	632	259	786	578	47	242
pdxH_locusTag_b1638	426	228	388	141	11	133
pdxJ_locusTag_b2564	529	236	516	181	41	258
pdxK_locusTag_b2418	115	54	351	140	9	93
pdxY_locusTag_b1636	678	256	881	494	10	97
peaD_locusTag_b4508	0	0	18	0	0	4
pepA_locusTag_b4260	1916	611	3997	1802	94	1029
pepB_locusTag_b2523	561	241	606	405	34	335
pepD_locusTag_b0237	975	472	2291	1011	63	850
pepE_locusTag_b4021	230	102	313	74	0	29
pepN_locusTag_b0932	1435	557	3195	1189	108	1376
pepP_locusTag_b2908	1788	655	3168	1126	223	1393
pepQ_locusTag_b3847	924	474	1429	693	41	327
pepT_locusTag_b1127	1120	259	1604	705	56	668
perR_locusTag_b0254	30	7	72	46	0	27
pfkA_locusTag_b3916	1839	1099	5069	2947	326	2373
pfkB_locusTag_b1723	480	172	1502	502	58	296
pflA_locusTag_b0902	855	467	1015	442	39	378
pflB_locusTag_b0903	53093	21334	50865	23599	537	9581
pflC_locusTag_b3952	0	0	10	3	0	2
pflD_locusTag_b3951	14	76	36	59	0	9
pfo_locusTag_b1378	724	184	3669	1351	30	361
pgaA_locusTag_b1024	7793	3876	636	264	11	414
pgaB_locusTag_b1023	5358	2264	129	56	4	60
pgaC_locusTag_b1022	2265	1300	40	13	0	22
pgaD_locusTag_b1021	1270	426	61	21	1	22
pgi_locusTag_b4025	1841	705	5445	2831	17	403
pgk_locusTag_b2926	3774	1391	8515	3383	321	3103
pgl_locusTag_b0767	583	256	3581	1226	102	739
pgm_locusTag_b0688	1526	492	2556	1068	75	671
pgpA_locusTag_b0418	478	202	1123	601	88	575
pgpB_locusTag_b1278	297	211	682	348	44	349
pgpC_locusTag_b2560	209	76	630	146	10	167
pgrR_locusTag_b1328	241	98	310	129	7	108
pgsA_locusTag_b1912	143	140	243	218	33	206
pheA_locusTag_b2599	809	333	1141	468	58	932
pheL_locusTag_b2598	5	0	7	0	0	6
pheM_locusTag_b1715	102	59	55	0	0	14
pheP_locusTag_b0576	447	183	404	259	7	30
pheS_locusTag_b1714	1025	415	802	367	32	510
pheT_locusTag_b1713	2200	824	3576	1573	109	1366
pheU_locusTag_b4134	0	0	52	0	0	0
pheV_locusTag_b2967	45	0	0	0	0	0
phnC_locusTag_b4106	8	0	17	0	0	1
phnD_locusTag_b4105	0	0	0	0	0	0
phnE_locusTag_b4104	0	0	0	0	0	0
phnF_locusTag_b4102	0	0	0	0	0	0
phnG_locusTag_b4101	0	0	0	0	0	0
phnH_locusTag_b4100	0	0	0	0	0	0
phnI_locusTag_b4099	0	0	0	0	0	0
phnJ_locusTag_b4098	0	0	20	0	0	0
phnK_locusTag_b4097	0	0	7	0	0	8
phnL_locusTag_b4096	11	0	28	0	0	0
phnM_locusTag_b4095	0	0	29	7	0	10
phnN_locusTag_b4094	0	0	17	0	0	0
phnO_locusTag_b4093	10	0	69	85	0	0
phnP_locusTag_b4092	75	29	251	119	1	0
phoA_locusTag_b0383	486	242	963	228	24	132
phoB_locusTag_b0399	98	70	364	239	15	76
phoE_locusTag_b0241	17	0	24	4	0	2
phoH_locusTag_b1020	60	0	293	41	0	20
phoP_locusTag_b1130	617	269	651	375	1	204
phoQ_locusTag_b1129	960	501	1807	1220	27	215
phoR_locusTag_b0400	160	60	351	265	31	83
phoU_locusTag_b3724	126	111	278	182	7	62
php_locusTag_b3379	19	0	14	5	0	0
phr_locusTag_b0708	197	149	1676	955	0	50
pinE_locusTag_b1158	20	0	0	0	0	6
pinH_locusTag_b2648	12	0	0	0	6	3
pinQ_locusTag_b1545	78	42	232	137	9	92
pinR_locusTag_b1374	128	51	236	78	9	38
pitA_locusTag_b3493	3345	1386	3178	1913	21	321
pitB_locusTag_b2987	12	19	17	0	0	10
pka_locusTag_b2584	509	180	1515	711	7	179
plaP_locusTag_b2014	144	101	179	90	9	100
pldA_locusTag_b3821	259	114	329	246	7	61
pldB_locusTag_b3825	393	113	1061	549	12	264
pliG_locusTag_b1178	20	0	16	9	0	31
plsB_locusTag_b4041	1457	633	2534	1220	60	559
plsC_locusTag_b3018	521	288	655	256	22	224
plsX_locusTag_b1090	1821	715	2371	1279	38	122
plsY_locusTag_b3059	489	147	378	486	13	92
pmbA_locusTag_b4235	386	314	1605	857	65	413
pmrD_locusTag_b2259	79	65	78	40	1	14
pmrR_locusTag_b4703	154	105	192	50	3	82
pncA_locusTag_b1768	314	160	638	224	28	99
pncB_locusTag_b0931	6142	2233	7959	4220	134	1195
pncC_locusTag_b2700	192	103	327	200	0	29
pnp_locusTag_b3164	10364	4605	13347	5704	436	3415
pntA_locusTag_b1603	2884	877	3052	1971	52	617
pntB_locusTag_b1602	1837	1026	2571	1472	111	592
pnuC_locusTag_b0751	2618	1128	3226	2464	180	1471
polA_locusTag_b3863	958	462	2162	1168	47	618
polB_locusTag_b0060	403	184	873	558	5	175
potA_locusTag_b1126	512	195	524	155	24	233
potB_locusTag_b1125	119	16	182	84	0	19
potC_locusTag_b1124	136	49	176	86	0	6
potD_locusTag_b1123	430	132	881	94	5	147
potE_locusTag_b0692	48	11	143	66	0	59
potF_locusTag_b0854	1599	824	2511	1057	17	862
potG_locusTag_b0855	790	246	1629	787	10	345
potH_locusTag_b0856	207	71	431	142	0	39
potI_locusTag_b0857	370	78	625	404	0	78
poxB_locusTag_b0871	645	225	6170	3339	5	172
ppa_locusTag_b4226	1797	377	2339	864	46	193
ppc_locusTag_b3956	9895	4366	15021	6218	279	3486
ppdA_locusTag_b2826	31	13	26	21	0	7
ppdB_locusTag_b2825	13	9	33	63	0	26
ppdC_locusTag_b2823	0	0	0	1	0	3
ppdD_locusTag_b0108	17	5	15	0	0	0
pphA_locusTag_b1838	116	44	807	693	11	68
pphB_locusTag_b2734	33	0	9	15	0	0
ppiA_locusTag_b3363	352	109	334	125	21	63
ppiB_locusTag_b0525	492	257	1019	295	36	368
ppiC_locusTag_b3775	266	127	272	112	11	170
ppiD_locusTag_b0441	3159	751	3606	1226	232	2103
ppk_locusTag_b2501	1364	509	2252	837	57	425
pppA_locusTag_b2972	59	8	61	20	0	1
ppsA_locusTag_b1702	726	246	3536	1347	75	322
ppsR_locusTag_b1703	122	77	620	202	8	57
pptA_locusTag_b1461	46	22	150	21	0	2
ppx_locusTag_b2502	879	537	1185	578	0	145
pqiA_locusTag_b0950	377	155	1026	354	0	102
pqiB_locusTag_b0951	441	115	882	497	13	95
pqiC_locusTag_b0952	166	112	283	157	28	80
