gene_name	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8
yhcH_locusTag_ECDH10B_3398	1	358	123	322	12	581	72	132	49	167	118	1443	65	57	0	0
yhcM_locusTag_ECDH10B_3409	490	1679	339	438	284	3484	553	1067	170	374	319	1063	203	243	10	0
yhcN_locusTag_ECDH10B_3415	172	768	204	391	167	815	103	302	29	96	49	88	70	52	15	16
yhcO_locusTag_ECDH10B_3416	11	149	52	6	31	163	25	102	19	63	15	54	0	14	0	0
yhdA_locusTag_ECDH10B_3428	896	2314	523	509	228	2189	308	727	328	319	407	1660	236	378	0	18
yhdE_locusTag_ECDH10B_3424	582	1772	621	508	283	2227	314	581	307	185	362	1418	176	300	13	0
yhdH_locusTag_ECDH10B_3429	1223	2884	238	220	173	1234	213	448	652	521	80	340	58	252	0	0
yhdJ_locusTag_ECDH10B_3437	43	388	86	54	18	209	26	52	15	25	7	155	21	117	0	0
yhdL_locusTag_ECDH10B_3466	216	282	125	93	10	211	52	105	39	30	57	169	38	35	17	0
yhdN_locusTag_ECDH10B_3468	69	381	101	151	69	603	62	161	92	44	49	266	28	70	0	0
yhdP_locusTag_ECDH10B_3422	1201	4641	737	863	379	3913	396	766	158	164	252	1682	279	649	26	9
yhdT_locusTag_ECDH10B_3432	11	107	0	10	5	45	5	0	0	0	16	29	0	0	0	0
yhdU_locusTag_ECDH10B_3438	59	144	17	38	12	175	8	41	2	25	69	149	0	5	0	0
yhdV_locusTag_ECDH10B_3442	0	0	23	0	0	21	0	0	0	0	15	0	0	0	0	0
yhdW_locusTag_ECDH10B_3443	0	31	4	0	14	61	0	65	0	14	14	29	9	0	0	0
yhdX_locusTag_ECDH10B_3444	0	27	0	13	4	28	22	34	0	0	0	14	0	12	0	0
yhdY_locusTag_ECDH10B_3445	2	42	0	0	0	39	0	28	0	5	0	0	0	18	0	0
yhdZ_locusTag_ECDH10B_3446	0	60	6	57	9	55	0	16	0	31	0	36	0	6	0	0
yheL_locusTag_ECDH10B_3518	104	341	38	155	35	241	11	106	90	180	36	180	11	66	0	0
yheM_locusTag_ECDH10B_3519	105	227	92	8	38	65	0	21	11	30	12	51	19	69	0	0
yheN_locusTag_ECDH10B_3520	149	354	63	103	91	196	35	54	46	105	42	181	13	66	13	12
yheO_locusTag_ECDH10B_3521	383	1625	215	335	98	1446	183	467	234	291	283	780	47	264	0	0
yheS_locusTag_ECDH10B_3528	591	3458	452	840	428	4270	483	946	289	530	286	1651	354	631	30	8
yheT_locusTag_ECDH10B_3529	227	755	74	179	94	1259	77	249	89	74	91	521	74	161	0	0
yheU_locusTag_ECDH10B_3530	50	46	27	0	9	137	21	39	30	0	18	37	0	0	0	0
yheV_locusTag_ECDH10B_3525	33	25	7	0	0	96	12	32	16	17	0	12	0	11	0	0
yhfA_locusTag_ECDH10B_3532	264	1051	214	434	433	3185	464	737	220	443	223	361	135	217	0	0
yhfG_locusTag_ECDH10B_3538	9	1	4	23	0	0	12	6	0	0	4	12	0	0	0	0
yhfK_locusTag_ECDH10B_3534	806	2203	325	417	291	3661	290	911	293	491	192	990	219	348	4	23
yhfL_locusTag_ECDH10B_3545	43	95	0	0	0	29	1	19	0	46	16	45	0	24	0	0
yhfS_locusTag_ECDH10B_3551	30	86	12	17	2	178	29	34	30	16	5	58	6	0	0	0
yhfT_locusTag_ECDH10B_3552	15	55	19	6	0	104	0	14	0	33	9	43	0	10	11	0
yhfU_locusTag_ECDH10B_3553	0	0	0	0	0	9	0	11	0	0	0	15	0	0	0	0
yhfW_locusTag_ECDH10B_3555	23	10	14	0	10	69	0	1	0	4	0	10	0	0	0	0
yhfX_locusTag_ECDH10B_3556	20	6	0	0	0	7	0	0	12	0	0	23	0	0	0	0
yhfY_locusTag_ECDH10B_3557	14	69	0	21	16	89	0	33	31	0	27	33	0	10	0	0
yhfZ_locusTag_ECDH10B_3558	62	76	39	56	34	127	31	15	46	10	0	92	0	36	0	0
yhgE_locusTag_ECDH10B_3577	327	578	132	198	117	762	89	300	100	138	105	168	49	177	6	0
yhgF_locusTag_ECDH10B_3582	529	2140	410	776	501	4931	223	755	424	749	244	1505	261	470	8	25
yhgG_locusTag_ECDH10B_3585	0	26	5	0	0	24	0	0	75	63	0	18	0	0	0	0
yhgN_locusTag_ECDH10B_3608	123	711	118	258	240	1161	390	372	112	140	245	609	81	155	0	0
yhhA_locusTag_ECDH10B_3622	71	201	50	105	81	415	29	103	69	130	26	159	13	54	0	0
yhhH_locusTag_ECDH10B_3657	33	52	21	15	45	70	52	9	27	0	11	83	0	26	5	0
yhhI_locusTag_ECDH10B_3659	66	267	64	143	90	295	113	98	29	15	55	196	59	61	0	0
yhhJ_locusTag_ECDH10B_3660	219	461	25	57	64	342	11	149	90	110	32	47	25	105	3	0
yhhK_locusTag_ECDH10B_3633	216	414	33	138	104	675	112	154	94	102	81	136	29	95	0	0
yhhL_locusTag_ECDH10B_3640	14	134	15	92	19	251	34	51	0	44	16	189	12	47	0	0
yhhM_locusTag_ECDH10B_3641	23	184	17	54	51	546	58	200	105	22	23	72	12	1	0	0
yhhN_locusTag_ECDH10B_3642	513	1010	151	178	183	1288	153	435	172	354	73	488	63	255	20	0
yhhQ_locusTag_ECDH10B_3645	246	1145	94	140	137	1365	176	379	9	55	56	328	47	99	40	21
yhhS_locusTag_ECDH10B_3647	469	763	121	248	53	846	107	303	138	186	236	385	5	108	24	0
yhhT_locusTag_ECDH10B_3648	12	136	33	72	34	168	44	121	65	15	7	63	0	0	0	0
yhhW_locusTag_ECDH10B_3612	302	668	98	128	156	1512	179	317	176	152	189	327	90	110	0	0
yhhX_locusTag_ECDH10B_3613	477	1717	344	750	486	4291	395	1249	325	445	317	740	87	236	12	10
yhhY_locusTag_ECDH10B_3615	282	295	41	129	41	710	100	201	114	161	95	96	21	103	0	11
yhhZ_locusTag_ECDH10B_3616	36	79	0	4	19	155	27	17	0	7	0	37	0	0	0	0
yhiD_locusTag_ECDH10B_3684	37	147	11	12	0	33	21	0	14	426	35	104	0	64	0	0
yhiF_locusTag_ECDH10B_3683	4	42	21	8	0	46	14	15	20	68	22	41	14	15	0	0
yhiJ_locusTag_ECDH10B_3663	29	112	3	23	10	323	53	89	0	47	13	97	0	12	0	0
yhiL_locusTag_ECDH10B_3666	31	125	0	13	0	30	6	29	0	0	25	32	9	16	0	0
yhiM_locusTag_ECDH10B_3667	48	135	10	0	19	85	0	2	18	49	0	73	43	0	0	0
yhiN_locusTag_ECDH10B_3668	706	1450	374	250	179	1369	142	233	250	143	122	779	93	263	0	4
yhiP_locusTag_ECDH10B_3672	160	283	43	72	97	653	61	363	48	114	63	124	14	32	7	0
yhiQ_locusTag_ECDH10B_3673	221	551	99	93	55	742	61	178	145	161	84	333	49	75	8	7
yhiR_locusTag_ECDH10B_3675	750	2300	478	686	454	3511	481	900	418	427	256	1157	201	445	0	14
yhiS_locusTag_ECDH10B_3680	0	62	11	20	0	33	0	0	10	28	0	5	0	0	0	0
yhjA_locusTag_ECDH10B_3695	104	299	22	38	43	244	47	117	42	59	15	30	0	57	0	0
yhjB_locusTag_ECDH10B_3697	22	105	0	26	35	62	0	33	15	53	12	26	0	0	0	0
yhjC_locusTag_ECDH10B_3698	32	160	0	0	0	57	16	20	33	75	0	16	7	7	0	0
yhjD_locusTag_ECDH10B_3699	36	90	18	52	5	283	64	129	29	19	0	165	20	11	0	0
yhjE_locusTag_ECDH10B_3700	120	384	119	185	85	290	12	124	27	40	117	456	39	111	18	17
yhjG_locusTag_ECDH10B_3701	14	119	72	152	48	792	130	294	107	72	48	279	13	37	0	0
yhjH_locusTag_ECDH10B_3702	10	50	6	5	8	23	8	0	12	0	0	0	0	10	0	0
yhjJ_locusTag_ECDH10B_3704	680	2607	487	845	376	3172	645	1485	351	304	904	2774	327	494	31	16
yhjK_locusTag_ECDH10B_3706	703	2337	267	788	205	3725	414	956	344	336	285	1067	344	411	45	0
yhjQ_locusTag_ECDH10B_3711	123	252	39	61	0	86	14	31	86	61	0	109	0	80	0	0
yhjR_locusTag_ECDH10B_3712	185	573	71	127	19	197	6	84	169	220	14	238	12	132	0	0
yhjV_locusTag_ECDH10B_3718	284	926	148	232	98	959	52	215	39	60	184	632	76	133	1	18
yhjX_locusTag_ECDH10B_3726	320	840	52	33	49	434	16	137	7424	4531	56	58	28	102	0	0
yhjY_locusTag_ECDH10B_3727	27	116	19	12	21	147	19	77	24	29	0	72	12	10	0	0
yiaA_locusTag_ECDH10B_3743	10	19	16	25	17	93	14	10	0	0	20	92	0	0	0	0
yiaB_locusTag_ECDH10B_3744	0	13	2	66	9	96	21	4	0	0	20	139	15	0	0	0
yiaC_locusTag_ECDH10B_3729	40	173	42	25	4	179	5	100	31	63	0	118	0	22	0	0
yiaD_locusTag_ECDH10B_3731	56	190	83	46	0	39	10	11	97	108	72	463	35	59	0	10
yiaF_locusTag_ECDH10B_3733	1029	3235	389	473	384	3480	323	963	938	894	206	1345	210	447	0	16
yiaG_locusTag_ECDH10B_3734	38	304	65	201	105	912	153	823	100	172	47	312	36	67	0	0
yiaH_locusTag_ECDH10B_3742	21	126	12	37	30	131	44	23	65	62	44	81	11	42	0	5
yiaJ_locusTag_ECDH10B_3755	233	493	182	154	145	1636	173	520	74	191	74	231	38	169	1	19
yiaK_locusTag_ECDH10B_3756	9	29	6	0	30	38	0	0	0	0	5	19	0	20	0	0
yiaL_locusTag_ECDH10B_3757	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
yiaM_locusTag_ECDH10B_3758	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yiaN_locusTag_ECDH10B_3759	0	0	12	0	0	6	7	0	0	0	0	0	0	0	0	0
yiaO_locusTag_ECDH10B_3760	0	0	3	0	0	0	0	0	0	0	0	0	16	0	0	0
yiaT_locusTag_ECDH10B_3765	0	63	0	34	7	132	0	41	0	8	7	43	0	0	0	0
yiaU_locusTag_ECDH10B_3766	40	430	40	26	10	77	0	7	53	78	0	58	0	20	0	0
yiaV_locusTag_ECDH10B_3767	31	58	7	5	12	50	0	35	0	2	9	33	1	0	0	0
yiaW_locusTag_ECDH10B_3768	0	0	0	0	0	0	0	10	0	0	0	0	14	0	0	0
yiaY_locusTag_ECDH10B_3770	29	85	0	0	10	39	0	13	0	12	0	7	6	18	0	0
yibA_locusTag_ECDH10B_3775	49	205	68	66	56	293	0	37	56	66	50	192	10	30	0	0
yibD_locusTag_ECDH10B_3797	103	338	58	57	17	573	74	266	54	38	123	557	80	158	15	25
yibF_locusTag_ECDH10B_3773	305	837	175	218	101	972	152	366	247	259	226	656	66	190	0	11
yibG_locusTag_ECDH10B_3777	109	90	4	33	20	266	35	139	15	45	0	113	2	38	0	17
yibH_locusTag_ECDH10B_3778	14	37	36	11	44	129	16	54	7	6	8	70	0	9	0	0
yibI_locusTag_ECDH10B_3779	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
yibJ_locusTag_ECDH10B_3776	108	179	10	10	0	123	20	39	30	79	24	90	9	19	0	2
yibK_locusTag_ECDH10B_3788	154	497	62	58	103	573	69	163	84	39	31	172	51	51	0	0
yibL_locusTag_ECDH10B_3784	494	1587	261	663	78	908	142	313	264	397	118	629	95	253	0	0
yibN_locusTag_ECDH10B_3793	1294	3636	947	1876	1071	5253	572	1471	407	715	741	2027	551	697	18	30
yibQ_locusTag_ECDH10B_3796	492	1968	287	400	307	1963	189	461	163	198	165	856	132	207	0	14
yibT_locusTag_ECDH10B_3783	323	426	73	147	74	1139	174	263	251	327	53	130	16	79	0	0
yicC_locusTag_ECDH10B_3826	1214	4721	838	1103	955	7956	862	2480	525	712	644	2458	321	837	11	4
yicE_locusTag_ECDH10B_3836	98	520	66	68	71	470	111	106	165	58	15	161	30	74	0	0
yicG_locusTag_ECDH10B_3828	85	482	25	28	44	367	30	77	14	60	34	157	40	59	0	0
yicH_locusTag_ECDH10B_3837	255	1078	215	276	313	2943	409	1377	257	280	91	708	59	201	0	42
yicI_locusTag_ECDH10B_3838	76	199	33	79	636	6052	1156	2900	59	67	44	189	57	81	0	10
yicJ_locusTag_ECDH10B_3839	0	17	19	23	150	1457	206	507	16	14	0	27	0	12	0	0
yicL_locusTag_ECDH10B_3842	160	379	99	123	49	688	102	148	41	68	50	160	47	67	0	0
yicN_locusTag_ECDH10B_3846	226	506	171	223	157	1235	261	433	161	171	30	378	104	158	0	0
yicO_locusTag_ECDH10B_3847	0	12	15	16	15	0	16	0	0	17	0	0	0	34	0	0
yicS_locusTag_ECDH10B_3844	27	45	0	21	6	29	22	51	0	12	10	44	0	0	0	0
yidA_locusTag_ECDH10B_3883	300	1431	275	481	300	3320	188	910	289	560	210	764	114	395	7	14
yidB_locusTag_ECDH10B_3884	48	156	17	30	0	101	18	40	43	35	4	71	18	0	0	0
yidC_locusTag_ECDH10B_3892	6813	23380	3033	5641	2423	22871	1545	4319	1715	2357	2923	12698	1728	3286	145	87
yidD_locusTag_ECDH10B_3891	57	148	24	9	19	126	29	31	25	18	27	106	0	42	0	3
yidE_locusTag_ECDH10B_3871	732	1505	360	409	364	2324	203	736	718	580	187	971	248	267	11	12
yidF_locusTag_ECDH10B_3857	38	154	6	62	0	209	15	68	36	73	37	72	18	46	0	0
yidG_locusTag_ECDH10B_3858	0	4	19	0	10	66	21	54	0	0	0	21	0	0	0	0
yidH_locusTag_ECDH10B_3859	22	56	14	1	13	194	37	71	28	16	11	52	0	16	0	0
yidI_locusTag_ECDH10B_3860	118	247	69	55	31	314	41	140	43	90	18	165	10	45	0	10
yidJ_locusTag_ECDH10B_3861	7	139	0	49	32	55	33	39	23	21	29	20	25	0	0	0
yidK_locusTag_ECDH10B_3862	12	58	0	0	0	43	0	5	0	11	20	0	0	0	0	0
yidL_locusTag_ECDH10B_3863	9	14	4	45	0	57	5	104	0	0	38	88	0	0	0	0
yidP_locusTag_ECDH10B_3870	0	58	12	6	10	72	14	21	8	11	13	2	7	14	0	0
yidQ_locusTag_ECDH10B_3874	200	692	209	431	104	1105	148	456	218	315	167	654	60	131	26	0
yidR_locusTag_ECDH10B_3875	219	826	181	299	177	1547	159	412	78	238	102	346	59	215	0	0
yidX_locusTag_ECDH10B_3882	51	169	0	50	21	259	38	75	30	28	2	121	27	8	0	0
yidZ_locusTag_ECDH10B_3898	136	675	49	104	17	583	85	169	48	92	73	221	67	157	0	0
yieE_locusTag_ECDH10B_3899	1110	2608	207	429	110	989	120	314	226	419	164	443	120	432	0	0
yieF_locusTag_ECDH10B_3900	479	1095	121	67	87	350	32	93	160	181	43	169	21	185	0	0
yieG_locusTag_ECDH10B_3901	1301	4225	457	571	316	1325	208	330	358	364	753	1897	412	882	57	16
yieH_locusTag_ECDH10B_3902	108	496	151	80	65	465	90	171	42	86	73	186	33	148	0	0
yieI_locusTag_ECDH10B_3903	58	166	0	22	10	59	0	31	20	0	5	68	0	55	0	0
yieK_locusTag_ECDH10B_3905	11	27	26	56	19	73	18	0	0	0	13	34	0	0	0	0
yieL_locusTag_ECDH10B_3906	0	31	11	0	0	31	11	0	0	0	32	39	10	0	0	0
yieM_locusTag_ECDH10B_3933	522	1791	226	287	116	1754	321	342	524	692	118	569	79	270	23	0
yieP_locusTag_ECDH10B_3944	1105	2537	679	1267	397	3846	743	1258	1100	865	228	1030	234	592	0	25
yifB_locusTag_ECDH10B_3953	22	31	21	21	24	222	39	100	19	44	6	36	32	9	0	0
yifE_locusTag_ECDH10B_3952	404	1678	386	845	288	3003	123	800	521	1106	392	1213	393	386	10	36
yifK_locusTag_ECDH10B_3985	1222	2617	612	685	233	1840	137	285	195	370	316	2042	215	440	9	0
yifL_locusTag_ECDH10B_4000	136	353	55	84	100	388	136	179	104	98	22	165	20	19	0	0
yifN_locusTag_ECDH10B_4563	53	275	38	30	20	369	26	154	30	36	11	30	0	14	0	0
yigB_locusTag_ECDH10B_4004	86	551	28	134	92	1023	83	305	35	117	32	160	56	42	33	0
yigE_locusTag_ECDH10B_4006	0	54	0	0	0	76	21	10	0	0	0	42	0	9	0	0
yigF_locusTag_ECDH10B_4008	0	53	0	27	15	85	17	3	22	8	0	20	7	10	0	0
yigG_locusTag_ECDH10B_4009	0	0	0	0	0	11	22	0	0	0	0	21	0	16	0	0
yigI_locusTag_ECDH10B_4011	135	280	46	26	22	479	35	178	17	11	81	256	0	38	0	0
yigL_locusTag_ECDH10B_4017	598	1502	211	397	230	1902	159	458	296	339	267	640	105	366	0	12
yigP_locusTag_ECDH10B_4025	429	1434	158	477	279	2505	452	870	295	231	218	848	124	200	33	13
yigZ_locusTag_ECDH10B_4037	459	828	245	314	282	2271	348	552	301	172	79	617	162	325	0	10
yihD_locusTag_ECDH10B_4047	159	315	90	205	17	934	157	268	57	223	1	73	16	21	0	0
yihE_locusTag_ECDH10B_4048	2839	7347	757	1170	905	7208	1073	2938	656	1340	940	3454	811	1743	63	79
yihF_locusTag_ECDH10B_4050	191	755	133	272	34	605	84	149	77	75	68	317	99	223	0	0
yihG_locusTag_ECDH10B_4051	114	725	42	67	99	367	36	75	0	107	110	461	3	81	0	0
yihI_locusTag_ECDH10B_4056	496	1215	376	907	372	3042	490	725	204	256	364	1526	235	380	11	26
yihL_locusTag_ECDH10B_4062	27	257	42	104	34	272	29	89	55	58	29	106	32	56	0	0
yihM_locusTag_ECDH10B_4063	44	188	39	54	53	249	14	55	75	8	22	103	26	52	0	0
yihN_locusTag_ECDH10B_4064	68	153	10	14	19	62	17	45	29	0	0	84	38	0	0	0
yihO_locusTag_ECDH10B_4066	8	56	18	18	0	74	14	49	13	26	19	14	0	5	0	0
yihP_locusTag_ECDH10B_4067	36	23	15	0	33	98	6	59	0	0	0	31	16	13	0	0
yihQ_locusTag_ECDH10B_4068	25	16	0	65	0	119	11	16	15	0	5	65	0	0	11	0
yihR_locusTag_ECDH10B_4069	0	0	0	15	0	38	0	0	12	0	0	0	37	0	0	0
yihS_locusTag_ECDH10B_4070	21	7	0	48	0	66	0	33	0	19	0	3	0	5	0	0
yihT_locusTag_ECDH10B_4071	15	15	0	0	13	26	0	11	0	0	0	12	0	3	0	0
yihU_locusTag_ECDH10B_4072	3	31	0	7	0	11	0	6	0	0	0	0	0	0	0	0
yihV_locusTag_ECDH10B_4073	20	77	29	11	0	63	28	18	6	22	16	20	0	14	0	0
yihW_locusTag_ECDH10B_4074	78	281	38	58	92	668	113	116	76	71	56	151	49	36	0	0
yihX_locusTag_ECDH10B_4075	207	447	76	108	95	1909	212	861	104	276	45	310	51	65	0	0
yiiD_locusTag_ECDH10B_4078	452	1269	496	399	350	3360	605	900	385	366	284	769	133	333	23	0
yiiE_locusTag_ECDH10B_4079	24	0	16	0	31	30	0	13	0	0	0	1	10	0	0	0
yiiF_locusTag_ECDH10B_4080	16	66	14	20	32	335	28	89	34	40	0	46	19	28	0	0
yiiG_locusTag_ECDH10B_4086	62	292	40	31	0	99	9	0	0	35	2	63	35	14	0	0
yiiL_locusTag_ECDH10B_4091	0	22	0	0	9	35	13	14	0	0	21	0	0	0	0	0
yiiM_locusTag_ECDH10B_4100	248	746	87	158	108	1182	362	615	71	35	38	165	42	109	0	0
yiiQ_locusTag_ECDH10B_4109	48	263	22	44	18	381	23	52	75	40	7	164	0	47	0	10
yiiR_locusTag_ECDH10B_4110	43	97	47	8	47	282	53	107	23	37	36	114	16	29	0	0
yiiS_locusTag_ECDH10B_4111	56	158	0	37	0	106	5	45	16	116	15	85	10	37	0	0
yiiT_locusTag_ECDH10B_4112	91	267	10	33	25	191	0	102	53	117	31	59	19	53	0	0
yiiU_locusTag_ECDH10B_4117	2492	7902	1924	5250	3047	34902	3290	12191	3978	3982	1141	7400	1415	2097	57	108
yiiX_locusTag_ECDH10B_4126	319	673	102	67	50	413	69	73	88	103	38	240	12	154	0	0
yijD_locusTag_ECDH10B_4153	510	1155	465	475	171	1788	323	898	574	485	173	1105	121	320	6	0
yijE_locusTag_ECDH10B_4132	526	826	107	123	118	838	169	209	185	214	185	355	68	155	0	0
yijF_locusTag_ECDH10B_4133	10	112	12	46	8	115	0	24	0	17	0	24	13	3	0	0
yijO_locusTag_ECDH10B_4142	183	557	74	118	51	664	18	112	17	124	81	224	21	79	8	0
yijP_locusTag_ECDH10B_4143	382	2277	265	472	362	3433	377	875	219	557	398	2302	475	447	52	13
yjaA_locusTag_ECDH10B_4200	276	937	53	131	84	747	55	168	60	6	224	607	227	214	0	12
yjaB_locusTag_ECDH10B_4201	78	115	68	9	4	368	50	156	13	29	0	41	26	21	0	0
yjaG_locusTag_ECDH10B_4188	353	1431	141	265	188	1810	192	507	194	108	130	486	51	327	23	0
yjaH_locusTag_ECDH10B_4190	517	1950	342	416	250	2326	157	577	192	260	53	867	106	259	0	0
yjbA_locusTag_ECDH10B_4219	57	174	20	95	140	1089	295	756	61	18	186	248	101	91	21	31
yjbB_locusTag_ECDH10B_4209	205	551	194	89	51	607	53	105	164	190	73	302	54	164	3	0
yjbD_locusTag_ECDH10B_4212	679	1195	122	220	49	569	48	188	309	332	61	447	83	200	14	0
yjbE_locusTag_ECDH10B_4215	6	15	324	1493	30	248	89	161	11	5	1169	2902	87	60	24	22
yjbF_locusTag_ECDH10B_4216	0	23	34	15	0	39	0	0	4	0	51	232	0	0	0	0
yjbG_locusTag_ECDH10B_4217	9	15	0	44	0	18	0	0	0	0	88	196	19	0	0	0
yjbH_locusTag_ECDH10B_4218	59	95	151	160	35	219	24	114	22	13	124	859	29	99	0	0
yjbI_locusTag_ECDH10B_4227	17	149	20	14	41	193	98	74	8	25	0	137	55	97	14	16
yjbJ_locusTag_ECDH10B_4234	136	389	156	459	108	1078	338	728	103	205	168	670	100	104	12	0
yjbL_locusTag_ECDH10B_4236	0	13	0	0	0	2	0	22	8	6	7	1	0	0	0	0
yjbM_locusTag_ECDH10B_4237	13	46	0	9	0	15	11	8	0	0	17	0	0	0	0	0
yjbQ_locusTag_ECDH10B_4245	127	624	80	110	77	685	75	173	112	266	67	205	18	57	7	0
yjbR_locusTag_ECDH10B_4246	124	331	8	189	95	588	45	154	89	265	94	261	34	125	3	0
yjcB_locusTag_ECDH10B_4249	325	941	186	293	225	932	138	341	70	153	228	301	71	281	20	0
yjcD_locusTag_ECDH10B_4254	173	823	116	84	118	989	136	419	67	26	53	424	114	211	5	0
yjcE_locusTag_ECDH10B_4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yjcF_locusTag_ECDH10B_4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yjcH_locusTag_ECDH10B_4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yjcO_locusTag_ECDH10B_4269	147	392	77	123	72	1183	218	427	162	135	70	326	60	104	0	0
yjcP_locusTag_ECDH10B_4271	22	21	12	0	0	85	0	0	0	0	0	37	0	0	0	0
yjcQ_locusTag_ECDH10B_4272	0	68	18	0	0	105	0	26	18	11	22	22	0	0	0	0
yjcR_locusTag_ECDH10B_4273	0	0	0	0	0	0	11	4	0	0	0	9	9	0	0	0
yjcS_locusTag_ECDH10B_4274	9	8	0	0	0	59	12	13	20	0	0	0	0	0	0	0
yjcZ_locusTag_ECDH10B_4302	50	119	35	9	0	63	14	45	0	13	14	57	1	0	0	0
yjdA_locusTag_ECDH10B_4301	161	445	50	156	44	498	124	240	50	63	53	178	18	68	0	0
yjdC_locusTag_ECDH10B_4328	238	753	183	381	295	3107	460	865	88	260	177	713	115	221	11	0
yjdF_locusTag_ECDH10B_4313	19	118	35	50	62	371	24	63	19	47	4	74	0	24	0	0
yjdI_locusTag_ECDH10B_4318	33	40	15	38	0	51	42	28	6	0	0	8	0	24	0	0
yjdJ_locusTag_ECDH10B_4319	61	139	32	195	40	509	56	163	64	63	28	78	43	69	0	0
yjdK_locusTag_ECDH10B_4320	14	11	21	15	0	52	9	5	45	12	26	43	0	0	0	0
yjdL_locusTag_ECDH10B_4323	92	109	50	16	67	296	56	51	17	41	32	137	0	8	0	0
yjdO_locusTag_ECDH10B_4321	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
yjdP_locusTag_ECDH10B_4282	56	244	12	91	91	591	139	210	59	40	38	194	27	67	0	0
yjeE_locusTag_ECDH10B_4363	17	111	22	16	0	269	41	95	43	33	25	76	29	5	0	0
yjeF_locusTag_ECDH10B_4362	263	927	89	215	197	1589	290	546	137	202	113	546	71	157	26	0
yjeH_locusTag_ECDH10B_4334	287	776	242	229	220	2119	391	554	78	77	196	507	99	226	0	0
yjeI_locusTag_ECDH10B_4337	542	1824	691	800	772	7616	784	2627	628	656	339	1595	214	265	0	6
yjeJ_locusTag_ECDH10B_4338	150	139	0	16	44	247	44	93	13	56	22	163	58	16	0	0
yjeM_locusTag_ECDH10B_4351	92	175	8	36	0	133	16	38	13	0	45	152	0	31	0	15
yjeN_locusTag_ECDH10B_4352	0	8	0	0	20	32	0	0	0	22	26	6	0	38	0	0
yjeO_locusTag_ECDH10B_4353	6	86	0	5	0	46	0	0	16	10	12	70	0	8	0	0
yjeP_locusTag_ECDH10B_4354	1607	3791	575	1126	644	5928	748	1394	455	654	454	2235	524	796	16	27
yjeS_locusTag_ECDH10B_4361	671	2148	460	543	449	4139	653	989	201	338	184	908	236	406	1	14
yjeT_locusTag_ECDH10B_4371	81	134	14	18	30	97	25	25	30	16	17	27	8	72	0	0
yjfC_locusTag_ECDH10B_4381	41	21	0	0	0	49	3	11	0	30	0	17	0	14	0	0
yjfF_locusTag_ECDH10B_4426	264	906	157	193	126	846	159	326	187	128	87	435	34	179	0	0
yjfI_locusTag_ECDH10B_4376	0	37	0	41	12	10	0	9	0	0	0	32	0	0	0	0
yjfJ_locusTag_ECDH10B_4377	19	51	7	0	0	104	18	59	0	0	0	15	10	19	0	0
yjfK_locusTag_ECDH10B_4378	7	92	0	8	0	31	0	12	0	0	14	31	6	37	0	0
yjfL_locusTag_ECDH10B_4379	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0
yjfM_locusTag_ECDH10B_4380	11	29	0	7	0	4	0	0	0	0	2	0	12	0	0	0
yjfN_locusTag_ECDH10B_4383	71	405	84	97	386	1946	578	1539	95	120	67	358	264	294	30	0
yjfO_locusTag_ECDH10B_4384	188	303	58	81	216	582	94	726	350	228	68	269	22	30	0	0
yjfP_locusTag_ECDH10B_4385	61	175	18	66	119	625	91	213	46	51	67	145	33	46	0	0
yjfY_locusTag_ECDH10B_4394	4	0	14	0	0	0	10	21	0	0	0	22	0	6	0	0
yjfZ_locusTag_ECDH10B_4399	0	108	22	8	0	156	0	18	21	0	0	19	8	27	0	0
yjgA_locusTag_ECDH10B_4429	1193	2739	884	1125	624	3480	334	1137	399	376	477	1566	225	543	18	11
yjgB_locusTag_ECDH10B_4462	48	172	165	230	136	1488	243	733	63	57	70	674	11	109	16	0
yjgF_locusTag_ECDH10B_4438	678	3057	600	2225	630	5439	392	1293	926	1485	436	1725	267	624	6	19
yjgH_locusTag_ECDH10B_4442	14	70	17	30	0	107	17	42	18	0	4	31	63	0	0	0
yjgI_locusTag_ECDH10B_4443	17	95	16	12	6	83	5	40	87	48	56	60	78	0	16	0
yjgJ_locusTag_ECDH10B_4444	33	138	33	84	35	183	45	33	59	74	51	83	27	71	0	1
yjgK_locusTag_ECDH10B_4445	163	485	89	119	233	1288	260	463	222	242	20	206	94	200	0	6
yjgL_locusTag_ECDH10B_4446	47	218	106	87	65	543	17	238	42	46	50	138	43	112	0	0
yjgM_locusTag_ECDH10B_4449	59	125	20	99	31	407	20	145	44	38	13	96	16	25	0	0
yjgN_locusTag_ECDH10B_4450	21	47	12	0	21	123	60	44	15	38	0	36	16	71	0	0
