Chr	Locus	Gene Name	EF State 1	EF State 2	EF State 3	EF State 4	EF State 5	EF State 6	EF State 7	EF State 8
DH10B	ECDH10B_3494	rplD	4992.6	5599.6	5408	9131.4	4068	2732.9	1823.7	1082.4
DH10B	ECDH10B_3495	rplC	8358.4	10422.6	8395.9	7364.8	4709.8	4140.9	2453.5	1930.1
DH10B	ECDH10B_3496	rpsJ	4846.3	3996.9	4628.5	4464.5	3057.1	1825.5	1266.4	1111.2
DH10B	ECDH10B_3497	pioO	0	9.4	0	0	0	23.8	32.4	26.6
DH10B	ECDH10B_3498	gspA	7.7	12.6	11.4	0	13.4	6	10.3	13.3
DH10B	ECDH10B_3499	gspC	14.4	10.4	0	21	0	1.4	0	0
DH10B	ECDH10B_3500	gspD	24.6	24.8	3.1	8.5	0	6.7	18.2	13.6
DH10B	ECDH10B_3501	gspE	20.3	15.2	0	0	16.9	4.7	6.6	7.7
DH10B	ECDH10B_3502	gspF	4.3	21.5	9.5	0	8.2	12.5	20.9	7.8
DH10B	ECDH10B_3503	gspG	0	7.6	0	14.7	10.2	3.8	0	0
DH10B	ECDH10B_3504	gspH	14.8	7.7	53.5	15.8	0	2.4	0	0
DH10B	ECDH10B_3505	gspI	0	0.8	0	0	0	0	0	19.2
DH10B	ECDH10B_3506	gspJ	0	7.8	20.6	0	21.3	22.6	30.9	8.2
DH10B	ECDH10B_3507	gspK	52.6	26.8	26.2	2.2	10.9	23.8	13.8	28.5
DH10B	ECDH10B_3508	gspL	21.8	44.7	41.7	12.4	47.7	32.5	15	32.1
DH10B	ECDH10B_3509	gspM	11.2	11.3	0	1.2	0	25.9	4.9	18.3
DH10B	ECDH10B_3510	gspO	62.5	52.8	68.2	34.8	64.8	71.7	58.1	55.2
DH10B	ECDH10B_3511	bfr	18.8	52.6	144.7	221.4	114.6	150.1	122.2	139.2
DH10B	ECDH10B_3512	bfd	0	0	0	24.7	27.6	42.3	23.3	13.9
DH10B	ECDH10B_3514	tufA	8066.7	11485.8	11954.6	14833.1	10586.2	10578.1	7378.4	7411.1
DH10B	ECDH10B_3515	fusA	9046.1	9964.1	12106.4	13290.5	9922.2	8425.5	5472.5	5425.1
DH10B	ECDH10B_3516	rpsG	3989.1	4755.4	4052.1	5314.8	4292.9	4006.5	3075.4	2989.4
DH10B	ECDH10B_3518	yheL	39.2	22.5	36.9	70.7	28	9	0	11.5
DH10B	ECDH10B_3519	yheM	149.1	98.6	174.9	52.1	114.5	18.6	0	17.6
DH10B	ECDH10B_3520	yheN	199.5	152.5	129.3	157.9	187.6	63.2	68.5	40.5
DH10B	ECDH10B_3521	yheO	216.2	293.8	195.1	215.1	126.5	164.1	129.8	146.5
DH10B	ECDH10B_3522	fkpA	704.7	694.2	1039.2	1588	1359.5	1582	1908.6	1208
DH10B	ECDH10B_3523	slyX	0	20.9	0	0	0	12.2	0	8.3
DH10B	ECDH10B_3524	slyD	1859.9	1765.2	1652.9	1502.3	2486	1578.6	1023.3	799
DH10B	ECDH10B_3525	yheV	0	6.3	0	0	0	12.3	45.2	19.5
DH10B	ECDH10B_3526	kefB	156.9	103.2	93.2	99.2	51.1	59.2	81.3	57.5
DH10B	ECDH10B_3527	kefG	117.9	37.8	6.8	110.1	37.1	27.3	0	73.4
DH10B	ECDH10B_3528	yheS	139.2	259.2	158.5	207.8	165.8	216.2	180.3	142.7
DH10B	ECDH10B_3529	yheT	93.4	113.6	69.7	101.2	93.8	121.8	45.1	80.5
DH10B	ECDH10B_3530	yheU	64.5	24.5	0	0	0	9.9	0	11
DH10B	ECDH10B_3531	prkB	198.6	190.3	156	138.7	254.5	279.4	305.4	259.1
DH10B	ECDH10B_3532	yhfA	141.8	121.6	125.5	132.4	265.6	246.6	200	187.7
DH10B	ECDH10B_3533	crp	1276.1	989.9	848.3	618.3	1065	1105	908.8	1396.2
DH10B	ECDH10B_3534	yhfK	176.8	166.4	96.3	108.1	117.2	163.2	92.5	130.8
DH10B	ECDH10B_3535	argD	69.8	64.6	86.3	80.8	13.2	78.8	44.6	32.6
DH10B	ECDH10B_3536	pabA	35.1	35.8	18.8	12.4	0	22.5	24.2	18.2
DH10B	ECDH10B_3537	fic	171	67.8	31.4	75.6	50.5	69.1	154.4	87.1
DH10B	ECDH10B_3538	yhfG	0	0	0	0	0	0	0	0
DH10B	ECDH10B_3539	ppiA	152	202.5	33.1	138.5	78.2	62.3	55.5	42.1
DH10B	ECDH10B_3540	tsgA	28.7	76	46.2	60.8	36.4	30.6	27.5	16.6
DH10B	ECDH10B_3541	nirB	150.8	178.5	3.6	12.6	19	12	7.4	21.3
DH10B	ECDH10B_3542	nirD	24.5	59.9	0	0	0	5.4	0	0
DH10B	ECDH10B_3543	nirC	96.2	79	0	0	13.3	11.8	0	16.5
DH10B	ECDH10B_3544	cysG	252.2	190.2	88.3	133.8	148.1	130.7	154.3	78
DH10B	ECDH10B_3545	yhfL	0	0	0	0	0	0	0	0
DH10B	ECDH10B_3546	frlA	3.5	4	3.4	5.6	22.8	3.6	0	3.2
DH10B	ECDH10B_3547	frlB	13.3	4.6	5.2	7.3	9.6	24	13.3	8
DH10B	ECDH10B_3548	frlC	17.6	6.8	0	29.7	35.6	9.8	8.2	9.8
DH10B	ECDH10B_3549	frlD	11.4	17.3	11.6	36.8	0	17.3	4.8	22.3
DH10B	ECDH10B_3550	frlR	87.5	65.3	71.5	82	53.9	142.1	115.8	162.8
DH10B	ECDH10B_3551	yhfS	7.8	21.5	7.7	8.4	14	12.8	24.4	18.3
DH10B	ECDH10B_3552	yhfT	7.2	16.9	18	4.9	0	15.8	5.8	18.5
DH10B	ECDH10B_3553	yhfU	8	13.8	0	0	0	5.5	0	17.9
DH10B	ECDH10B_3554	php	67.5	15.1	19.8	7.9	10.2	24.7	7.8	35.7
DH10B	ECDH10B_3555	yhfW	8.1	8.6	9.9	5.2	5.1	12.3	0	1.2
DH10B	ECDH10B_3556	yhfX	8.1	0.8	0	0	0	0.5	0	0
DH10B	ECDH10B_3557	yhfY	15.6	23.5	0	26.6	4.9	17.6	0	27.4
DH10B	ECDH10B_3558	yhfZ	15.1	10.6	25.1	33.1	33.6	13	25.9	8.7
DH10B	ECDH10B_3559	trpS	374.3	294.8	185.6	347.8	300.6	326.6	171.7	200
DH10B	ECDH10B_3560	gph	103	156.4	130.9	105.3	98	146.8	132.6	97.4
DH10B	ECDH10B_3561	rpe	145.1	198.6	210.3	234.9	133.5	233.9	176.4	128.2
DH10B	ECDH10B_3562	dam	293.6	261.5	169.4	208.8	197.1	234.6	282.2	94.8
DH10B	ECDH10B_3563	damX	512.4	726	409.6	621.1	362.9	359.8	264.1	331.5
DH10B	ECDH10B_3564	aroB	991.2	868.1	766.8	617.9	448.6	312.6	319	251
DH10B	ECDH10B_3565	aroK	1088.5	911	828.2	765.2	352	275.7	333.5	327.2
DH10B	ECDH10B_3566	hofQ	23.2	6	3.7	25.1	0	13.1	4.9	12.2
DH10B	ECDH10B_3567	yrfA	16.3	4.3	0	25.2	0	11.2	0	0
DH10B	ECDH10B_3568	yrfB	26.7	0	0	30.4	0	1.2	0	8.9
DH10B	ECDH10B_3569	yrfC	0	3.2	0	0	0	5.2	21	13.4
DH10B	ECDH10B_3570	yrfD	4.2	7.9	28.2	15.1	0	13.2	10.7	0
DH10B	ECDH10B_3571	mrcA	160.2	220.3	145.6	122.2	67.4	39.5	26.1	30.6
DH10B	ECDH10B_3572	nudE	381.8	434.4	60.8	58.3	44.7	109.1	91.8	90.4
DH10B	ECDH10B_3573	yrfF	65	105.4	44.4	33.1	109.5	125.5	70.2	100.6
DH10B	ECDH10B_3574	yrfG	242.1	197.9	202.9	165.9	237.2	194.3	149.4	156.5
DH10B	ECDH10B_3575	hslR	306.8	176.7	154.7	220.1	124.9	225.6	212.8	222.9
DH10B	ECDH10B_3576	hslO	216.4	289.1	103.5	209.8	169.3	279	154.1	139.4
DH10B	ECDH10B_3577	yhgE	85.4	60.8	50.6	51.6	44.7	47.4	73.7	46.9
DH10B	ECDH10B_3578	pck	933.7	1067.3	924.8	662.7	989.2	1151	1031.2	1272.9
DH10B	ECDH10B_3579	envZ	113.4	110.2	98.7	68.6	36.4	58.5	47.6	72.5
DH10B	ECDH10B_3580	ompR	110.5	136.3	169.6	90.1	87.2	138.9	38.9	136.2
DH10B	ECDH10B_3581	greB	41.4	41	41.3	38.2	58.3	47.2	34.9	51.9
DH10B	ECDH10B_3582	yhgF	104.2	129.4	102.9	151.9	162.5	186.6	63.9	82.3
DH10B	ECDH10B_3583	feoA	0	11.8	0	0	0	0	0	5.3
DH10B	ECDH10B_3584	feoB	64.5	58	31	43.9	37.8	27	53.5	23.1
DH10B	ECDH10B_3585	yhgG	0	13.3	16	0	0	10.4	0	0
DH10B	ECDH10B_3587	bioH	40.9	64.3	44.3	93.9	58.1	87.4	83.5	63.8
DH10B	ECDH10B_3588	gntX	121.8	124.6	93.1	181.1	152	116.8	205.8	130.6
DH10B	ECDH10B_3589	gntY	190.4	205.2	820.3	538.9	345.5	655.8	435	441.1
DH10B	ECDH10B_3590	gntT	87.9	36.3	47.8	82.2	68.1	51.5	51.2	92.8
DH10B	ECDH10B_3591	malQ	107.7	100	86.9	50.1	134.6	112.2	178.6	227.6
DH10B	ECDH10B_3592	malP	130.2	92	72.5	136.6	141.9	126.8	288.4	381.9
DH10B	ECDH10B_3593	malT	190.3	163.5	182.5	180.3	188.5	295.6	234.4	411.9
DH10B	ECDH10B_3594	rtcA	54.6	53.5	36.5	47.4	14.1	33.2	41.7	77.7
DH10B	ECDH10B_3595	rtcB	8.8	20.7	29.1	15.3	11	24.3	78.3	34.7
DH10B	ECDH10B_3596	rtcR	53.3	79.6	20.9	12.4	18.5	22.6	10.9	12.1
DH10B	ECDH10B_3597	glpR	258.6	393	175.9	241.6	166.5	229.5	179.5	153.1
DH10B	ECDH10B_3598	glpG	639.6	424.1	211.7	196.8	174.8	182	274.2	140.9
DH10B	ECDH10B_3599	glpE	154	167	99.7	44.3	5.5	33.1	20.8	36
DH10B	ECDH10B_3600	glpD	2218.7	2427.3	3306.2	3398.1	3656.6	3601	3824.4	3002.9
DH10B	ECDH10B_3601	yzgL	260.4	315.7	180.2	422.1	203.4	249.5	260.4	94.2
DH10B	ECDH10B_3602	glgP	325	398.7	324.1	285.4	321.5	311.7	348.5	288.7
DH10B	ECDH10B_3603	glgA	254.7	197.6	172.4	162.3	243.2	178.4	196.4	231.5
DH10B	ECDH10B_3604	glgC	205.6	193.5	229.4	238.3	194.4	185.7	260.5	254
DH10B	ECDH10B_3605	glgX	164.3	138.6	136.4	93.7	94.5	103.7	100.1	136.5
DH10B	ECDH10B_3606	glgB	241.9	274.1	211.9	154.2	167.6	201.8	280.7	252.8
DH10B	ECDH10B_3607	asd	715.5	777.4	1071.7	945.1	878.6	1105.8	1095.6	1304.2
DH10B	ECDH10B_3608	yhgN	40.4	77.1	20.4	44.2	178.1	81.8	123.6	85.3
DH10B	ECDH10B_3609	gntU	56.2	43	21.5	25.2	24.7	28.1	28.2	20.9
DH10B	ECDH10B_3610	gntK	11.6	29	33	15.2	54.3	27.7	65.9	10.3
DH10B	ECDH10B_3611	gntR	277.9	286.7	268.8	161.5	238.5	209.7	187.7	187.2
DH10B	ECDH10B_3612	yhhW	129.9	163.3	109	71.6	99.2	156.7	137	98.4
DH10B	ECDH10B_3613	yhhX	172.8	222.5	219.2	296	296.2	326.3	229.7	273.2
DH10B	ECDH10B_3615	yhhY	80.9	30.7	40.3	23	29.3	57.8	44.9	70.3
DH10B	ECDH10B_3616	yhhZ	7.2	8.2	0	5	14.4	12.6	1.9	4.4
DH10B	ECDH10B_3617	yrhA	0	14.5	0	7.8	0	0.2	0	5.8
DH10B	ECDH10B_3618	insA-6	104	89.8	24.7	36.9	149.4	83.7	161.8	124.6
DH10B	ECDH10B_3619	insB-6	322.2	280	269.4	119.1	174.3	242	225.3	302.3
DH10B	ECDH10B_3620	yrhB	0	0	0	0	0	10.5	0	0
DH10B	ECDH10B_3621	ggt	23	22.1	43.5	51.1	16.5	30.8	22.6	40
DH10B	ECDH10B_3622	yhhA	31	63	27.5	59.6	105.7	53.8	15.4	40.4
DH10B	ECDH10B_3623	ugpQ	44.9	40.5	18.3	55.5	41	25	19.3	63.7
DH10B	ECDH10B_3624	ugpC	14.1	19.2	41.1	38.5	25.1	41.1	36.8	37.5
DH10B	ECDH10B_3625	ugpE	0	0	12.6	20.3	23.3	12.7	15.2	8.6
DH10B	ECDH10B_3626	ugpA	3.2	5.2	10.2	0	2	12.8	0	8.2
DH10B	ECDH10B_3627	ugpB	24.3	15.3	13.8	46.8	18.4	22.6	11.5	63.2
DH10B	ECDH10B_3628	livF	65.3	45.3	13.8	0	31.4	50.9	71	42.7
DH10B	ECDH10B_3629	livG	56.4	67.8	0	6.3	47.9	46.8	35.5	35.8
DH10B	ECDH10B_3630	livM	69.6	37.9	8.3	2.1	63.8	43	26.7	43.4
DH10B	ECDH10B_3631	livH	53.3	31.2	8.2	11	94.8	28.3	13.1	58.9
DH10B	ECDH10B_3632	livK	60.2	48.1	10.9	11.1	67	37.9	31.4	55.5
DH10B	ECDH10B_3633	yhhK	68.7	84.3	0	47.5	151.7	53.7	106.4	47.1
DH10B	ECDH10B_3634	livJ	188.5	161.7	346.9	257.9	120.2	113.9	54.9	123.3
DH10B	ECDH10B_3635	rpoH	3462.1	5162.5	1667.7	2039.9	1915.5	1574.4	2299.2	2400.4
DH10B	ECDH10B_3636	ftsX	509	375.6	322.3	364	342	267.5	167.3	228.8
DH10B	ECDH10B_3637	ftsE	514.4	286.2	95.2	149.1	146.1	198.2	151.6	239.9
DH10B	ECDH10B_3638	ftsY	569.7	571.4	375.2	606.5	202.8	326.5	317.2	254.9
DH10B	ECDH10B_3639	yhhF	83.6	55	101.6	69.2	84.1	81.2	55.8	62.2
DH10B	ECDH10B_3640	yhhL	31.4	40.3	42.1	53.6	29.9	37.8	33.6	27.9
DH10B	ECDH10B_3641	yhhM	5.2	62.3	35.8	16.4	0	51.6	4.2	49.5
DH10B	ECDH10B_3642	yhhN	226.7	165.1	88.3	85.5	127.2	128.5	65.2	92.4
DH10B	ECDH10B_3643	zntA	148.1	122.4	115.9	121.4	81.1	62.2	53.4	60.1
DH10B	ECDH10B_3644	sirA	15.3	26.3	3.1	0	0	15.9	116.9	84.6
DH10B	ECDH10B_3645	yhhQ	85.5	166.1	71.7	61.2	66	146.6	156.8	131.8
DH10B	ECDH10B_3646	dcrB	302.9	506.9	473	682.2	551	877.2	788.1	588.9
DH10B	ECDH10B_3647	yhhS	180.9	106.8	57.3	70.4	55.9	82.9	96.9	88.2
DH10B	ECDH10B_3648	yhhT	13.9	28.4	14.4	36.3	3.4	10.1	41.8	31.6
DH10B	ECDH10B_3649	acpT	155.3	178.8	51.6	116.7	152.5	44.9	0	81.1
DH10B	ECDH10B_3650	nikA	60.4	63.3	0	17	4.6	5.6	6.7	3.8
DH10B	ECDH10B_3651	nikB	94.6	80.8	0	17.6	11.4	5.9	0	3.8
DH10B	ECDH10B_3652	nikC	56.4	83.3	0	0	0	2.6	5.4	6.2
DH10B	ECDH10B_3653	nikD	90.5	112.4	9.9	0	0	7.1	14.8	7.1
DH10B	ECDH10B_3654	nikE	50.7	106.6	0	0	0	25.7	17.8	4.5
DH10B	ECDH10B_3655	nikR	149.9	122.5	35.8	64	71.4	105.7	114.9	154.6
DH10B	ECDH10B_3656	rhsB	100.9	70.1	48	34	54.8	48.7	57	44
DH10B	ECDH10B_3657	yhhH	19.6	17.7	25.7	20.9	53.7	15.9	102.5	7.1
DH10B	ECDH10B_3658	yrhC	0	0	46.2	0	0	0	0	0
DH10B	ECDH10B_3659	yhhI	14.9	34	10	26.9	32.3	24.5	73.9	21.5
DH10B	ECDH10B_3660	yhhJ	69.9	54.4	12.8	25.7	36.7	38	18.2	36.5
DH10B	ECDH10B_3661	rbbA	93.4	74.2	29.7	29.6	20.3	26.1	40.1	17.6
DH10B	ECDH10B_3663	yhiJ	12.2	13.3	10.7	9.9	0	14.7	17.7	6.9
DH10B	ECDH10B_3666	yhiL	9.1	11.4	0	4.3	0	1.2	2.8	5.3
DH10B	ECDH10B_3667	yhiM	18.3	41.8	44.7	5.6	25.5	16.5	9.3	2.3
DH10B	ECDH10B_3668	yhiN	209.4	145.6	168.3	79.3	117	82.1	70.5	47.7
DH10B	ECDH10B_3669	pitA	1170.9	1041.9	502.6	581.9	355	332.9	258.4	279.4
DH10B	ECDH10B_3670	uspB	25.2	42.7	0	0	0	14.7	6.8	0
DH10B	ECDH10B_3671	uspA	889.5	497.4	371.4	653.2	692.4	1212.8	1339.9	1370.6
DH10B	ECDH10B_3672	yhiP	66	37.8	22.2	27.4	64.6	47	33.5	71
DH10B	ECDH10B_3673	yhiQ	50.6	67.9	57.4	17.8	45.2	49.3	32.2	48.1
DH10B	ECDH10B_3674	prlC	174.9	143	154.4	150.1	175.5	255.5	190.8	263.6
DH10B	ECDH10B_3675	yhiR	260.8	270.5	227.6	256.9	325.4	259.5	221.8	189.3
DH10B	ECDH10B_3676	gor	321.1	213.9	260.1	201.7	292.8	297.8	172.3	258
DH10B	ECDH10B_3677	arsR	6.6	5.4	30	22.7	0	11.4	0	18.8
DH10B	ECDH10B_3678	arsB	39.8	14.1	21.8	8.3	6.3	8	2.9	21.3
DH10B	ECDH10B_3679	arsC	0	5.6	0	0	0	14.5	0	7.1
DH10B	ECDH10B_3680	yhiS	0	15.9	10.7	0	3.4	9.4	0	3.1
DH10B	ECDH10B_3681	insH-11	454.5	363.2	391.5	374.3	305	305.4	351.3	351.9
DH10B	ECDH10B_3682	slp	21.6	50.9	13.4	42.6	3.2	20.7	22.7	12.2
DH10B	ECDH10B_3683	yhiF	5.3	41.3	44.3	0	0	8.7	31.4	19.9
DH10B	ECDH10B_3684	yhiD	26.9	29.5	12.9	13.2	0	6.7	24.5	0
DH10B	ECDH10B_3685	hdeB	30.2	94.6	0	37.7	0	11	0	0
DH10B	ECDH10B_3686	hdeA	86.2	91.5	100.2	0	0	11.5	0	4.5
DH10B	ECDH10B_3687	hdeD	17.3	67.2	0	12.2	0	9.9	0	14.7
DH10B	ECDH10B_3688	gadE	8.9	99.2	7.2	25.4	0	2.7	22.9	0
DH10B	ECDH10B_3689	mdtE	33.7	29.8	5.9	10.6	0	21.8	14.4	28.9
DH10B	ECDH10B_3690	mdtF	33.4	48.8	32.1	11.4	10.9	22	26.7	17.3
DH10B	ECDH10B_3691	gadW	19.4	78.2	2.1	22.1	0	18.7	18.7	13.2
DH10B	ECDH10B_3693	gadX	196.9	158.4	17.5	0	19.6	7.8	37.6	6.2
DH10B	ECDH10B_3694	gadA	44.4	38	8.1	21	28.8	15.7	14.6	26.7
DH10B	ECDH10B_3695	yhjA	34.3	33.8	11.9	11.9	27.6	17.7	25.4	24.2
DH10B	ECDH10B_3696	treF	46.5	34.7	40	25.7	17.4	38.1	62.4	35.7
DH10B	ECDH10B_3697	yhjB	0.8	42.1	0	0	17.8	6.5	0	11.5
DH10B	ECDH10B_3698	yhjC	15.5	20.5	0	0	0	5.7	12.5	7.1
DH10B	ECDH10B_3699	yhjD	18.6	18.1	5.2	11.1	4.4	21.9	44	34.5
DH10B	ECDH10B_3700	yhjE	59.8	49	43	52.7	61	29.3	28.6	33.1
DH10B	ECDH10B_3701	yhjG	5.7	10	12.4	25.6	20.7	30.9	33.9	37.5
DH10B	ECDH10B_3702	yhjH	9.2	8	39.5	3.5	9.3	1.6	7.9	0
DH10B	ECDH10B_3703	kdgK	66.8	64.7	69.3	22.5	82.9	112.3	87.9	49
DH10B	ECDH10B_3704	yhjJ	165.7	187.4	150	236.4	201.8	160.5	243.2	221.7
DH10B	ECDH10B_3706	yhjK	136.9	150.8	67.3	171.3	82.3	156.6	110.6	116.7
DH10B	ECDH10B_3707	bcsC	29	37	36	29.8	26.1	30	36.2	26.1
DH10B	ECDH10B_3708	bcsZ	20	20.5	15.1	7.3	1.6	5.3	0	12
DH10B	ECDH10B_3709	bcsB	11.1	27.5	6.8	18.8	11.9	14.6	16.5	15.7
DH10B	ECDH10B_3710	bcsA	38.3	33.2	12.5	19.4	41.8	13.3	10.7	11.8
DH10B	ECDH10B_3711	yhjQ	85.2	60.2	34.3	53.7	11.1	15.7	30.1	12
DH10B	ECDH10B_3712	yhjR	0	12.5	0	0	0	1.6	0	0
DH10B	ECDH10B_3714	bcsF	0	0	0	0	0	8.1	0	0
DH10B	ECDH10B_3715	bcsG	89.9	95.9	48.3	39.6	25.1	30.2	12.2	35.9
DH10B	ECDH10B_3716	ldrD	0	0	0	0	0	0	0	0
DH10B	ECDH10B_3718	yhjV	277.9	260.2	353.6	409.3	219.2	223.1	93.4	146.6
DH10B	ECDH10B_3719	dppF	639.4	448.2	968.2	690.9	652	497.4	308	361.5
DH10B	ECDH10B_3720	dppD	383.7	331.2	884.1	789.5	586.7	405.4	383.9	363.1
DH10B	ECDH10B_3721	dppC	342	277.7	462	505.3	432.8	376.3	355.4	251.9
DH10B	ECDH10B_3722	dppB	223.4	328.8	583.7	404.2	347.1	273	222.6	266.2
DH10B	ECDH10B_3723	dppA	1104.6	1457.1	2732.9	3466.3	2302.4	2639.7	1693.2	2540.5
DH10B	ECDH10B_3725	eptB	293.8	297.7	229.5	225	275	197.2	200.4	359.9
DH10B	ECDH10B_3726	yhjX	77.9	60.7	28.9	17.7	40.8	30.6	9.4	23.2
DH10B	ECDH10B_3727	yhjY	27.6	37.3	11.9	23	25.6	35.1	44.4	49.6
DH10B	ECDH10B_3728	tag	125.2	112.8	40.3	73.2	36.6	40.6	20.1	80.2
DH10B	ECDH10B_3729	yiaC	131.3	72.3	60.2	32.8	0	26.7	0	60.9
DH10B	ECDH10B_3730	bisC	85.3	104.7	52.6	36.2	26.7	25.2	8	10.9
DH10B	ECDH10B_3731	yiaD	57.1	62.2	83.9	46.3	25.8	39.4	52.8	22.9
DH10B	ECDH10B_3732	tiaE	401.7	290.6	210	221.1	297	314.2	194.1	245.4
DH10B	ECDH10B_3733	yiaF	598.5	574.1	283.7	252.6	175.3	318.1	251.2	266.1
DH10B	ECDH10B_3734	yiaG	6.5	18.4	18.2	59	83.2	53.5	23.4	131.7
DH10B	ECDH10B_3735	cspA	6508.7	3371.5	2652.8	1875.3	2175.8	1298.7	1737.8	981.7
DH10B	ECDH10B_3736	hokA	0	2.1	0	0	0	0	0	0
DH10B	ECDH10B_3737	insJ	310.2	230.4	174.4	269.1	721.3	678.6	1184.7	950.9
DH10B	ECDH10B_3738	insK	160.8	239.2	282.2	273.7	391.4	514.5	732.1	692.3
DH10B	ECDH10B_3739	glyS	821.2	883.5	670.5	810.4	726.7	825.5	477.2	590
DH10B	ECDH10B_3741	ysaB	20.4	10	0	64.3	0	0.7	0	3
DH10B	ECDH10B_3742	yiaH	9.9	16.3	0	0	0	9.4	0	3.3
DH10B	ECDH10B_3743	yiaA	15	6.8	27.7	19.6	0	9.7	24.2	6.9
DH10B	ECDH10B_3744	yiaB	0	14.3	0	42.3	23.6	2.7	46.5	0
DH10B	ECDH10B_3745	xylB	43	17	4.2	7	154	160	133.2	172.3
DH10B	ECDH10B_3746	xylA	27.4	19.3	17.8	15	349	430.3	367.3	361.7
DH10B	ECDH10B_3747	xylF	11.9	5.6	9.9	25.9	2110.6	3208.8	3589.6	6268
DH10B	ECDH10B_3748	xylG	21.4	16.8	26.1	29.2	1414.4	2395.8	2823.6	3833.1
DH10B	ECDH10B_3749	xylH	17.5	17	48.8	38.1	1384.8	1589.3	2400.2	2740.1
DH10B	ECDH10B_3750	xylR	62.3	105.6	27	65.9	469.1	624.9	890.5	785.9
DH10B	ECDH10B_3751	bax	764	692.9	679.4	584.2	316.2	426.9	467	413.3
DH10B	ECDH10B_3752	malS	25.5	21	23.5	14.3	38.8	20.3	61.1	70.3
DH10B	ECDH10B_3753	avtA	382.2	321.6	251.6	391.2	195.2	266.3	198.6	209.8
DH10B	ECDH10B_3754	ysaA	124.1	224.1	52.8	72.4	3.8	73.4	39.9	49
DH10B	ECDH10B_3755	yiaJ	114.8	67.5	105.4	70.7	113	148	112.3	140.7
DH10B	ECDH10B_3756	yiaK	4.2	2.5	4.6	0	26.9	3.8	0	9.1
DH10B	ECDH10B_3757	yiaL	0	3.4	0	0	0	0	0	0
DH10B	ECDH10B_3758	yiaM	0	1.3	0	0	0	0	0	0
DH10B	ECDH10B_3759	yiaN	4.4	2.6	5.9	8.8	0	4	5.9	0
DH10B	ECDH10B_3760	yiaO	0	0	2.3	0	12.7	1.6	0	0
DH10B	ECDH10B_3761	lyxK	11.9	9.3	7.1	4.3	0	3	0	14.5
DH10B	ECDH10B_3762	sgbH	4.3	0	6.9	12.9	0	4.4	0	0
DH10B	ECDH10B_3763	sgbU	27.9	4.6	10.6	0	0	7	0	10.5
DH10B	ECDH10B_3764	sgbE	2	7.7	0	3.1	3.9	13.9	0	24.3
DH10B	ECDH10B_3765	yiaT	0	12.1	0	18.8	1.2	9.2	0	14.3
DH10B	ECDH10B_3766	yiaU	14.5	49.9	14	12.1	0	2.9	0	2.2
DH10B	ECDH10B_3767	yiaV	34	9.2	8.7	15.1	16.6	6.4	0	7.7
DH10B	ECDH10B_3768	yiaW	0	0	0	0	0	0	0	0
DH10B	ECDH10B_3769	aldB	10.7	4.7	18.7	47.7	5.2	34.9	82.6	121.2
DH10B	ECDH10B_3770	yiaY	15.5	5.8	0	0	7	3.9	0	5
DH10B	ECDH10B_3771	selB	277.9	234.6	172.2	159.2	85.5	143.2	83.7	89.3
DH10B	ECDH10B_3773	yibF	133	75.7	99.6	75.7	35.3	70.5	87	79.8
DH10B	ECDH10B_3775	yibA	17.3	28.1	55.8	26.7	17	28.3	0	2.1
DH10B	ECDH10B_3776	yibJ	55.7	31.5	32.4	13.7	8.9	22.8	21.6	16.8
DH10B	ECDH10B_3777	yibG	0	3.8	0	36	0	20.5	42.6	9.1
DH10B	ECDH10B_3778	yibH	12	15.1	43.4	5.2	40.2	18	4	20.4
DH10B	ECDH10B_3779	yibI	0	0	0	0	0	0	0	9.1
DH10B	ECDH10B_3780	mtlA	52.6	76.9	55.5	68.6	110.5	98	96.5	123.8
DH10B	ECDH10B_3781	mtlD	96.7	120.5	95.7	99.4	104.5	116.7	141.6	101.4
DH10B	ECDH10B_3782	mtlR	129.7	213.4	156.1	147.7	53.4	130.4	91.4	148.8
DH10B	ECDH10B_3783	yibT	9	0	32.5	12.8	0	7.4	0	0
DH10B	ECDH10B_3784	yibL	121.9	238.7	121.2	314.6	153.1	97.2	68.8	44.9
DH10B	ECDH10B_3785	lldP	109.2	49.2	59.1	43.4	43.8	55.7	42.1	97.1
DH10B	ECDH10B_3786	lldR	47.9	55	43.9	58	18.5	52.2	58.5	59
DH10B	ECDH10B_3787	lldD	95.7	62	96.2	73.4	68.5	72.4	127.7	62.1
DH10B	ECDH10B_3788	yibK	142	199.8	70.4	107.5	215.6	128.7	59.1	138.1
DH10B	ECDH10B_3789	cysE	282.3	284.2	296.2	294.2	393.7	317.2	282.7	287
DH10B	ECDH10B_3790	gpsA	611.5	643.5	410.5	489.9	369.1	396.1	211.5	281
DH10B	ECDH10B_3791	secB	972.7	830	792.5	932.5	1111	1117.4	742.4	804
DH10B	ECDH10B_3792	grxC	24.3	58.9	63.2	36.2	163.6	78.6	54.1	106.6
DH10B	ECDH10B_3793	yibN	513.2	488.1	572.3	626.8	813.4	373.3	382	380.7
DH10B	ECDH10B_3794	gpmI	1177.9	1180.9	628.8	765.9	763.6	1026.8	488.5	717.3
DH10B	ECDH10B_3795	envC	356.4	451.4	313	496.2	235.5	321.9	292	298.1
DH10B	ECDH10B_3796	yibQ	186.8	249.1	121.7	150.8	136.3	156	138.8	119.4
